Probe_ID	Entrez_Gene_ID
CYP2W1_32938	288517
TLR8_33238	684440
SH3BP5_9823	117186
ACTA1_7978	29437
TAGLN_9981	25123
SESN1_9816	294518
CST7_32653	296257
EGFR_8531	24329
PLK1_9504	25515
CAPN1_8194	29153
REG3G_33090	24620
GSTM7_8761	81869
CIRBP_8321	81825
PIK3R3_9483	60664
NR0B1_32885	58850
CXCL2_32508	114105
SOD1_33183	24786
TMEM5_10045	299841
PYCR1_9631	287877
PDGFB_33104	24628
CDT1_8276	292071
DNAJB1_8478	361384
CKM_32556	24265
SHC1_9825	85385
NUP62_9381	65274
CPNE3_8370	313087
OLR414_32737	56821
CCNE2_8227	362485
ATF6_8098	304962
MAT2A_9199	171347
UST4R_32736	171397
LOC100360552_9018	100360552
TGFB3_10006	25717
ABCB6_7940	140669
LOC100911814_9091	100911814
PMM1_9510	300089
ARHGEF9_8083	66013
IDH3A_33174	114096
JAK2_8935	24514
OPN3_9396	498289
C1QBP_8169	29681
KRT8_8978	25626
MIS18A_32385	288272
SCP2_9788	25541
MBNL2_9202	680445
XPO7_10182	361070
ETFB_8574	292845
XBP1_10179	289754
ABCF1_7945	85493
IL1R1_8893	25663
ST3GAL2_9946	64442
ME1_9215	24552
PDE6B_9445	289878
FZD1_8671	58868
BLOC1S2_33034	293938
MALT1_9176	307366
HELLS_32936	100911660
CDKN3_8274	289993
PIK3C2B_9480	289021
DSCC1_8498	299933
LOC100911874_9095	100911874
NCL_9288	25135
CCNF_8228	117524
GNAI2_8724	81664
ASCC3_8090	309887
SYTL1_33003	297872
ACOX1_7973	50681
RAP1GAP_9659	313644
GDF7_32373	252833
SDPR_32765	316384
ANO10_8049	301111
UGT1A1_33117	154516
LIPA_9004	25055
AKR7A3_8015	26760
SERPINF2_9814	287527
EMP3_32795	81505
LPGAT1_9154	679692
FKBP4_8649	260321
CTH_32463	103691744
MAFK_9173	246760
HIST1H4A_32934	102551184
C4B_32606	406161
PBK_32309	290326
STK25_9963	373542
FABP4_8590	79451
THAP11_10011	307806
ESPL1_33227	315330
SLC30A7_33012	310801
GNAQ_33018	81666
AK2_33292	24184
PEBP1_33087	29542
EDN1_8525	24323
FABP2_32859	25598
GNAI1_8723	25686
DPP7_8492	83799
GBE1_32816	288333
PNP_9516	290029
C9_8183	117512
SPP2_32854	94168
HTATSF1_8852	317612
PI4KA_32535	64161
PPIA_32595	25518
LAMA3_8980	307582
HN1L_8817	360492
SRD5A1_32503	24950
MTA1_9257	64520
SCD1_9787	246074
ATP1B1_8103	25650
ARPP19_8087	60336
BMF_8152	246142
BTG2_8161	29619
ECHDC2_8517	298381
RPA1_9721	287524
TNC_33066	116640
HIST2H3C2_32796	310678
DHCR7_8466	64191
KRT7_33211	300242
SNX7_33286	310815
KYNU_8979	116682
ARL11_32961	364396
PYCARD_33242	282817
SPTLC2_9934	366697
AFM_7999	282708
CCRN4L_8232	310395
C8A_8180	298288
RASA1_9661	25676
NDUFB8_33155	293991
AGXT2_32707	83784
PIK3R4_9484	363131
PAK4_9418	292756
IL1A_32861	24493
RAB30_9639	308821
LOC100910669_9062	100910669
SRXN1_9943	296271
RBPJ_9670	679028
HS3ST3A1_32973	363618
OSTF1_33042	259275
KCNC2_33330	246153
LYN_9167	81515
INHBA_33300	29200
SERPIND1_9812	79224
CDA_32590	362638
APOH_32855	287774
CXCL12_8410;CXCL12_32815	24772
AHSG_8003	25373
MYH11_32622	24582
E2F8_32642	308607
PFDN4_33123	100366237
IL13RA1_8891	252963
ATP6V0B_8112	298451
MAK16_9175	306526
CH25H_32637	309527
PFKL_9463	25741
LOC102549726_32764	102549726
RASSF1_32475	363140
P2RY6_32293	117264
XIAP_33225	63879
AMER1_32424	501584
POLE_32719	304573
PPP1R13B_9543	314465
TIAM1_10014	304109
SYPL1_9979	366595
CHUK_8318	309361
EFCAB14_32678	298425
HOXA5_8822	103692127
EED_8526	293104
HACL1_8775	85255
CYP2C6V1_33169	293989
LOC102555086_9117	102555086
HS3ST3B1_33019	303218
PSMB3_9589	29676
GULO_8772	60671
EIF2S1_8541	54318
KIF20B_8962	309523
ATP2C1_8107	170699
TG_32506	102550922
RSAD2_32612	65190
CCL12_8217	287562
PRL_32948	24683
CD83_32673	361226
NEFL_9295	83613
CSRP1_8396	29276
FOS_8657	314322
GBP2_8691	171164
ALAD_8017	25374
ENO3_33181	25438
ACADSB_7959	25618
PRELP_32587	84400
ASGR2_32685	29403
SKA1_9829	291441
ACD_7963	307798
FV1_8669	308568
ZFP131_10200	310375
PCDH8_32697	64865
CAR14_8195	791259
DEPTOR_32826	314979
CHKB_8309	29367
ABCC6_7943	81642
GM2A_32907	282838
CASQ1_32992	686019
DDX42_8455	303607
MS4A6BL_32383	690930
LY6C_32880	56778
TXNRD1_10114	58819
ERBB2_8570	102552659
CDH2_32994	83501
TNNT3_33197	24838
FASN_8611	50671
CRYL1_8388	290277
CALR_8190	64202
GCLM_8700	29739
PXN_9630	360820
DAAM1_32393	314212
MGC112830_9226	361178
C4BPB_8177	24236
ABCC4_32768	170924
