ID	S1P4_C05	S1P4_H04	S1P4_B05	S1P4_A05	S1P4_G05	S1P4_D05	S1P4_E05	S1P4_F05	S1P4_C06	S1P4_B06	S1P4_H05	S1P4_D06	S1P4_E06	S1P4_F06	S1P4_G06	S1P4_H06	S1P4_A07	S1P4_B07	S1P4_C07	S1P4_D07	S1P4_F07	S1P4_G07	S1P4_E07	S1P4_A08	S1P4_H07	S1P4_C08	S1P4_B08	S1P4_E08	S1P4_G08	S1P4_F08	S1P4_D08	S1P4_A09	S1P4_H08	S1P4_B09	S1P4_C09
WNT1_32877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.385520258064594	0.406859890411379	0	0	0	0	0.407418191461093	0	0	0	0	0	0.486365335262784	0
CD86_32871	4.72187964348408	5.46312939358738	5.40538135988823	4.64981595319724	4.02301190267881	4.83959318916893	4.92230832283223	4.73451955706567	4.58193379805614	5.11579354271383	4.6013692995071	4.81091477039959	5.35414135451567	4.62318597029095	3.38813357057949	4.7590413448045	4.90296619442234	4.9265594529303	5.02765223359695	4.93107491809156	4.83957267713227	4.80514328143153	4.8750102937392	4.55380241579209	4.76444859037769	4.76498443288198	5.06056939041969	4.79480225415416	4.83367588031378	4.56789652808333	5.40664035375976	5.2979155808114	5.10286585097571	4.69245419669829	4.92713847449478
SCD1_9787	0	0.27537295971013	0	1.21834567699203	0	0	0.381052941333165	0	0	0.364924531065116	0	0	0	0	0	0	0	0	0	0	0	0.940348964434702	0	0.349630310819152	0.395519146802574	0	0.934999047737299	0.984720930758701	0	0	0	0.317034927541696	0.281262305996391	0.486365335262784	1.24400940524322
KCNK2_32939	0	0.506514470915293	1.94021414544351	0.914206052136195	0.398196579001771	1.72365784230827	0.682199276742382	2.08671408769631	0	1.72356471507185	0.331826135798094	2.46245266031783	0.436295705768423	1.04173568698206	0.559227177098182	1.58783951129334	1.13420750277806	0.407948538994503	0.730083091837037	2.03773871743555	0.672871949236521	1.34008020351379	0.98359816486859	1.6753067275919	0.395519146802574	1.13121909816496	0.751821055583911	0.984720930758701	1.55135078420347	0	2.06560010745223	1.78980258451328	0.718765515675589	2.07289066069555	2.02830640070943
LIPC_9005	1.61945697309393	1.17749789549892	1.27429925893751	2.49666465285362	0.709924944372658	1.10525139856031	1.14350307704892	2.41424193572243	1.358818286038	1.28633193459082	0.82848247625015	2.00276952969011	1.04220771508533	0	0.559227177098182	1.41773486467782	0.77987973270822	0.407948538994503	0.730083091837037	1.61855644786053	0	2.22526549556992	2.38828901038143	0.8660788619238	1.68163463254737	0.673754304813659	1.09751756890972	2.09190343782007	0.311926547092863	1.60142423553949	2.31689899558313	0.796849165929176	0.896102012533608	0.849456544347028	0.424534809579935
ATF1_8094	5.67977270417724	4.84601760870704	6.36775107774029	5.47778045992891	5.5377281192388	5.77426793978641	5.22013789233753	5.82205142029278	5.26880877194514	5.27439840004738	4.58591726109509	6.18603511356035	4.62406648365701	4.85195777341024	5.62336732666723	5.47453615003447	5.86688371964774	4.496248578476	4.37587620932607	4.97922399725776	4.89824739849148	5.73829670277705	5.09724391248289	5.89932283567191	5.06556585696927	6.47723014480676	5.04072273584656	5.52452767540082	4.70608214229875	5.80553845429079	5.82671146804837	5.47576133796021	5.91674252379154	5.77405111194849	5.8183041799424
LOC100911668_32482	7.85856659512349	8.3287097717291	8.33781586864153	7.87218378567019	8.23694743174692	8.17796006082735	7.53212846197693	7.64528435211692	7.59592331852999	7.92511996868677	8.06126341257016	8.32617154681375	8.36217895127745	8.33785156597999	7.43356982095012	8.58801175889394	8.70752432551168	8.236750844298	7.94280348420427	8.1817834566351	7.62712951033001	7.78153355696905	7.82305842604393	7.40177961384368	7.98489016655242	7.6637656415057	7.8518995135125	7.73760506680672	7.68761814343281	7.54281483127505	8.30206979467138	8.32638176881604	8.4402449621997	7.45117308286004	8.54795246928664
GBP4_8692	1.02594786640562	2.38021373387711	1.75047290123212	2.18209690192769	1.94887574730823	0.821772049870434	1.6397155330448	0.444525115052407	0.60557339412583	2.41067050731545	1.19725361127316	2.13213159798551	2.38888015533114	1.26999299696425	0.559227177098182	1.87760739063258	1.76126787264347	0.407948538994503	1.40426911164194	1.61855644786053	1.12993374149327	2.22526549556992	1.71395045459339	0.349630310819152	1.5323150274375	1.13121909816496	1.98682610334658	1.97702028387038	1.29171300834149	1.01236387713859	0.845205127092385	3.46942634753503	3.52952470399468	2.53876966227483	2.61638004613323
PF4_32963	8.57486191274903	7.46953770661685	6.79387001142763	6.60277784767248	6.8227863068139	7.33813129310276	7.4194578513011	6.14255957809744	7.94641373000966	7.34907709223184	8.53954220523609	7.39168680042405	7.12334768984594	7.23824153923637	7.77970371555701	8.08289303872403	6.97173746862218	8.34365935029571	6.92147285458913	7.90163791429345	7.37677377400983	6.63418929852003	6.00460515143844	7.08081423976975	8.23645180581155	6.09923906560569	6.38021022749602	6.46680855179016	6.36351742408122	6.55313792780206	10.3131621438488	7.01994882116252	7.20335048580724	7.82981615577417	6.50208538740849
PTPRCAP_33252	0	0	0	1.21834567699203	1.18360594882321	0	0	0	0	0.655927437563593	0.331826135798094	0.460439335598868	0	0	0	0.738692488895182	0.77987973270822	0	0	0.601857253772702	0.919427932439238	0.940348964434702	0	0	0	0	0.541955546564806	1.85219116156508	0	0	0	0.796849165929176	1.0540070099616	1.58715140399023	1.01893250815243
TG_32506	2.21008921200712	3.74503387892464	2.88453123673874	3.53784026552492	3.39722594082583	3.3520394122869	2.93553961452362	3.32504848831553	3.64094875737366	3.46903926792108	2.90016876316889	2.46245266031783	3.70113522741962	2.5706120071208	3.4519460938272	3.32581070525012	3.61268368241714	4.06059175257198	3.25754626345884	3.69001349400587	4.54127502189217	3.9156371642755	3.29226919587061	2.81417086654461	3.5897108515049	2.91598100725034	2.28555900871964	3.81274529939042	3.76032134069937	2.82848571437564	3.28713563534857	2.83677032402525	3.0563689603137	2.72525132542436	3.65909667174241
CAMP_33271	0	0	0	0.52833711110294	0.398196579001771	0	0.381052941333165	0.783860750277809	0	0	0.601421708833989	0	0	0	0	0.416117050696163	0.563638287313296	0.725606477407923	0	1.02526851160556	0	0	0	0	0	0	0.541955546564806	0	0	0.746865158011123	0.845205127092385	0.317034927541696	0.281262305996391	0	0
SYPL1_9979	10.8466368055952	10.4350440909126	11.3287454273	11.0755805281819	11.2191641247588	11.243999863166	10.811550449096	11.134730503995	11.2386750030931	10.8998460120998	10.2355168802271	11.3211733583883	10.3047350102278	10.9831228412586	10.1094143180217	10.3629612878948	11.2256792471103	9.92274659176429	10.8422759230435	10.3748067723589	10.9011565557433	11.2591745578474	11.3118712272247	11.3357024876272	10.719348076466	10.9299512856426	10.9922451366717	11.01414245389	10.7498085764417	11.1937019601093	9.89004989945802	10.7859519624937	10.8756790200112	10.91212332913	10.7866295846587
PAK1_9416	5.85788957445065	4.99616812517014	6.10076929968453	4.75988470776955	5.20625735758307	5.86256034457771	4.87850200122401	5.82205142029278	5.46895536677898	5.20854779420763	5.03599661829477	6.01206287617865	5.46209542374963	4.95403732214543	5.31561458362898	5.68605350360915	5.7306700770706	5.43151993009899	5.16643165937871	5.42395444504797	5.14836959472901	5.66179483145052	5.20310989597341	5.25911550495803	5.20779239063107	6.39288443913806	5.31307524236645	6.03583087837279	4.70608214229875	5.4614645033916	5.72175025316026	5.59792269281985	5.4959456241448	5.89561794403075	6.2850586111351
NOTCH4_32539	6.30816443001998	8.27780578269775	7.37757251335742	7.72614780549043	7.43696011962592	7.37195084648619	7.68617806233531	6.85942649397645	6.88062035969778	7.99514524372533	7.50798360347605	6.82543291707771	8.09039588856408	7.51646362929108	7.49544576578816	8.34117848312654	8.12387435090688	8.20354981303628	7.72876708732643	7.17387033665932	7.46433285669802	6.72472022940686	7.40460554539018	6.93323572304939	7.84544006589931	7.3239196699987	7.84762226670097	7.32701964103119	7.08664193397563	7.70398369877533	6.78297544385411	7.87482747634087	8.13578909584507	6.83867224359161	7.72860199449913
MMP2_9238	5.9454055268451	6.88693135653696	6.97291177835892	7.12567529393498	6.81466176831465	7.09251531072901	5.96964699668493	5.69716550244871	5.78776341772482	6.31942117327355	6.04242495852125	6.96221459849165	6.51968761084684	7.06655930542598	5.43094399147857	7.43334634476914	6.85744651834893	6.18775822386711	6.40359660675398	6.33487282989126	6.58168008663196	6.28901105809248	6.87817754538424	6.020069589656	6.62613196978745	6.65390764761809	7.04282077945302	5.75991629913794	6.7376537478168	6.3522455934185	5.84681751114634	7.31981528648951	6.51425239498334	5.37476178326993	6.62219542077325
LOC689064_32448	12.8231258399152	13.0123236994051	12.6964237998176	13.0738955850091	12.8236594587104	12.506135306578	12.2745699484064	12.8057159758992	13.1209831716114	12.6281946729475	12.4165716985189	12.9960983889599	11.4817512313121	12.6702967327408	13.6524342023834	12.5484721382834	12.2235767634349	12.7413435637688	11.7127824036536	12.0474459386772	12.3955646464117	11.9224351405556	12.2933500621076	13.3725428745908	12.5104228126198	12.9030123733518	11.6965926622524	11.6918104490806	11.4521337253354	10.8985663928049	14.0100494834134	11.1987753000223	12.2792202921332	12.0788273524839	11.179071896757
NUSAP1_9385	2.36322358416256	1.30576542324697	2.25806702875455	3.64373060237506	1.82492100042873	2.48683136605434	1.14350307704892	2.5974418573289	1.85116611204356	0.655927437563593	0.82848247625015	3.27009497096988	1.04220771508533	1.26999299696425	2.51974239913857	1.41773486467782	3.15167458402577	1.71702805935367	1.57347335468161	1.02526851160556	2.1907604400413	3.11407872856922	2.0901657756515	2.50130642191165	1.68163463254737	2.09548676086663	1.09751756890972	1.39591324453751	1.66551947316633	2.24177408739629	1.37464464230387	1.88886725996626	1.92537301512182	1.76785230528185	2.02830640070943
MNAT1_9239	7.21599202652761	7.15731532683691	6.63475351699434	7.25661741737344	7.09849398416109	7.00900405773717	6.4946737465673	7.05219984724164	7.09393701630044	6.87377581869745	7.23337013682653	7.00507094506137	7.39558991848478	7.05894277838878	7.04089675886266	7.40516731851339	7.14739413438978	7.34953968665049	6.67870762183709	6.95055673936348	6.63008752292524	6.89776903138591	6.81696276688611	6.98724622197987	7.31023113773402	6.36189754179792	6.56524122705037	6.98446872021787	6.65022009242356	7.00932305020181	7.10853980348694	7.03894732072292	7.02884704539758	6.9363557574524	6.81864187599481
TAX1BP3_32829	7.97604181768181	9.54325896240341	8.93320440919125	9.59881086226869	8.88769916760641	8.87648253026803	9.06949264772514	8.032906321127	8.1770986197583	9.61072975174649	8.99343941181428	8.72520925609414	9.31590183300239	9.49157116433103	8.652883608044	9.63669734514439	9.1507025715656	9.37874298916563	9.20836993836627	9.09713288166723	9.61017362347137	8.37166595615877	8.62886820918691	8.37742305165068	8.67536754268254	8.67918205022507	9.67162099676717	8.39842636979249	9.30195831988931	8.58297864954308	8.98524511069804	10.0927072879102	9.17465285623402	8.28218557522942	8.99077129255139
GRIN2D_32951	0	0.27537295971013	0.960419301135012	1.07427566049352	0	0.468622808937639	0.682199276742382	0	0	0.364924531065116	0	0.460439335598868	0	1.04173568698206	1.53302442657489	0.738692488895182	0.309171426528061	0	0.730083091837037	0	0	0.385520258064594	0.406859890411379	0	0.960695603721502	0.673754304813659	0.541955546564806	0.724755311411849	0	0	0.845205127092385	0.317034927541696	1.19632147018768	0.486365335262784	1.24400940524322
MCCC2_9204	9.42965620040421	9.67008529209993	9.56052224135134	9.20751165263558	9.87645093181535	9.73446868956212	9.63338425385481	9.67277272129921	9.86664697500971	9.58986708216419	9.8057425231951	9.45025265124113	9.63705725106824	9.68272725034604	8.81180902153621	9.50481737961635	9.64033779370184	9.38298608814408	9.61877397029128	9.56770426550991	9.71436873264356	9.64865897004994	9.83329207956103	9.70790600955595	9.84617626799824	9.41222066274751	9.33014163747025	9.79002347978716	9.53993813194643	9.92294656776866	9.27958552634877	9.11560122873516	9.49608156785279	9.52723159713809	9.50381372081546
LOC259245_33313	6.12750406968489	4.30139134685428	5.95440479997798	6.956184895612	5.20625735758307	5.9367485685768	5.53430433519077	5.49267562608033	4.01130939069716	4.38261081603681	4.89264402831582	7.40774689498572	4.35204556105069	5.12426587518327	5.96699241060512	4.34987637250108	4.56709584773485	5.420553815543	3.82524553007657	5.15719850172694	5.12399208852516	4.61985141399826	5.85834098990474	5.04812218514249	4.46811885700958	3.75484416799794	4.04457941463203	5.4294154661924	4.75848137339239	4.6866236851335	5.84681751114634	4.70422419197337	3.70646785407707	5.68691478193953	5.05142120398394
ABCG5_7947	0.602312828712216	0.27537295971013	0	1.68317057281731	0.398196579001771	0.468622808937639	0.381052941333165	0	0	0.364924531065116	0	0.460439335598868	0	0	0	0.416117050696163	0	0	0	0	0	1.50486681724206	0	0	0	0	0.296278068344193	0.724755311411849	0.311926547092863	0	0.845205127092385	0.987735822553695	0	0	0
NFKB2_9306	4.44134644634193	5.40702860782003	4.52303509085998	5.14059883214234	5.41412185140156	4.82012479788723	4.60148748220176	4.13749043128772	4.73105209343619	4.97766054527902	5.19721893418376	4.33442519713069	5.54080830755877	5.39013505436882	4.41681453271946	5.28960514786885	5.32035229980221	5.5768875189095	5.09871003185129	5.33424110667476	5.20756994287368	4.52705885525162	4.70522423022796	4.31630147787507	4.56742092952907	4.52500988849448	4.94787076437286	4.61437601315106	5.02762833838524	5.16688952840471	5.72175025316026	5.27062009829557	5.08467796296473	4.15690325641722	4.95922721706573
PAK1IP1_9417	1.35300999813446	1.90071811097903	2.73882233199543	2.75477121790907	2.16878790051803	1.88225768675281	1.89554607496209	2.41424193572243	2.2175668925409	1.84411578921087	1.61769525569521	1.7029963957402	1.27053025692589	2.17919568431262	2.83899935168376	2.00323623382399	2.89779988987642	2.6389461443252	2.72230082635243	2.03773871743555	0.375313869054179	3.21271425466819	1.56305168593256	2.50130642191165	2.66949678044659	2.85794064956697	1.71357416284391	2.55940674099576	0.974864911121903	2.96003422716868	2.71713156709689	0.796849165929176	2.46477600626247	2.63502145833163	2.83966013505833
ATP11B_8102	3.69124530239199	1.5324478269468	3.94716109626603	2.75477121790907	2.35956997506471	2.98334604104612	1.6397155330448	2.83485753697177	2.50950594338783	2.87418981216404	1.49069252229665	3.74488283696549	0.770829975363087	2.17919568431262	2.25937419917927	2.22578258060585	2.94333728999843	1.20613759906444	2.64843713829163	1.02526851160556	2.09367474450167	2.4841282753501	2.0901657756515	3.11745465090724	1.94063442367492	3.51302688069876	1.8105236277879	2.09190343782007	2.35140017288993	2.34165975589151	3.28713563534857	2.73393005160976	2.8987369105509	2.89036428911175	3.65909667174241
MLEC_9235	10.1592623979162	7.26972284270123	9.94078138085608	9.38690753714308	9.1731256570124	10.0740193881963	7.92382414000339	9.88200444682036	9.58738809615685	7.93533408932479	7.00554039125014	10.2368587253292	6.98541726847469	7.92325127038202	9.43323779896615	8.14214310673039	9.0798334403994	6.85023978633508	7.5702871141756	7.62349073354181	7.79093046278784	9.98414867014434	9.41207043788927	10.4089193888225	9.2483446972461	10.057380950299	8.22820176837361	9.93268720228913	8.51356999263897	9.67444723522437	9.27217048956913	8.35265174458738	9.06354181887099	10.1224796900199	9.02149009330636
ABCC1_32904	7.05104244768055	7.86659374714433	7.80118608158768	7.83074490749172	7.74978436334419	7.731095795064	7.42961221016632	7.31014452424767	7.42255062122701	7.9721790770541	7.597390284464	7.53894702754854	7.7145912101062	7.5683515986127	7.54017113204534	8.01924705810748	8.2895101920232	7.86029771574311	7.7016324938589	6.92619986201174	7.38192289990399	7.65349239886978	7.6372376305641	7.32243076191228	7.66214023996299	7.26651697526831	7.87869817986553	7.5914877434782	7.33545512878752	7.21757047822332	6.88372422428119	8.13153666703078	8.18783666802779	7.47086913880112	8.09456953995475
ERBB3_8571	6.87754048655924	5.70333841304291	6.06044383891141	6.63202120735386	6.92444143717024	6.68234558172906	5.79998995115466	6.5726782539799	6.57601704547287	5.96126301579348	6.17225764558188	6.37433437859414	6.291575847025	6.24441158579909	7.6082671975673	6.21370852998082	6.11588286190302	5.75331693326011	5.97547094657974	6.12618795819006	5.82931387307595	6.59814982959326	6.35972237154686	6.89717847665562	6.56496583232025	6.36189754179792	5.46227397163432	7.06402309695767	6.15455501163987	6.84458559093513	6.59368870039242	5.61249042564784	5.7362700673415	6.88834059990948	6.45222205460572
BBS10_32397	4.09276564849966	3.60244113283369	3.83210568310671	3.51010709809989	3.39722594082583	3.9260137998244	2.75350774961726	3.84318445829624	3.75680993664718	4.09740841786135	2.94930009009067	3.61810037490323	3.53527742816113	3.70028806820417	2.74022736644632	3.50643363484563	4.36440887485375	3.47647659343315	3.68450719203957	3.13176005204832	3.54799043101934	3.65998959651951	3.59420191530872	3.36792429808449	4.44741107467094	4.14291380203824	4.14094066865233	3.97121770391094	3.31186325564231	4.11064871782834	3.28713563534857	4.53101219333124	4.40831963353408	3.3534579122108	4.38156722042114
NCOA1_9289	6.4258677702776	6.14612367562429	6.1875802556958	6.09221606838261	5.86331188042133	5.99867418858669	5.82328376923776	5.94545562683522	5.90542123369049	6.10693799077467	6.12492897685453	6.28673253565486	6.34268806751047	6.13999114349999	6.17981821776437	6.38508346713115	5.88450039745972	6.11479891245784	5.80746675392705	6.20928452985318	5.93117688898277	5.93892476235649	5.59217488709617	5.98926089202899	5.71184759261203	6.18435694487948	6.00845801217309	5.5747782666418	5.86302994373616	5.82292585015327	6.79337288172773	6.42273444898847	5.89080765508056	6.11175905399821	6.0066534524363
F10_8585	3.21573675553337	2.54524176114508	1.94021414544351	4.15429982260913	1.82492100042873	2.15513100452584	2.75350774961726	2.75997763516688	2.6359479317979	2.24536951742067	2.4319687512342	3.89826141546779	2.48301142076054	2.65386596010546	2.93144019702274	1.73998630477265	1.76126787264347	2.78290349019399	1.72489958203112	1.61855644786053	2.1907604400413	2.89393422177932	3.96909198277828	3.07113104912373	2.43718093463674	2.91598100725034	1.98682610334658	2.39012618180494	1.42736481625644	3.13728018634143	2.31689899558313	2.30225505393022	2.15189894632306	2.63502145833163	2.61638004613323
RET_32982	0	1.5324478269468	1.64534177115752	2.11002702809887	1.18360594882321	1.34207197377559	0.931210980935774	0.444525115052407	0	0.89797052132465	1.35142079256657	1.32414414380761	1.64096943574369	0.436056258831705	1.53302442657489	1.22485878149549	1.13420750277806	0.407948538994503	0	0	1.12993374149327	1.78686659366274	1.20363217031777	0.349630310819152	1.5323150274375	0.673754304813659	1.49762705252787	0.724755311411849	1.66551947316633	0	0	0.796849165929176	0.718765515675589	1.92841853962124	0.424534809579935
LOC502894_33269	2.36322358416256	1.72830204080339	1.64534177115752	2.25073716992422	1.82492100042873	2.48683136605434	1.3285262335685	2.41424193572243	1.85116611204356	1.72356471507185	2.36111921590626	1.32414414380761	0.770829975363087	1.26999299696425	2.39542403967765	2.11879633621676	2.40651664393607	0.985787074383134	1.57347335468161	2.36214797083961	1.75573097763243	2.56103098322543	1.97532678666385	2.27479149145246	2.05455685686083	1.3150137184828	2.14391095543299	1.71552929921307	1.86987423333826	2.24177408739629	2.31689899558313	1.78980258451328	1.8412053731812	2.53876966227483	1.76340208257283
DDX39A_32661	5.95748544048383	7.00501816501394	7.2466657370398	6.66383340092922	7.19866617519771	6.63299079272956	6.17673977641391	6.63686302113257	6.74689061217602	6.63981519428393	6.40579120676603	6.94910544886092	7.26588094624092	6.67641669403268	6.70346859453584	6.81162983407542	7.49574255906765	6.87856374239985	6.72436111901159	5.73564611129927	6.44075586968042	6.813837689928	6.69524296710933	6.41724648593131	6.8437977638537	6.55234833595803	6.79289008532284	6.92759735158104	6.43769918258287	6.22068695511877	6.50790209932524	6.91220723546533	7.32841672359916	5.94339546643935	7.39494534239453
CYP2B2_32473	1.84428201112712	0.880668075546754	1.12587865927132	2.18209690192769	0.709924944372658	1.10525139856031	0.381052941333165	1.05838457891919	1.0308069608921	1.59201435975676	0.82848247625015	2.00276952969011	0.436295705768423	0.770450174842292	0	0.738692488895182	0.563638287313296	1.71702805935367	0.410739784534561	1.84331876724699	2.09367474450167	1.9095723094634	1.20363217031777	1.54578972562531	0.705608207973433	0.920543456772592	1.60963729631193	1.56455423665951	2.65764328041232	0.746865158011123	2.06560010745223	0.987735822553695	1.92537301512182	1.92841853962124	1.61015103310097
LOC290595_32588	1.61945697309393	0.880668075546754	1.12587865927132	2.18209690192769	1.18360594882321	1.88225768675281	0.682199276742382	1.05838457891919	0	1.10517991562939	1.61769525569521	0	0.770829975363087	0	1.27526878149072	1.00215829562323	1.28331462695647	0.407948538994503	0	0	1.31359914529739	1.15401484601921	0.98359816486859	2.3543141934845	0.395519146802574	2.19260851482603	0.541955546564806	1.20491735831455	1.14196990027235	0.421232682590252	1.76109821652108	0.576797977375353	1.75182145196165	0.486365335262784	2.02830640070943
MGC112715_33057	6.77205741730582	8.40945362884326	8.15121786448222	8.54453113325763	7.98697009517063	8.20635655088949	7.67981142386579	7.0639205283317	7.33204637968008	8.29659382372621	7.95701756486685	7.82145830729831	8.14360866265369	8.06116780709806	6.6225909585238	8.34266504518958	8.44105212429902	8.15309851348772	8.02901206029775	7.42049189872239	7.87367587159925	7.6666026456495	8.24168776321707	7.18508704028729	8.29122532452063	7.4715319136506	8.51383723245797	7.58169119036403	7.72430687257698	7.24039586742153	7.63904052822658	8.52906190781749	8.60801808769772	6.79246004402788	8.33670990885151
PIK3R1_32562	9.43722414239443	10.0137655976417	9.93277553246515	9.94889061631093	9.7992923472836	9.68487769748568	9.19012399850871	9.18217535391273	9.17069240463069	9.777554901638	9.68039606666055	9.80640569402757	9.78471376001418	9.70302701524902	9.35089838823922	10.3224761697394	10.0864499693399	9.95587967391526	9.58885079131679	9.36404139576315	9.42427980395109	9.67214223578275	9.46157626000062	9.16390304025072	9.60572270759605	9.54631951836948	9.73744436092766	9.48830156446124	9.1919480344133	9.25179676507545	9.63649252885624	10.2140903363818	10.222056866173	9.28079671479297	10.1130645138115
CASC3_8197	5.6202286790107	4.93796943129312	5.6078246079077	5.06637078795501	5.27892448074443	5.47144860215489	4.96482360445666	5.15555273196851	5.28819563405105	5.41728098697625	5.12421722323222	5.51536337080756	5.32901363147218	5.46119850810121	3.51305524731734	5.32613378495241	5.46787482599431	5.29408194774555	5.1261813165335	5.00270903924589	4.6305066916759	5.28484787189784	4.93769874801508	5.29985892531156	4.90776911894644	5.48377002215723	4.80223130101566	4.99997588774992	4.88171286779711	5.19386937755435	4.33030625808528	5.24279821568891	5.11187452672269	5.18110933712311	5.86985818113014
PGRMC1_9467	10.0063096542095	9.30503963080777	9.35915235664581	9.79435761789008	9.88762846912756	9.64393979852396	9.3213485313882	9.79384385865224	9.85287928415804	9.02376749335756	9.4859874314304	9.80822180623279	9.49036428421243	9.38290489782274	10.8055877279945	9.39016932999434	9.36769586934599	9.39494087186046	9.33664029248491	9.35037651593642	9.19190849989655	9.87683950223613	9.88043042624856	10.0044787354182	9.68746532395128	9.83333281791471	8.82721254136868	9.91913641960998	9.52441827070713	9.9158743933808	9.44204273646309	8.75350021727892	8.9731247700627	9.80966695741236	9.28627698472237
LOC100361830_9029	6.22066028567726	7.14021030901867	6.75649473274585	6.55946264165901	6.79414796796471	6.755913297178	6.72649497063125	6.31594308964018	6.52790063004715	7.04075738421772	7.07359571536635	6.35458553925292	6.81942293524809	6.69127293628013	6.56603849290612	7.10582003223563	7.17628828744833	7.27843614768445	6.952496737325	6.61182330776912	6.55912804743037	6.32252925920141	6.41033474864291	6.43106786969028	6.54073216842128	6.31413238249965	7.02019518787636	6.82337609312277	6.35077430322574	6.11878297563744	5.92455154108254	6.98678633385406	7.06640433774628	6.41940788645444	7.23048062611971
SLC20A1_9844	6.15922921188047	7.05834962386026	6.80000616025071	6.59289683623636	7.20489616377902	6.64410536146861	6.52340333415797	6.62108254662593	7.26513615317111	6.97296342019785	6.95230567192405	7.10301244971876	7.13063713911875	6.82301705200632	5.95603063105986	6.9310681204466	7.34271686977485	6.99771638395368	6.8614412890189	6.65692723623465	6.59504401213055	7.00831586240865	7.09995942370509	6.5199738946915	7.23972287538041	6.27030475809827	6.79585318977722	7.00293832626482	6.90389665752207	6.59927542059612	6.05125578828252	7.15295766291571	7.2096583190942	6.54859765472389	7.20394284467712
KIF11_33013	0	0	0.306225882188502	0.52833711110294	0	0.821772049870434	0.381052941333165	0	1.62589397506731	0	0	0.460439335598868	0	0	0	0	0	0	0.410739784534561	0	0.375313869054179	1.34008020351379	0.406859890411379	0	0.395519146802574	0.375856167968348	1.09751756890972	0.984720930758701	0	0	0	0	0	0	1.01893250815243
MARCKSL1_32320	5.45963875456137	4.74780374946588	4.98827336218179	5.23680121346682	5.3368039165718	5.1669040826934	4.28094226116375	3.98144259710332	4.45044159530443	4.93757362598383	4.61665759056545	4.77174054879225	5.09566292503017	5.04936894369604	5.38264143929907	5.83712781931094	4.8913953370214	4.98727512849285	4.44295282457272	4.72059504473788	4.59547348575266	4.80514328143153	4.75829037147949	4.39362807840367	5.10576599104605	5.46445138871601	4.54481236937543	4.24390200646816	4.67915111766938	4.56789652808333	5.90550715838731	4.91868874133857	4.8136515847661	4.28109785949028	5.32206954229007
MMRN2_32997	4.37083660023624	6.54743518061778	6.4866470419402	6.32888525919292	4.99242277409976	5.9001312799965	5.13582186531903	4.13749043128772	4.86619102975193	6.10090095598875	5.36955218179856	5.57346951528571	6.22502885194389	5.92220419704021	5.44669202671121	6.19407892591598	6.2396791806876	5.89474037682984	5.99795074206617	4.90638405053214	5.92413472213568	5.45569906460446	5.47024402186331	4.68263317150366	5.73766133301312	5.77002796264592	6.00334000698567	4.99997588774992	5.69843699613495	4.74251354011646	4.21128042099756	6.9585564588767	6.83574175370799	4.60008177652892	6.29137451940886
MYBL2_9270	0	0.27537295971013	0.306225882188502	1.07427566049352	0	0.468622808937639	0.381052941333165	0.783860750277809	0.60557339412583	0.89797052132465	0.331826135798094	0	0.436295705768423	0	0.961222788279929	1.00215829562323	1.28331462695647	1.20613759906444	0.730083091837037	0	0	0.940348964434702	0.72385907763392	0.349630310819152	0.395519146802574	0.375856167968348	0.296278068344193	0.724755311411849	0.785837482463191	1.01236387713859	0	0.576797977375353	1.0540070099616	0	0.424534809579935
SLC24A2_32779	0	0	0	0.734134065433552	0	0	0	0	0	0	0.331826135798094	0	0	0	0	0	0	0	0	0	0	0.940348964434702	0	0.349630310819152	0	0	0	0	0	0	0	0	0	1.13929469154901	0
KNG2_8975	2.36322358416256	1.03670352988351	3.13807257005116	4.224243580159	2.35956997506471	2.27437462367109	1.7732941364023	1.66229509363423	1.0308069608921	1.72356471507185	1.73441671399397	3.66161095489772	1.04220771508533	1.46702114780957	0.961222788279929	0.416117050696163	1.41844438981585	2.39186986137543	0.991391729576993	2.36214797083961	2.09367474450167	1.65274598285427	3.24347440255512	2.00596571037269	1.36573738241335	1.13121909816496	1.37618279025931	1.85219116156508	0.974864911121903	1.60142423553949	2.88208763724972	2.22851507771862	1.32584924716789	2.96633586834241	2.3521019873975
TNNT1_33317	2.9515746082301	2.19384043980659	2.39408579868597	2.11002702809887	1.94887574730823	1.34207197377559	2.21023415401152	2.08671408769631	1.85116611204356	2.24536951742067	2.36111921590626	1.08941835513975	2.65463791716694	2.5706120071208	1.7516344440153	2.11879633621676	1.85955417660541	1.97862775657864	1.72489958203112	1.35219763087119	2.59719010288845	0.940348964434702	2.0901657756515	1.54578972562531	2.05455685686083	1.62445924280725	2.28555900871964	0.984720930758701	2.28149903316102	1.43047586037595	2.71713156709689	2.06866340867639	1.8412053731812	1.58715140399023	1.61015103310097
