ID	S5P4_B04	S5P4_C04	S5P4_H03	S5P4_A04	S5P4_D04	S5P4_E04	S5P4_F04	S5P4_G04	S5P4_H04	S5P4_B05	S5P4_C05	S5P4_A05	S5P4_D05	S5P4_G05	S5P4_E05	S5P4_F05	S5P4_A06	S5P4_C06	S5P4_B06	S5P4_H05	S5P4_G06	S5P4_F06	S5P4_D06	S5P4_E06	S5P4_B07	S5P4_H06	S5P4_C07	S5P4_A07	S5P4_F07	S5P4_E07	S5P4_G07	S5P4_D07	S5P4_B08	S5P4_C08	S5P4_H07	S5P4_A08
CML1_33145	7.57044001838494	7.05244026891771	7.42226561620524	7.43237464200866	7.72471295512875	7.15788534828546	7.47090735616655	7.13158471932025	7.00378950217763	7.35730499661536	8.21947440824304	7.46827035338519	7.28801815185009	7.4510283653502	7.39382040269704	7.99802180945627	7.64696098219458	7.30802322236897	6.89948919740156	6.90107776658653	7.57608757096084	7.61880943056782	7.48790839659088	7.47324905091852	7.3928891961081	7.41465677176049	7.30075483899522	7.61825661295595	7.44757652741778	7.69256028271205	7.53668935519488	7.37692296149044	7.28451096889656	7.60962557087278	6.98169327990157	7.41505940491195
LRP10_9156	8.29042898191634	8.40531678953962	8.20422542055919	8.56591574941396	8.20699626703383	8.38851012269309	8.5245450475158	8.52193233807651	8.48173194083537	8.4129747669541	7.73164643624925	8.48193906393119	8.5430859252972	8.59263025868671	8.31003291206208	8.2941657529435	8.24204104049881	8.29178142330139	8.48945176486326	8.29085702713373	8.45381171159333	8.20849161892986	8.34177963442191	8.43812756463925	8.36117596646003	8.41490539214099	8.32940758665688	8.37605653761266	8.55786920885108	8.34193385116218	8.31426967697499	8.30169421272198	8.31359076347849	8.25226720831901	8.32309529592561	8.40021077561483
ARF1_32413	11.1838778325207	11.098794785167	11.3774907062286	11.2875168842606	10.7438120342052	11.1703830220414	11.1251714444614	11.1425938376781	11.0895035578668	11.2383153910315	10.5356609473098	11.3295186991631	11.2575422230675	11.1343990702089	11.2026348207723	11.0567890583457	11.193435388974	11.1946766864382	11.1152413013425	11.2850838915944	11.1495957763509	11.0747248008925	11.2506353752064	11.1952834810477	11.3094363658341	11.2292339026843	11.3041997449075	11.2631664088004	11.1688007010517	11.3329654590928	11.3320795284528	11.2479376342758	11.2446434632168	11.0754656103763	11.1918984619634	11.3038229159328
UBE3C_10127	4.45649289177914	3.71960304295077	3.98578926254675	4.46575013749779	4.36212984836375	4.00513668094572	3.94857703064598	4.30106380463622	4.21042788186929	4.47076575314913	4.59959837850911	4.41166209530813	4.27888736629917	4.29629593616559	3.82364915483682	4.4617485904157	4.8704122653759	4.32983166871909	4.45152190820699	4.07794471103094	3.97668404323538	4.45790829674571	4.45450626855526	4.66774890980799	4.22525706103226	4.13072189875239	4.53682949450412	4.63110152715466	4.39711675169884	4.22134870635553	4.07951519037429	4.57628558283824	4.53851341552214	4.70722230116921	4.05302215211255	4.29501398348931
CAPN1_8194	1.83164123640706	2.47643006847816	2.09737662267961	3.01754949326131	2.34371292730365	1.87512789950464	1.95900930271432	2.30149885958921	2.14190800368302	2.27790457171	2.20955395891109	2.5163063350835	2.1856535992118	2.29086577878692	2.34410178041867	2.59850266194678	2.25301964238937	2.10848331738803	1.77929667341248	1.65400271796273	2.381955398541	2.05581871617957	2.6836976318532	2.75945490803584	1.94443953929602	2.50048887287863	2.25726704068341	2.06458741076648	2.06796586549222	1.73831327762795	1.96055257377793	2.29812645069125	2.54465747659111	1.58539950248675	2.14304007597003	2.62213728440154
SERPINH1_9815	7.10778039829829	6.87410303729673	7.28211668236182	7.05850205661076	6.51230631388447	6.75387526425965	6.68031789458436	6.68629017698817	7.20439193819768	6.95890354954636	6.47000808331651	7.24533623983207	6.8005485407354	6.86765313513705	6.99532658450465	6.98188815320369	7.04440249498279	6.89447319499141	6.73626471005999	6.92166387363756	6.45748457163511	6.63761493066864	6.53060279403775	7.00715972530926	6.94838986174283	6.81775773726658	6.73643558862198	6.86686620104168	6.78754471680526	6.79198442557759	7.08416746028383	6.8490039403916	7.30052781103974	7.28913287309656	6.75441176381321	7.24355370916139
FADS2_8594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDK4_8267	7.97351394054822	8.07634119967371	8.28467896618962	8.02605408904521	8.00778425804389	8.0865961625506	8.07327717476824	8.00031568181793	7.90654037674759	8.14298490119796	8.08657634954806	8.34976818372572	8.26894230870373	8.0738543062624	7.92841641902814	8.13303861854104	8.17049345482221	8.15661316207463	8.02050876995791	7.89762986169158	7.91825619307155	8.09763045607472	8.2394408043135	8.15547925826517	8.11657826159551	8.18649148007284	8.07382198021831	8.05602588351975	8.02915182329375	8.02140523432373	8.1329283032171	8.01287170823186	8.14740658775473	7.98237868913616	8.02698998653003	8.01493765950815
SEZ6_9819	2.01410833406257	2.47643006847816	1.53532898152209	1.12630214556608	1.69681305058857	1.71683717916454	1.54858426425312	1.3202115816744	1.81679930818262	1.54837015465103	1.647334149128	1.45868425858967	1.95747981976264	1.87340830011802	1.3119134793561	1.93797826132837	2.1882517724208	1.47694550157791	2.0852378692366	1.44235678312148	1.50738213392301	1.79955355402115	1.94173337640578	1.95817518545193	2.15683571147777	1.5389657201148	1.53128155471327	2.24636990995012	1.81095591469691	2.04098526412452	2.10610333084164	1.93726957288084	1.23493955880798	2.38519381402428	2.28172882446372	1.3202430179194
PC_9434	8.34751559649257	8.16969749812271	8.28946192966738	7.73704981846111	7.50438244799332	8.17677884719135	8.20970739929137	7.97585982515672	8.2089303026352	8.46542034230719	7.70240228551867	8.56887391920982	8.19442329974709	8.52922655966498	8.05747404369974	8.11841246226842	8.57137337152815	8.61043910059277	8.59229645738339	8.18945913894718	8.1498612573195	8.14668127902956	8.50763087785707	8.92421244622606	8.60384314951489	8.45201919544055	8.35982027604935	8.49613345668103	8.54647404034132	8.1376748191459	8.35033105385521	8.41919158173634	8.41352562006144	8.82260510257159	8.50871881176129	8.39736664118036
RPS6_32332	12.6393833573001	12.3398523821301	13.0398432003158	12.9758026526799	12.1206574558003	12.5125758979054	12.3750880220121	12.5233931884579	12.6311631136614	12.6794988446544	12.2434445203289	12.9163281723932	12.7967305772182	12.7127373652627	12.589099566222	12.6167008886686	12.8087352585468	12.7169843190008	12.7626902874007	13.0319752436347	12.7588414982016	12.7269489178031	12.7713876926665	12.6570903321907	12.8877581598642	12.6547541464507	13.1004541084149	12.864315880169	12.6453241128926	12.8970791119683	12.8308332537392	12.8886184448542	12.8456012976237	12.8514282266223	12.9408426393546	12.998217731125
AR_32869	7.41143890802532	6.97477900669143	7.33242309483895	7.17331071813188	7.53324030300774	7.21081710967408	7.1670448953458	7.35415757628709	7.22600600940862	7.34407221585055	8.04873493075178	7.24699791194484	7.16183701858194	7.20274597576141	7.36491400418582	7.66863927446015	7.38506446252423	7.23669696299021	7.42022261459844	6.94949852736284	7.43176015813834	7.50339201465174	7.40457530621481	7.59584758280507	7.23230413618297	7.28940621142147	7.43486720975335	7.49638827998979	7.30920278267771	7.21389030056575	7.09292647805431	7.313187097173	7.35778024232136	7.72781648720833	7.25438098766119	7.30554721716594
HDAC2_8785	9.30901223505948	9.16555274330942	9.38014455502463	9.53516429358537	9.19153725895121	9.40229188934396	9.28668787855567	9.36072960439098	9.29299913803007	9.36058166130837	9.05297580895602	9.32216352672143	9.29439132039392	9.33513581782692	9.38016742346937	9.35070477556682	9.36810690158804	9.25800288612741	9.29973326722775	9.11563067165875	9.28337287894295	9.20218894628547	9.2921887969127	9.29328601971347	9.27000565191688	9.2198072685151	9.25980219321914	9.20153105302221	9.19024356534685	9.40911111199806	9.26190872032596	9.25229324106526	9.02358729652568	9.20223375062936	9.05275275762122	9.15832723923784
BUB1B_8164	1.46445898571331	0.902698276570771	0.229704832129883	1.57126007236539	1.60313929511429	1.4411447083714	0.566888041250161	1.77933088746075	1.47556860835649	0.715121747083835	1.43618002734638	1.26234934057945	1.47231319635132	0.691322135454819	0.454888136708366	1.38852276497179	1.3015085152479	1.01377876520081	1.00976157425523	1.05208742810515	0.610278086627187	1.48772014120685	1.48971508358381	0.530024904738634	1.15117661559679	1.18305707831296	0.959927705525612	1.20833374494683	1.98727821680301	0.603322066295027	0.868937367660317	0.903584474762644	0.660073854351153	1.35403596148111	0.375315636463645	0.873192725224647
VDAC1_32318	9.54911038195362	9.09217290913289	9.73452916726207	9.21831396013247	8.64255709784147	9.14544100730718	8.98616363661767	9.15827489603079	9.35349292098979	9.75271180933616	8.86187639782752	9.85159024150269	9.41274709038594	9.66146235504507	9.47263979591452	9.47523177868128	9.68621245732633	9.68471198183154	9.5374941590499	9.48807431659094	9.51645393445531	9.43766758415853	9.47873731177916	10.1480149094179	9.75659850458043	9.58417268637202	9.65901064782176	9.64818342257352	9.4929632353794	9.657022504619	9.68977291525289	9.74592216509752	9.73160074592348	9.71966313915856	9.47395878656511	9.72653125825941
HOOK2_8821	9.27253534918196	9.51071146575562	9.15624379691144	9.06848851688343	8.91220930182361	9.36274373398691	9.3174881876426	9.36810212899658	9.37525766317281	9.3094639328142	8.79002124710388	9.28988283440406	9.17489499900297	9.24104593591932	9.11145568633348	9.06496184247268	9.24812166172361	9.32601944234585	9.34540740878401	9.09991034309683	9.15133270187992	8.94790460863456	9.31401809631619	9.31053663693982	9.28042940339435	9.31257327047376	9.25757601067226	9.31614893484294	9.32972300967596	9.10889622630028	9.28645688761423	9.26204435949131	9.3537293359927	9.33926703478447	9.15554753568981	9.31912293304809
OAS1A_9388	5.2277296010075	2.68588319802446	1.97603924176046	5.75060628589957	5.47281856505061	2.14754266162755	3.30808552815453	2.4070681067936	4.73742214754733	2.34016469449444	5.66357926855021	4.60027319970027	1.78247705502874	3.49134574428061	3.46051534258178	4.06837160790829	2.59033699941709	3.51686330697513	1.69147710844212	3.72663697936169	5.39475995418371	2.8257924858362	2.99548573861125	1.87331111244351	3.91082088200922	5.08894402139376	1.84773004144592	4.66344048318664	4.39711675169884	5.7468473932896	4.06177853186303	4.40898106475517	2.44570558935227	6.50137946418986	4.44616568182473	3.73436694472307
CD37_33149	5.03706401251595	4.61341983073544	4.78553134108179	5.35840759167419	4.64667148556096	4.48199189320195	4.56207554060811	4.76542746136664	4.88963548868205	4.70172913832329	4.25750947420576	4.89973154368152	4.47871110885709	4.96939418698102	4.90268954584771	5.02472040147863	5.21735043871635	4.82086368032033	4.65094623697796	4.82107787816431	4.91760911863863	4.68992801767263	4.90368238714813	4.65509416071169	5.01514538401201	5.06176055619966	4.55144187470894	5.66162381141898	5.09042354152608	5.20263497819781	5.1580672596482	5.30483350039934	4.63149453998908	4.96513578325628	4.67314216635634	5.03436541376159
XDH_10180	9.68371945600228	9.71781569701036	8.69175082060132	9.01780703877417	8.64843095249846	9.09805835806716	9.83007562438663	9.73290891625879	9.60926802084158	8.92373837110234	8.84992408600407	9.01647125384613	9.07873726439559	9.29051109997105	8.90272692104719	8.52001427945013	9.38174831158731	9.40405436897387	9.38793476562245	9.39636344051445	9.23817465147936	8.96037036835708	9.51637446295845	9.72500600421581	9.2182058207295	9.46473383767417	8.83700119130047	9.82566934732717	9.8138512218782	8.98057856550216	9.2319878239663	9.10893796409058	8.98886333875381	8.93368899678703	9.10155834857328	8.93628559157436
SNURF_33140	6.6301970717257	6.57840409415183	6.99449088916653	6.82255681739381	6.70216792904598	6.63164043677735	6.50026699181628	6.36130744149753	6.56900762049712	6.82651899077809	6.4665332925313	6.93075441712156	6.72692686431762	6.74898258456795	6.80279992273943	6.46890769377013	6.87470007417907	6.66739972585113	6.85217801313972	6.43025368354687	6.43571080323632	6.74162470111616	6.70862548058953	7.01955398299214	7.04492502113711	6.78488825331991	6.74599555426426	6.76374538574065	6.74216223352193	6.69771459065138	6.76599076899374	6.79629374392656	6.7280510520845	6.77177205817241	6.57720542813255	6.83221275410324
PTPN12_9617	6.2990671691031	6.27246805606471	6.38072639311028	6.5094427451566	5.89954923209745	6.26052511731998	5.95157828091487	6.23079575609261	6.33178238036166	6.42830687458153	5.99796996240588	6.66594850806225	6.28905784722705	6.31631993222206	6.42744295087401	6.43220814618047	6.49086242555134	6.41942113398151	6.30461195987967	6.10081484928742	6.27333400366209	6.38463336915187	6.39988452712464	6.38883432926508	6.32477872103275	6.18141409281317	6.37087697614429	6.50881257342828	6.10299752593717	6.27284413303557	6.43157703238743	6.61594524804755	6.44709935853616	6.27987065953539	6.24837612487183	6.33410367115282
NUDT9_9377	8.66315955098404	8.71915588052223	8.71918845052709	8.72427944914111	8.46838683529764	8.8096381194816	8.72902653035912	8.74847949327367	8.62582303008467	8.60983721691257	8.0809062147329	8.53186623462249	8.60192786385557	8.65629837434205	8.6854832299039	8.46739800155172	8.62282629264338	8.64022627806367	8.60737230544676	8.45520423981454	8.66224025098549	8.49761145799299	8.61798914901913	8.54487755240785	8.63519248498408	8.53012628630333	8.71331468074337	8.64526522632619	8.72114484786287	8.66712444100856	8.64276674070732	8.62011600449699	8.59258853697639	8.61413632063266	8.45048037788654	8.62412335149341
UGDH_10131	8.19206437439024	8.40068415113546	7.70003339265434	7.94526452738205	8.50607636583339	8.35446992531659	8.3809146902492	8.14657768865975	8.41052596495717	8.10314345587166	8.46560435495302	8.25798400745506	8.3545420129075	8.24537791349607	8.08235050456212	8.21486865292743	8.21282913601224	8.20475286735448	8.31401674020001	7.95991464081221	8.14718414143437	8.31960983802268	8.35208160972281	8.19972004315508	8.07254486656901	8.40051180761307	7.99182356567364	8.28891587866462	8.39245376404896	7.89336296688364	8.20741502586693	8.18568560158851	8.12259473822957	8.32007464090783	8.17151831054732	7.81950813287892
VGLL4_10152	8.13738139829504	8.35447926389902	8.67235126808492	8.55763550233278	8.19901401623854	8.28034759657887	8.10641019381641	8.40494529445882	8.68632585746973	8.17536573202273	7.93516283406662	8.20340053072801	8.4763601321462	8.25315065524863	8.41403279430668	8.30620028457356	8.20056627500204	8.14497246045242	8.18731020661347	8.1187863464297	8.29841017104557	8.25716528677837	8.45337492361021	8.17997939868858	8.07472430585071	8.20834740883281	8.09890790332052	7.95731219120054	8.27945373258403	8.45831184595454	8.23833806964589	8.26234813090693	8.18910949663126	8.21928375573054	8.26366419906472	8.21556130475588
SLC11A2_9834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP7A1_8430	0	0	0.229704832129883	0	0.267600119444694	0	0	0	0	0	0	0.232485877435403	0	0	0	0	0	0	0	0.28060666552613	0	0	0	0.289217202955251	0	0	0.558371688739102	0.247616127248982	0	0	0	0	0.255062979063822	0	0	0
PPRC1_9551	3.4695873960568	3.40124174530875	2.95069342287763	3.65908937617397	3.28740695337702	3.1707301380961	3.62189171321899	2.76574279823328	3.26421202198772	2.93170033440964	2.75656755974913	3.81908755435385	3.33559103787976	3.81915076883754	3.30687998131598	3.33654599906798	3.43769659121915	3.57970199449944	3.52872312185314	3.38502303854502	3.71267599262031	3.32513771478198	3.2120517212239	3.45798396650473	3.28542269378253	3.27534322545672	3.38572426298482	3.42447517801065	3.30664843765456	3.47568293146376	3.87127532676219	3.98203872880834	2.88397238562051	3.2400520009012	3.41366280705996	3.16742788862509
FAM57A_8603	0.970692910376325	0.283791229848736	0.601967492967885	1.36586786070458	1.01365402064028	0.465913490433378	0.311110614728061	0.806129049624685	0.918742005946734	0.279618577143287	0.278881930887001	0.765051204660098	0.529737062423414	0.863687584347875	0.946125440636326	0.684180708530411	1.41907024917136	0.819173330885158	1.00976157425523	0.28060666552613	0.610278086627187	0	1.02384745068867	1.07716457466948	1.01253860399105	1.18305707831296	1.12533073788009	1.08641851643469	0.752066656501123	0.603322066295027	1.02353677602808	0.521406649814667	0.471734436555297	0.917846325382892	0.199828303884742	1.22078763077453
DDR1_8451	6.33667327234933	6.11848015432966	6.4592330541928	6.52805554462453	5.88469671291483	6.33734796896663	5.88850716998853	6.25220408838454	6.318429883668	6.62556828206809	5.73463632574505	6.73625278196151	6.40689180327927	6.46762542619668	6.56934675228609	6.43895060537146	6.56925735132952	6.53888206767356	6.40120126561702	6.213631120998	6.48742610474684	6.2838267891441	6.34133487146618	6.69113526197212	6.59456418483429	6.41415940242792	6.6164837947489	6.43267780659014	6.27431289588419	6.56555984875994	6.39662976603969	6.57371009829199	6.45029348826942	6.36794091435855	6.28731528304329	6.49440811665633
PSMA5_33243	9.37896400436308	9.44113019287273	9.40349627872252	9.6422692067817	9.22680657916673	9.49894636022072	9.40048973104963	9.46066644008308	9.35316557424049	9.44401676982687	8.98841596358277	9.51585658630691	9.5751130307913	9.56718134326006	9.44067495877701	9.28813674293288	9.52795689958922	9.59201716237751	9.44065265248154	9.39222061612847	9.52163083081232	9.3914162684142	9.58834125371771	9.52175380941756	9.56060000979516	9.52610335457969	9.69029563108857	9.48436175718291	9.47965958287888	9.64069355323192	9.47247421803953	9.52715782537113	9.50538395099513	9.52094583961916	9.48656214860942	9.49138324829861
B4GALNT1_8123	2.57503919915269	2.58495439866129	2.62710496754375	3.1516260229165	2.50779068214365	2.74800481429143	2.53934454874346	2.127075696035	2.66511912689236	2.0731719817965	2.14145510133006	2.47152488435224	2.60931992673912	2.46159653880399	2.93963607777187	2.33492908256837	2.86354046473268	2.19130215280309	2.44883344451933	2.14902815687489	2.58550523615497	2.68108113282444	2.99548573861125	2.5566735038509	2.50596879564312	2.91926999854909	2.97320532041819	2.64219884237713	2.79280654885708	3.21837399346719	2.47112102563875	2.9538217013356	2.80632879499216	2.85300752733175	2.44806830040121	2.54199298711007
STRBP_33130	8.94698795190436	8.87757452429008	8.77140698310114	8.87728620041789	8.9963689080631	8.8548816210347	8.90011886057186	8.81772222799509	8.71310291320304	8.92055807149935	9.00407997499407	8.76833538726865	8.80232481557058	8.98569872197906	8.97677231960934	8.92849008991077	8.86350697130336	8.91230335592549	8.82998613305564	8.59794090702839	8.93247603015272	8.91120019187443	8.90363222480813	8.94580415492818	8.76974530594752	8.77294853064396	8.94401054464743	8.80719635882808	8.87132354942838	8.84380530461762	8.78265158402963	8.89341052063298	8.82689070186918	9.03682781737397	8.66895235050985	8.81204614746511
LOC680367_33329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.247616127248982	0	0	0	0	0	0	0	0
SMN1_9902	6.95805314637315	6.89533513439551	7.03302701504764	7.06063441722079	6.69082830615201	7.08279457799175	6.92566565783914	7.07864259934684	6.87472617764723	7.00767460942212	6.12683097810665	6.97554204469076	7.04309824673223	6.93685093251972	7.11974008725148	6.89629170388123	7.09386254182298	7.11469023925457	6.91653582119532	6.59631925259377	6.97188707580918	6.86679228590169	7.00403453571963	6.98962690857224	6.95313624313408	6.79041876975278	6.96100420989681	6.97818196934361	6.89650407232629	7.05397520749803	6.95560648980035	6.93621133570218	6.95188238543473	6.7391169352542	6.69359208885379	7.0579074413617
GATA2_8689	3.19505522751346	3.69559759232273	3.50534487203349	3.54186964941419	3.12838240141728	3.10832915392358	3.03911602578415	2.98618357429124	2.82473770068233	3.25624932233132	3.00672721761099	3.50036830399836	3.13161516377868	3.16862834038924	3.07271130243373	3.64719886205417	3.38086628684964	3.41715483790245	3.01703965333652	3.35506414001643	3.35257281674998	2.91478403230865	2.8988544841628	2.85107091881118	3.31522275445759	3.17743450993749	3.65292836815267	3.11719509815767	2.69457485777032	3.04770435443851	3.62782412007637	3.17856328600828	3.09459512322552	3.17050764105234	3.28764038647309	3.45687770299391
ANO10_8049	6.59958802148049	7.07587637505942	6.60448680943143	6.91030465700988	7.58469225736185	6.94229538325453	7.14513585793767	6.87060655482327	6.32645620216363	6.47067197377388	7.43365167681288	6.63582427116808	6.99121562454623	6.74347484622948	7.12549632682753	6.9562683053003	6.67939851734785	6.53888206767356	6.42862108601205	6.34898638479329	6.89099005622837	6.94282214077803	6.9687641611682	6.64708055950793	6.69997832307482	6.94222250407192	6.59195543126102	6.55263660929726	6.60692666609861	6.99059441721252	6.77690295306882	6.53698081254359	6.69880646347888	6.65249791669611	6.60609446161075	6.61927081433602
GBP2_8691	6.37053750163038	4.46511344843017	5.55713035238103	6.98181154640516	6.24404879455211	0	4.32281731881625	5.57839842949251	6.19819118342093	5.5929394084844	5.50324972085883	5.18966994253944	5.3154495749241	5.57037311290152	4.72199279414084	6.11613435612009	5.4968205621556	5.13516393764568	5.47844984689942	5.8819216236594	6.52914972392346	5.44725637013424	4.59991417928351	4.39080079858378	5.40980787857862	5.07993965714935	5.28705850856526	4.91695526319069	5.06115591101336	5.8015916934313	5.87370557061653	0	5.42509538907423	6.09516346195502	5.67427075403268	5.71606208840502
RNH1_9718	7.73004157739407	7.61309913346726	7.86184692219185	7.76216213353219	7.33261560671663	7.64647388757486	7.65959481996976	7.76119340544292	7.86121841900834	7.8711201962746	7.10757528727675	7.87734118129465	7.8821611159403	7.53949665756997	7.765935323348	7.67864369788067	7.6241877923054	7.65482366914118	7.64579886840442	7.38897752601617	7.25902707297242	7.61217201606551	7.66361878768659	7.62371853729073	7.79039015315326	7.65187982220763	7.85568970413325	7.65356726794793	7.62972578213721	7.62206702877409	7.65082748332254	7.66536635569136	7.85136264155486	7.66282606243029	7.67616490991726	7.80884524199218
MYL1_33311	0	0	0	0.259620980318471	0.493244940962788	0	0.311110614728061	0.24747599741	0	0	0	0.232485877435403	0	0	0	0.4900834980172	0.274132103535362	0	0	0	0	0.29343735388006	0	0	0	0	0	0	0	0.332971847277051	0	0	0	0	0.199828303884742	0
SELE_32346	0.400458371678369	0	0.601967492967885	0.838876429865817	1.01365402064028	0.251683724758089	0	0.458651638527352	0.199639082833063	0.891804627631644	1.3177554769728	0.608404981211512	0.735954561844996	0.863687584347875	0.454888136708366	1.00813933660175	0.877403144409199	0.327455402612137	1.00976157425523	1.19423423114326	0.337170690278598	0.745599121702922	1.02384745068867	1.07716457466948	0.267226060413121	0.277106773246137	0.306032491765394	0.458893727534654	0.542144921719941	0.603322066295027	1.29045691445828	0.521406649814667	0	0.737227811109723	0.375315636463645	0.414335623048607
DFFB_8464	4.64354111475345	4.43643070256529	4.63332149081635	4.64697055511418	4.37635678774887	4.73008770356773	4.86579526804824	4.55184876324065	4.73742214754733	4.52538069243799	3.64567056748566	4.63114099996121	4.62854813749053	4.82040763755998	4.69127323658311	4.55158996594513	4.94091040600214	4.76787817576127	4.87677193895926	4.05948565123823	4.67156142148392	4.42798618127902	4.52094734171083	4.88923214129416	4.82109143111696	4.4846535061979	4.74184653229756	5.08554766791659	4.7790430993963	4.44416558641596	4.49084269588182	4.85113234678336	4.18677924159438	4.74359531566037	4.41636327934949	4.75218210138216
SLC6A18_32647	8.35880737706549	7.85851195349932	7.98095945852214	8.14034960658303	8.05829582723872	8.06724787924184	7.83253980578105	8.13893599385888	7.81537724363603	8.24006787990319	8.04873493075178	8.16524367588124	7.86166809729385	8.44605249830624	8.33426086244375	8.39988897277621	8.00053945282215	8.06898322052756	7.61031853782117	7.65488662288067	8.40534275793907	7.95148048063962	8.00422185549231	8.27918339624634	8.15828013827011	7.90736949612288	8.36396526391237	8.01901429220772	7.9581568073123	8.41836494055573	8.17581462563775	8.1518562393967	8.16403815374121	8.03835242604383	7.83665923091514	8.09786302807708
IGHMBP2_8884	1.18884957834562	0.902698276570771	1.44675919473031	0.838876429865817	0.860140179633898	0.652406124976587	0.972802679821865	1.08594837680225	1.22385449236601	0.513741192561979	0.713487130642288	1.92513401889158	1.78247705502874	1.15673659008295	1.19998186163104	1.27252584524375	1.72330971010049	1.82699882429752	1.69147710844212	1.05208742810515	1.03780872061684	1.08935171761421	1.35049809478591	2.11425237557161	1.60165653924947	1.42980271277767	0.959927705525612	1.08641851643469	1.09783967741918	1.94697761201128	1.40742586209062	1.20543141058572	1.73146743021225	1.35403596148111	0.91943156877097	2.11331650626478
ARFIP2_8077	5.7705068531372	6.06326825482265	6.01541642610708	5.97972143407145	5.7975158458561	5.87652998718201	5.68084320232465	5.92792231023458	5.83914778133478	5.89727559211426	5.6266937179279	5.9051343432007	6.13364376461223	6.20049639743153	6.1658961786818	5.96082938665672	6.0507436521784	5.95771906728477	5.73058356846796	5.48542478195832	5.93758845934812	5.66812064713807	6.03525869812758	6.45603451508633	6.07770765400173	5.60426488522583	5.92563597825047	5.85137046162333	5.78868993350775	6.03654167648299	5.86350406307815	5.89087087315958	5.8592095520298	6.04746639757476	5.74790798099846	5.89205547193002
CCP110_8230	5.16478892880205	5.36517180624761	5.27148969262688	5.37905997256307	5.08814984362614	5.42395051601134	5.30399939884869	5.23561863589238	5.27412744063496	5.31147327733511	4.81164013504948	4.98185613391992	5.17191208702341	5.58891860087398	5.53629769955369	4.97918966907849	5.49011902448102	5.43617872214869	5.5858648987778	5.00595269633418	5.3206635206811	5.1130321553711	5.4385160135567	5.54619298663064	5.2646284759966	5.16755005304831	5.49032551138038	5.29957301458039	5.54267845524708	5.33842515532993	5.26269074144484	5.50481466452967	5.26017069704812	5.21009110761673	5.14837709300392	5.37807972136571
DTL_33248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.504399509473045	0	0	0	0	0	0	0	0	0	0.306032491765394	0.458893727534654	0	0	0	0	0	0	0	0.221991391017925
BCL2L11_32608	4.19188391687544	3.51534816101527	3.13204635390466	3.86832389834395	3.53577811640769	3.44770907636342	4.07756087138541	3.65557639125103	3.45200739300416	3.59948962101461	2.61308424062265	4.01904439820847	3.05666848194967	4.12049055083137	3.87921870624803	3.24717550766092	4.24769289627439	3.83284021370087	4.00008645497391	3.19516042943857	3.85071067679794	3.44949526280782	4.33032069042652	4.27977555586884	3.53375802231227	3.73142392444571	3.41797768046537	4.67406102819127	3.60588866615133	3.88353149437371	4.06177853186303	3.62283731208537	3.76237108363495	3.72549865321585	3.93186446531924	4.68846120738024
KLHL21_8971	4.33597143273512	4.29979605514922	4.42886644690904	4.56522409170539	4.30377618889755	4.12028888207238	4.1575586938746	4.23090996111694	4.03867728480453	4.1956458039404	4.12272061634044	4.64128522537119	4.50713730595849	4.89185291952019	5.03090291820815	4.47493071405821	4.32504400671808	4.43553904729779	4.68545303212311	4.05948565123823	4.35631828687673	4.26829223670905	4.52094734171083	4.75335401762946	4.45678208967604	4.4846535061979	4.67669182739074	4.49396929247504	4.14151103782215	4.995169831201	4.49084269588182	4.5226446084664	4.52645783007264	4.29830268072542	4.23476177703076	4.35487962710524
MYL9_9276	6.26945728767078	6.03962474147999	6.15474060182866	6.45536380743761	6.49936455032329	6.12526029429036	6.16983309594806	6.09125763119649	6.0541812486386	5.94313175387761	6.43842949960793	6.48908768466007	6.21774899338722	6.06575595431788	6.04961046493089	5.95142897562413	6.12616023549722	6.12506259102747	6.08525824344685	6.34898638479329	6.24356602427627	6.53607807228296	6.59755738374606	5.72029639447979	5.83188198458534	6.42130638480014	6.11952011427272	6.20628781581815	5.91403000926043	6.49256868999261	6.74391562397157	6.5966056219451	6.2631852873614	5.81085835048119	5.6868076053026	6.3751577633313
CCT2_8233	7.97167640648748	7.75487782469779	7.81838222027671	7.80603713942572	7.57393049244955	7.80487901767348	7.59461775945633	7.64999721710258	7.96083156004188	8.0068643443393	7.20462669526064	8.01340841208186	7.76493152477302	7.81364352492199	7.82961717522594	7.75762456493152	7.96110207602568	7.90075542973931	7.8241474834472	7.54639309034846	7.71633926459735	7.67083726815875	7.77500801941651	7.93766669642715	7.89522809995584	7.86081532281946	7.89202306264382	7.81341881344444	7.68032981865665	7.89336296688364	7.87938419171239	7.95835817265699	7.84652207271845	7.75479760178233	7.66141901945802	7.84582558517615
