ID	S5P4_B04	S5P4_C04	S5P4_H03	S5P4_A04	S5P4_D04	S5P4_E04	S5P4_F04	S5P4_G04	S5P4_H04	S5P4_B05	S5P4_C05	S5P4_A05	S5P4_D05	S5P4_G05	S5P4_E05	S5P4_F05	S5P4_A06	S5P4_C06	S5P4_B06	S5P4_H05	S5P4_G06	S5P4_F06	S5P4_D06	S5P4_E06	S5P4_B07	S5P4_H06	S5P4_C07	S5P4_A07	S5P4_F07	S5P4_E07	S5P4_G07	S5P4_D07	S5P4_B08	S5P4_C08	S5P4_H07	S5P4_A08
SUOX_9974	9.99068368690473	9.97533985036666	9.86094167698486	9.75782659539373	9.63373576913705	9.89694882035071	9.95741231988483	9.9424932994297	9.87011967338586	10.0447409505716	9.55556316196778	9.91149145534571	9.76951357593352	9.75988098422252	9.94907125537939	9.69181752468118	9.88161353732496	9.75701592042951	10.2087713911524	9.57754892067714	9.54977639608595	9.6758983780465	9.85138607157537	9.77118208563529	9.98059415049542	9.84623014630643	9.65774502654317	9.78552348543955	9.72449951913562	9.59493302860956	9.84333265002996	9.83663870018844	9.7475921602355	9.71279950132427	9.77287481347174	9.84503385145119
PLK1_9504	2.7904912662532	2.91105784168988	2.41003588284166	1.83314671289651	2.74556063673717	2.20830512519095	2.53934454874346	2.30149885958921	2.48561789404654	2.34016469449444	2.39645690101643	2.27705241366456	1.95747981976264	2.35004959277282	2.0533721919843	2.4987744495466	2.1882517724208	2.10848331738803	1.69147710844212	2.5169033322297	2.22831816761435	2.40206159265289	2.6836976318532	2.18638422909007	1.94443953929602	1.42980271277767	1.74976209510223	2.12776103460325	2.4150258391447	2.63043063358071	2.30012570337204	2.1644105834049	1.64490203706154	2.11598143847906	1.69083043892103	1.66104327614239
SHB_9824	6.8501740534993	6.78590476341465	6.82475966522515	6.95912975962838	6.59066365152048	6.73592936530608	6.46139424177455	6.57176159325726	6.91431676828419	6.7935212803819	6.31247584510384	6.9815431230363	6.77447544249562	6.94647086017136	6.99742079938985	6.69414727005619	6.87727044730154	6.99010538580689	6.85723183371312	6.47968310625111	6.97490970466405	6.68582349725398	6.86387790285355	6.95132335737085	6.66857779717206	6.81233123245517	6.77741219147406	6.81742502615725	6.94804554986455	6.98469202936008	6.91666766567344	6.82150193247263	6.74895356805111	7.13564745890828	6.75242521291179	6.57967543444255
RNF167_9717	8.46515750297891	8.39789741082125	8.51312782617011	8.48883333510087	7.9928566051479	8.30316099347913	8.23873282215519	8.34891422224923	8.38000153069674	8.48794023245243	8.07293039981962	8.47415682749771	8.44731478999597	8.41520766260349	8.56780677508297	8.40764335942229	8.46603110965878	8.43461491549518	8.40913879735385	8.14856421934467	8.41539021215245	8.32874770339311	8.45124685192672	8.43627973800298	8.58485419146272	8.27889794726455	8.61414050830423	8.47503157928702	8.35877182495567	8.47524940468275	8.50763544031966	8.51157870038684	8.51920294309542	8.56755342265343	8.19145115447742	8.61252071961333
GPR56_8744	9.2579085687181	9.50985133633912	9.22318353739391	9.04875136411875	9.01921575669979	9.49285299915786	9.50739923972163	9.38637027629811	9.31232469540929	9.29086515286182	8.7548436470038	9.31821711846586	9.15369908547744	9.36323927222125	9.33160916851938	9.07581761533804	9.38761976607789	9.27708860430075	9.41045748384538	9.19017118627368	9.20959038271924	8.98112488318565	9.35784659800201	9.5459468608671	9.28325922222288	9.27608093125577	9.26756689105042	9.26963887037232	9.49706713470663	9.37398087901446	9.37125467233804	9.20092385888253	9.29897269884265	9.30265860106714	9.35364440413556	9.22440994111407
RASSF4_33075	2.27474665985536	1.56389445120833	1.44675919473031	2.46852477868425	1.15239243495678	1.53901391152125	1.76834279966968	1.20782968914614	1.39644517579774	1.91852397066861	1.3177554769728	2.37756298471944	1.6863123919557	1.15673659008295	1.91841444416315	1.93797826132837	1.62885010100021	1.60330509822846	1.86207584732454	1.65400271796273	0.610278086627187	1.70290929004657	1.61667230029174	1.68695790784816	1.50152796448756	1.98720178783431	0.773075838698476	1.32074446962881	1.71399446914335	2.95414798294224	1.88187246899556	2.36060687420466	1.45443415452614	1.35403596148111	1.4765060516629	2.50018698624022
GNB1_8730	4.88915641213872	4.61341983073544	4.67290573814675	5.10927301144644	4.75952177182294	4.941714194193	4.74151438038331	4.63024866071664	4.72127885693326	4.95151077881193	4.15761670232058	4.81264837423929	5.04194190764607	4.97880024247032	4.92045743868855	4.71605174788284	4.83911129066361	4.92133143768308	4.51685298384792	4.62161896436965	5.09477935065081	4.81079352751157	4.84004488667818	5.48315411346556	4.88209631664474	4.92765780818586	4.74184653229756	5.02875429475828	4.60068166751159	5.27212709258783	4.99006157075168	4.99594294869633	4.71884418359762	4.91285772989844	4.64771676350173	4.93588160160403
NR0B1_32885	0	0.520829217103118	0.427809997510184	0.259620980318471	0	0.465913490433378	0.311110614728061	0	0.199639082833063	0	0.278881930887001	0	0.289047144880864	0	0.245298820834062	0	0.274132103535362	0.327455402612137	0.856677117402973	0	0	0.537160472510456	0.827819633529912	0.289217202955251	0	0	0.306032491765394	0.247616127248982	0.752066656501123	0.830917448240539	0	0	0	0	0.199828303884742	0.221991391017925
SGK3_33138	7.10610625519164	7.32113414667636	6.94077850459227	7.12318229613903	7.15007361145803	7.27791049064584	7.2308437690508	7.08462191501773	6.95457715127629	7.0338121521114	6.96955616493163	7.11855314773919	7.248575559432	6.95125687571911	7.13313575986918	6.96563733871906	6.9765015826876	7.07707066988914	7.13618205135408	6.84559866569502	6.95054947603972	7.03503302978875	7.30439073765648	7.29711666441396	7.25746532940661	7.21732876098916	7.08921608784774	6.99098058973293	7.14222719339955	7.02263284169052	7.19408536976456	7.14365548927064	7.17486353663954	7.08220802401254	6.98338811343971	7.02327431808336
H2AFX_32900	3.24459347874847	3.03101836259885	2.81574461295549	3.0522547642985	2.91106210761399	3.04310663614034	2.76041216676841	3.01985837359877	3.28632677592067	3.08501446953222	2.06998186876421	3.03018786670412	3.23720500109467	2.83746427788544	2.90435675555596	2.73625119798374	3.49237283390967	2.66692990739894	2.8240488315037	2.57003251956513	3.35257281674998	3.50787238241067	3.04147786119678	3.36779550188153	3.12642454509894	3.17743450993749	3.09789717202776	3.29284871924762	3.09190982163656	2.90499172063127	2.96663663019352	3.43235365677143	2.80632879499216	3.05947050343209	2.56133460320267	3.4999389066971
UGT2B7_33032	6.43330275977814	7.07121951185296	6.67928121216968	6.7972044475719	7.30499127409613	7.08076474757716	7.07476556430022	6.58869006186219	7.71602746269543	7.06870787979781	6.98421064670706	6.88025527794683	7.15286929838868	6.56138609532326	7.60082329562048	6.98649781841084	6.55005435880929	6.46174128859024	7.54448186714942	6.57373421129472	6.49165318743786	6.88066623549569	7.73533175287236	7.61883909535429	6.38573448171071	7.15866792208669	6.19591349814417	7.97029646312673	7.63800873320823	6.45463988213502	7.11459415379339	7.41790110786843	7.55611842499795	6.6038629180098	7.35730686964271	6.92004576149353
RAB1A_33291	10.2181142197251	10.4575942112425	10.1189334570944	10.3230431070414	10.3497632007046	10.3751683112961	10.4414760143385	10.3765862191616	10.240562126512	10.1769586667785	10.1162428060038	10.1406142849691	10.4294347508977	10.2805912190243	10.2834215177284	10.1662198961871	10.1901802216369	10.2953622274437	10.0935810774656	10.2916053948904	10.3591284613227	10.2826511291647	10.2643169214661	10.1867229673321	10.2192124261997	10.3008209225493	10.2697136961475	10.2363584807346	10.3554719967143	10.2771425297764	10.2548912358951	10.2060923263714	10.1704648916862	10.1451715026665	10.263107295862	10.1397255002823
TWF2_10109	2.41115973938609	2.16293101969321	2.36240828819558	2.61500844850708	1.78477366541103	1.79815238410846	1.66264383295574	1.61278300519182	2.4468730622728	1.65018513794979	2.14145510133006	2.27705241366456	2.03761500217676	2.16467530479465	1.76951676635065	1.93797826132837	1.81196285995824	1.71948316404658	1.69147710844212	1.74921728243514	2.22831816761435	1.36675450455492	1.84130325939462	2.38337643535661	2.01876727601858	1.73525602550668	2.3932667812117	1.99852031663368	2.21694727115778	2.74659628843448	2.10610333084164	2.29812645069125	2.10016804579982	1.87494584055191	1.93458121268365	2.36696846584531
LOC502894_33269	0.84785104704359	1.66625594359905	0.897608383514375	0.670380309121773	0.688324516316599	0.465913490433378	0.784074465311732	0.24747599741	0.672329467058004	1.32026365428459	0.512488372397639	0.765051204660098	1.07667205905874	0.863687584347875	1.19998186163104	1.27252584524375	1.62885010100021	1.18522664878216	1.00976157425523	0.717312717157588	1.50738213392301	0.29343735388006	1.35049809478591	1.47291219260377	0.859147701656615	1.04181188329786	0.959927705525612	0.953241849687233	0.542144921719941	1.20039574795755	1.29045691445828	0.72511385657887	0.826641102377446	1.47435071256866	1.02852077182995	1.22078763077453
PECR_9456	9.15195721454108	8.9655236563276	9.10787274992057	9.01451079469259	8.77933094999718	8.8441518758469	9.03331131330892	8.76346643612426	8.93973551185645	9.19304118597364	8.97991051842783	9.20223658111318	9.13958262663758	8.93465353660066	9.02273528909137	9.07365298580158	9.16903690491473	8.99171365351607	9.0588882519044	8.69456064861866	8.61070307333976	9.2446492974026	9.11667024806076	9.27427590775391	9.08561874652638	9.08003329596469	9.01755310221324	9.30209593827479	8.85720279588291	9.01862629435352	9.34857631684933	9.05031900299883	9.17943590401719	9.13650605561632	8.84659560858615	9.14694251467597
CDK1_8264	1.2866874622759	1.2043529952252	0.897608383514375	0.670380309121773	0.688324516316599	0.96567648075548	0.311110614728061	1.20782968914614	1.02777485571759	0.891804627631644	0	0.765051204660098	1.58327705301247	1.01764006777527	1.4157826469316	0.265752623469275	1.3015085152479	1.47694550157791	0.491012954594391	1.55205737974285	0.337170690278598	0.537160472510456	0.600904519675849	0.736328806184243	0.267226060413121	0.709543872549487	0	0.643146131155268	0.296390337615015	1.20039574795755	0.695760388172199	0.903584474762644	0.826641102377446	0.289625812622966	0.199828303884742	1.11396505946728
FGF9_32781	6.47281297788131	6.51808757918342	6.50106989338884	7.00414224688581	6.80040281318467	6.38089202648423	6.41738856560156	6.40656264862847	6.24974828676977	6.39935615343391	6.60571547820585	6.38728730598832	6.58746054569738	6.80293350249787	6.80996688082558	6.85151049534088	6.53710887665768	6.64553613289743	6.41154486537237	6.25882719816279	6.62846651210566	6.70154156312131	6.64674007899551	6.86878584084954	6.66568902168308	6.60513670192227	6.37909205644978	6.23167266843867	6.40041588750581	6.8676989236229	6.43502564624386	6.55379194825112	6.28123405767743	6.88193383382202	6.50352747197188	6.17381805479232
NIP7_9316	5.83661154918093	5.66006389521553	5.27148969262688	5.77678338410782	5.94321081444422	5.77473485799177	5.50086211108795	5.58403740209368	5.84660863644624	5.61199139747937	6.17019888762436	5.92603007188847	5.96969346362361	5.85718497829449	5.77473687795747	5.91803663103674	5.52986910978871	6.05491674431059	5.77932186047591	5.32468151558195	5.61224521431383	6.09203672455706	5.66106684685146	6.02572362415228	5.7193714026725	5.68368064385904	5.67514573708142	5.71916337277542	5.64485418815051	5.71154636806517	6.00479948892988	5.68653052241479	5.71262782653428	5.82789839090821	5.76771295171179	5.62173831369034
HAUS8_33304	5.05799814211638	5.22126241959194	5.17829171443755	4.8869793583833	4.83357299993362	5.01157226093568	4.82962206422152	4.97736835071059	4.94629178795669	5.09383297444032	4.30497643023149	4.95770586169294	5.14503011116738	4.92142143049411	5.21493923436922	4.63616309178354	5.14240075838276	4.93341188489906	5.08927155056669	4.51727369265297	5.1599732891077	4.79915258149904	5.01160134805727	4.71728625688398	4.70207378658491	4.91758464811396	5.10092458307469	4.84358548240614	4.95907291715564	5.14028429152639	5.02709358446853	4.85113234678336	4.51430065508567	4.82506075986888	4.87653051399331	4.9121670525089
CXCL2_32508	0	0	0.229704832129883	0.259620980318471	0	0	0	0	0	0	0.278881930887001	0	0.289047144880864	0	0.245298820834062	0	0	0.594162950526111	0	0.28060666552613	0	0	0.331514430026487	0.289217202955251	0	0	0.306032491765394	0.458893727534654	0.296390337615015	0.332971847277051	0	0	0	0.289625812622966	0	0.221991391017925
PRKACA_9561	8.56785681161902	8.34293456363535	8.55079835111098	8.64265070591889	8.82542932829927	8.39424243287354	8.37465187414037	8.46118127394714	8.46183020427765	8.67091931980872	9.13952899008064	8.64772513709286	8.60275131624079	8.45112979379031	8.59087477913152	8.81903630675454	8.63502817413113	8.5131807013361	8.46731194472522	8.17559883131938	8.54307049498591	8.84975361001114	8.48284295279748	8.7046195162711	8.61586621500097	8.55145469885204	8.66121517627412	8.55836481633165	8.47429648437998	8.7088958633935	8.64276674070732	8.57224068388864	8.66448548722865	8.69684866498716	8.47959325601743	8.57777043059649
TIMP2_10023	8.15449105613732	7.983975263303	7.89465384164434	8.41908014461189	8.26549560585662	8.28916472377011	7.75590372409158	8.17487886963741	8.09921467392532	7.94560334227443	7.83766296304636	8.26702029386008	8.2595741795331	8.09887188730124	8.21424723973288	7.7630080425743	8.03777900888205	8.16432177427284	8.20426646916894	8.15727053677368	8.0124644856119	8.22598655444362	8.10105785366508	7.74362237662222	7.74321325140409	7.82488654676608	7.88771106603665	8.0273215366246	7.98177828561675	8.06401380051765	8.18710706585606	8.11381754312672	7.85618702348137	7.62757793164239	7.47522217255626	8.05969688945543
CLDN7_8329	5.00148428271285	5.03293467310669	5.51962696442896	5.99763934015172	5.39109877726186	5.3449679639333	5.37264870689715	5.12392447825535	5.05977070717856	5.33459689268116	4.81164013504948	4.99773460651306	5.33143457990458	5.4605258985831	5.85546269067532	5.56432467889919	5.4071741769683	5.33051996123931	5.36238925455759	4.75378497389735	5.45661248448354	5.57562269473191	5.04585200396573	5.33234774394327	5.23375334629618	5.32063884605482	5.4204032189886	5.45545257085554	5.18390431736559	6.14106992859535	5.53752738421382	5.13649055901432	5.26017069704812	4.97536785419722	5.3191537886469	5.93975067692345
TCERG1_9992	7.49951949593309	7.64948082766287	7.37053966057707	7.69785739632414	7.52368501210288	7.74204743881115	7.77028835619127	7.73735379649157	7.56478655634365	7.37228102957691	7.10310658589703	7.30238529710458	7.67852657255385	7.85125704603671	7.57441218750625	7.42552899044876	7.69145649441178	7.64199840200418	7.63259578720521	7.40734067335814	7.56007521487321	7.50876229677209	7.60739335352085	7.71342373271	7.40333202355215	7.25981030703967	7.47566068627473	7.77199914139067	7.65769591897647	7.64095440023511	7.38269474590834	7.50691933412093	7.31986550409799	7.37279103829687	7.30133656900768	7.58966205262236
ALOX15_8036	3.88331485008995	4.43643070256529	4.1630407127143	4.63557227190099	4.86418150710371	4.22692544230483	5.30399939884869	4.46894233677096	3.81354213123677	4.36991312727114	4.88635852740373	3.31001089605377	4.56236265337154	4.60650034101383	4.18875366282627	4.08566118342567	4.02471391872454	4.43553904729779	4.29644571351374	3.74984777786585	5.00300184853417	4.72726259022778	4.40258708689969	3.96813555498383	4.28671371294797	4.60251966972995	2.92912571172903	3.77953006495739	4.21422032016591	4.07347145879036	3.27446007922737	3.24631749945889	3.63341754222947	2.98039450196737	2.66635203696863	3.60228363101617
ATF1_8094	6.78679375029917	6.59796193917274	6.85518850620027	6.82004153488766	6.3631301386999	6.73076069499922	6.73022524894181	6.81654416614684	6.67548171010984	6.46019675792685	6.56730017577422	6.68077798483299	6.61057015387157	6.66115549361774	6.77864961304933	6.77364050482284	6.57876383988877	6.60834399131252	6.47866952115111	6.49693392787828	6.71054508563698	6.74769367711531	6.72984867888978	6.50269232181961	6.86773235756813	6.64536697801548	6.72036017567688	6.68454644932044	6.64687604212534	6.80878545766404	6.69009235393568	6.69081101261608	6.64127412677902	6.70877509677094	6.41587729452446	6.67199873319305
PAN2_9420	1.76530308024995	0.724361719574414	1.53532898152209	0.989735398933805	0.688324516316599	1.22291006076373	1.86682357096588	0.952812184965196	1.31272919054572	1.54837015465103	1.3177554769728	1.15315876626234	1.47231319635132	1.60843498383656	1.3119134793561	0.855234136771436	2.04928085376756	1.01377876520081	1.86207584732454	1.32362312942158	1.03780872061684	0.927689582248364	1.19639799885426	1.78314133070802	1.39392834087497	1.42980271277767	1.27370602324951	1.32074446962881	0.935287464306311	0.603322066295027	1.02353677602808	2.09259831917029	1.55280906608692	0.917846325382892	1.39735295335947	1.11396505946728
BLMH_8150	7.46727919991569	7.17903399066796	7.72731542909373	7.6505092988167	6.80829494150862	7.2237520767668	7.37794866733481	7.14690530321695	7.70067119976807	7.37041750514578	6.82236997778842	7.67496453930265	7.40026127185898	7.33862851414776	7.23781849465874	7.45243492859453	7.44866239718899	7.41096877736052	7.37336834133204	7.40002343839321	7.69450184219098	7.20786825350596	7.48998310975006	7.5088507635835	7.50218377873361	7.4777184276742	7.37451411357326	7.40689880693989	7.55470920077302	7.43345002936454	7.41273943240215	7.38069671837369	7.64103519644558	7.5022679022591	7.38834124045113	7.43322412243656
NCAPD2_9284	3.76946759906916	3.62108735446602	3.65120857866959	3.92560249948011	3.56090988588631	3.61413888442742	3.94857703064598	3.89214835316244	3.90213496437237	3.89741513572528	3.91406518102414	3.56573971623858	3.9466510374473	3.95878543624191	3.7056447671473	3.8224344697274	3.62063163697378	3.51686330697513	3.31026580870768	3.52614056648669	3.52745431398891	3.72028584396542	3.8252781262759	3.48683596109746	2.98526616704668	3.5863614329614	3.38572426298482	3.83736849613024	3.52244798017913	3.98162507194433	3.57878212737247	3.34233218329705	3.54056434458051	3.40052397712671	3.28764038647309	3.85536537732857
IARS_33171	6.02559153157805	6.03962474147999	5.81327855127762	5.85749435048905	5.50554799268298	5.89974384825702	5.7852639762429	5.84581066363848	5.65594912118526	6.08624315305685	5.39773701993257	6.01453737207246	5.93349593929882	5.97466945104333	6.07759413553517	6.00238931722204	5.95665584061358	6.09311081662052	6.00556360535563	5.65484454444801	5.93137792159566	5.81407398249182	5.94739479657362	6.24001454698325	6.09499008474419	5.84118772816196	6.21897999680913	6.06414541318241	5.86970148242474	6.19829585867061	5.83245944684795	6.03193329686762	5.97462356373025	5.78782062641586	5.71155913525333	6.07404770401592
LYRM1_9169	7.33631427246444	7.30535821058439	7.15510069424959	7.18899080820171	6.79246727412746	7.37883380809057	7.27634728756743	7.17893117960064	7.23029023561548	7.05948457088319	6.37682677489546	7.23867034612987	7.23164003609214	7.1599739919923	7.33707122849824	7.06922279046773	7.15233372504072	7.24399038122862	7.39611782339466	6.86698588039902	7.23148902939297	6.89440803348278	7.4564242554304	7.24950581682877	7.24590697405226	7.15438516002315	7.3050727897525	7.40051759463861	7.30504746035152	7.27562172070194	7.33734268033005	7.04484840412266	7.07700550272983	7.12878833482676	7.11599720372093	7.28569004472528
NOC2L_9327	6.78888233853353	6.90059469165851	6.8269545666189	6.84993930681552	6.50584994389239	6.92655869876767	6.90842741502828	6.79725470434626	6.54856729471503	6.71345831766487	6.12242161497249	6.67090862320651	6.98869786620531	7.24623490162656	6.96354300008787	6.67998765228353	7.08276958756326	6.99587704317888	7.05052850703905	6.64045554237498	6.95361709425238	6.71709022569345	7.10765438546736	7.15379913356377	6.94124088188441	6.81775773726658	6.93337779994954	6.96093858510041	7.00038118255863	7.05960137984125	6.92404920025084	6.99401794480548	6.70684123175701	6.85170471411082	6.5950516481465	6.95528238229839
SERPINF1_32761	10.977896194208	10.8734343952207	11.0189472998062	10.7386316415615	11.3256901941209	10.956520606303	10.8784332205503	11.1727277809652	10.7974233036304	11.0273021010851	11.8203835415369	11.0669492252077	11.0017708284763	10.9380269531771	10.8857011585904	11.2986199988477	10.8798876836101	10.8539607041623	11.0759507131995	10.9708206962865	10.851454604584	10.9547576380083	10.8791825625612	11.1087465242245	10.9758041343865	11.065257448297	10.9183990635428	10.7914279624938	10.7563517732822	10.7029413265884	10.7462405417782	10.6837814661083	11.3164164470544	10.8297611597759	10.8801664851789	10.7239779177382
HIST1H2BD_33231	0.970692910376325	0.283791229848736	0.601967492967885	0.670380309121773	0.493244940962788	1.22291006076373	1.13967386288546	0	0.672329467058004	0.513741192561979	0.278881930887001	0.906342569431829	0.735954561844996	1.50806755030733	0.800208725898032	0.855234136771436	0.877403144409199	0.594162950526111	0.856677117402973	1.05208742810515	1.21187417422644	0.745599121702922	0	0.736328806184243	0.267226060413121	0.709543872549487	0.306032491765394	1.32074446962881	0.935287464306311	0.603322066295027	1.02353677602808	0.72511385657887	1.23493955880798	0.530716426269917	0.199828303884742	0.873192725224647
EPHX1_8567	9.1515514789091	9.44877994581896	9.1479280088116	8.84300861970043	8.82866638475121	9.19741851379263	9.42089482186179	9.08857864705018	9.11639165299491	9.30849100437235	8.57533353970916	9.12572552859215	9.20990418843037	9.06677097213856	9.17482086129916	8.99576913319981	9.11724489200271	9.27055632827183	9.38967982088536	8.96571430381097	8.95561149007186	9.00475590668157	9.371977641212	9.48557982639013	9.30894380761868	9.37371910205753	9.03260358866131	9.14491707012068	9.22584845284119	8.88637401310802	9.1067651337102	9.0467605897293	9.06480737764814	8.96097792004892	9.11050416250698	9.00047957554523
RFNG_9680	7.99628779538165	7.89586191299212	7.89465384164434	8.02823491579871	8.49389415868206	7.99794723579383	8.0988313725081	8.046997369078	7.91010536561121	7.75021565389932	8.49062497098033	7.93826248299359	8.00559824860356	7.812328852493	7.96633022754982	8.05947257320286	7.83719801275296	7.73465631262226	7.91540600665372	7.5823945267969	7.92608589711773	8.22381125452307	8.02440233892221	7.63986517495614	7.68019820603187	7.94504902264925	7.78634731093764	7.85251411743745	7.90835199171446	7.93986294545388	7.93767828297256	7.73039809583891	7.80345963046521	7.83985637952334	7.81111963858224	7.74763135805912
ECI2_8521	10.8617823626682	10.9505778748757	10.9311303793058	11.2107470740283	10.7159385443321	10.8904092332477	10.8493702651098	10.9787513006719	10.8830184869093	10.9248455433556	10.4721022533696	10.7796938728791	10.8558852245117	10.8354622312227	10.9788688974982	10.9249174519404	10.9062411024827	11.0222976064649	10.9341316367421	10.7630076224554	10.9784957132493	10.8965430571536	11.0031151823918	10.6744634887706	10.9514007126817	10.9197147919872	11.1773106513778	10.94840138433	10.8414810371808	11.0199695398868	10.8982637489448	11.0368125848078	11.0822183196336	10.647013741142	10.9266035408694	10.9939006781415
BAMBI_8130	8.79369843091327	8.92351156769842	8.876334798068	8.96982569344121	8.52056051556941	8.91193911332624	8.48729747968719	8.82369280646142	8.66327358039317	9.04201453024812	8.35531708235329	8.8881797337872	9.01583072109553	8.77914735006103	8.89544592884539	8.60565499730729	8.81606683159488	8.806263800909	8.89039738775905	8.54584820889541	8.92546242189441	8.83771298208629	9.02735452586329	8.90963633212847	8.93361050219115	8.90754619192976	8.95710266714152	8.56836204702872	8.99770989832397	8.71336420794963	8.97022570536429	8.71209791093404	8.99160644901299	8.70301898871486	8.72523749412584	8.75264094150439
LOC100911946_9096	6.41448770310693	6.3320756081717	6.74575540181411	7.06701265373522	6.99274889070744	5.32452770479267	6.54557257266088	6.05517273045052	6.38910816318462	5.18994589613711	5.78572272178518	6.3629743230646	6.76273440624211	5.97936297902988	6.73161951709128	6.57677695883061	6.16454581893522	6.54676728960509	6.30090735403748	6.31047706517319	6.2080421535261	6.15275466367062	6.51438668903244	5.84810086018539	6.35736994717893	5.97834129617424	6.17719102966151	6.03560376554627	5.93569375153535	6.81545146640418	5.86861383387245	6.54709098278527	6.59872797050097	6.48356809817869	6.11866959852603	6.57967543444255
NDUFAF4_9292	5.5567211826109	5.22126241959194	5.38309682343202	5.49712593414763	5.19635690120125	5.41108339625449	5.13644010446115	5.09261882697727	4.92530554624382	5.27209073351949	5.05317190731176	5.27684043560173	5.41631989162849	5.71808933352744	5.41620162341733	5.17766972784475	5.37843121779466	5.47801717010073	5.212701132135	5.07190193878093	5.68048900526182	5.28145875964728	5.20587604309703	5.68960024649673	5.46402182033455	5.25814846807673	5.53512591928145	5.44308692450658	5.38626449847386	5.7468473932896	5.51814825127821	5.56575579048667	5.11476195324468	5.64128895098599	5.2476181468901	5.28881669125499
RUNX1_33176	2.97790907951281	2.53171243830222	2.74322101129341	3.38734587662555	2.34371292730365	2.61966817132817	1.86682357096588	2.80490213466977	2.69848694883843	2.93170033440964	2.06998186876421	3.31001089605377	2.60931992673912	2.75227436570752	2.58595594542347	2.77939197439478	3.19556644231876	2.41456041845493	2.64860514109479	3.08995485051433	3.35257281674998	2.57585679339602	2.8988544841628	2.97843158395866	2.60580003914086	3.07239428824573	2.83670798955932	3.32015229264617	2.69457485777032	3.25806330985357	3.52801419200893	3.143454326687	2.63725587410599	2.89673161341904	2.82599476975745	2.9671757664476
USP22_10140	7.44361179551942	7.49462855418869	7.35084476743213	7.29241069894198	7.25196639673576	7.47005788937699	7.51712961136371	7.51924466340471	7.35585224553157	7.20460666841009	6.59620712337672	7.36033774659481	7.46870894970962	7.47449061017066	7.60220005035919	7.269738378612	7.45727780508161	7.48054277815559	7.21506699616588	7.15472669809871	7.5560442021991	7.29747450754429	7.41115924872425	7.51236308744313	7.37531473013656	7.33931002876512	7.52646957336371	7.45695718162384	7.30088013507858	7.70876338927721	7.49103274160687	7.50691933412093	7.32683362021007	7.37665627568236	7.0800152226892	7.44979095206879
PSME2_9604	3.53076968244055	2.7338176257114	3.67089257999223	3.72510605799882	3.25697351133303	3.3700519287132	3.34272140563562	2.98618357429124	3.12389346962527	3.37996084177339	3.2844289723239	3.76444654953629	3.72255526850671	3.20113754041036	3.33364910603917	3.44769701099085	3.40956125169497	3.11169022434706	3.15476315279271	2.93656684160199	3.19559614034389	3.81581052652177	3.59792967145289	3.45798396650473	3.55888649772598	3.53457424548854	3.35273325505356	3.37325649296117	2.4754372454918	3.72262490784069	3.60351150120443	3.37296772957975	3.82276817421173	3.57214231788484	3.14954679537194	3.16742788862509
COG7_8349	0.713567743866839	0.520829217103118	1.91131587087001	1.36586786070458	0.688324516316599	1.4411447083714	1.66264383295574	1.69845894460891	1.31272919054572	1.65018513794979	0.713487130642288	1.547663707032	0.289047144880864	1.15673659008295	1.60346415799857	1.38852276497179	1.3015085152479	0.819173330885158	1.27441650697426	1.55205737974285	1.50738213392301	1.23471027445532	1.73335531578951	1.47291219260377	2.01876727601858	1.42980271277767	1.12533073788009	1.20833374494683	1.49801759378879	1.02745246962271	1.29045691445828	1.56515516678469	1.89041934781881	1.47435071256866	1.62286626229316	1.3202430179194
NPRL2_9354	6.79720658568329	6.89005633246117	6.77333271238641	6.99525140091781	6.6058370640029	6.91748863345229	6.89390318139676	6.85203114219599	6.7746349754691	6.87989145445516	6.47000808331651	6.9654844402175	6.76567863541948	6.81873305319007	6.96139898928583	6.73307045546182	6.92525707417397	6.90371288742589	6.76881218159431	6.43741956452547	6.91950911420541	6.67948800614538	6.9717365176918	6.61149698751315	6.71961040354079	6.6755675317563	6.85897078828121	6.73866926075377	6.84877341460379	6.84181170095772	6.85364033117565	6.82427584563209	6.74895356805111	6.71183815801028	6.79164562027005	6.81526489091224
FKBP5_8650	9.4670332638316	9.47457799158811	9.14573165343192	9.56401101853984	9.35311805242104	9.98287978982581	10.5343020780123	9.99343775054444	9.58994988344632	8.5277780572732	8.22050623931653	8.93325584559232	9.99700385833135	9.9743171198978	9.6640896802738	9.11528833635615	9.89435889925288	9.80218322280461	10.1453702569539	9.31699811559642	9.42105381207181	9.71978085507228	9.67523807430271	9.57520883179136	9.5752981724572	9.90731642271317	9.90641216270196	10.7405478756101	9.66535275406579	9.63410987004766	9.69948361188479	9.19557775379188	9.79860796970115	9.27807096095144	9.31714987066111	10.5705238925811
FASTKD5_8612	5.97145047265767	6.02525037920196	6.0307320514585	5.87213756266552	6.3269620156196	6.09339794940173	6.05963303043658	5.88288283532083	5.89418581864877	5.78983289887478	6.5834310432939	5.97898359574917	6.0099796494262	6.00720793801757	5.99615529370626	6.27529475076371	6.17293900640167	6.02135438480796	6.01463910061264	5.8819216236594	5.79437115887381	6.31276985359035	5.93526466084146	6.07880446643581	6.17436759673558	6.20645265164316	5.98604724567588	5.99382484570944	6.08856490630012	6.0814799814082	6.15873170833997	6.08840717839836	6.12610704230058	6.22089061827609	5.96245564332454	5.89205547193002
