ID	S5P1_D01	S5P1_E01	S5P1_G01	S5P1_F01	S5P1_F02	S5P1_D02	S5P1_H01	S5P1_E02	S5P1_H02	S5P1_A03	S5P1_G02	S5P1_B03	S5P1_E03	S5P1_D03	S5P1_C03	S5P1_F03	S5P1_H03	S5P1_B04	S5P1_A04	S5P1_G03	S5P1_E04	S5P1_F04	S5P1_C04	S5P1_D04	S5P1_G04	S5P1_A05	S5P1_H04	S5P1_B05	S5P1_D05	S5P1_F05	S5P1_E05	S5P1_C05	S5P1_G05	S5P1_A06	S5P1_H05
LOC102553917_33088	7.73999166798755	8.98852094336256	8.04597338714516	8.39369879916642	8.66373878183032	7.94874365073918	8.30476241701103	8.82925410332813	8.11334687550345	8.18224479223622	7.63522936668336	7.99768367120288	7.6429779588442	8.38063081361786	7.50819633585896	8.59734467037303	9.22387952775827	8.05130296450102	8.45805648792762	7.92830258501781	9.33995693973072	8.56347304755096	7.7387627577431	7.69635768555666	8.2788489990394	7.99194668759812	8.33837343727845	8.01793788617365	8.88076708787064	8.87740840706046	8.88828414438654	9.05028409645141	7.72782067813094	7.7072660545921	8.0203957910449
HS3ST3A1_32973	0.480786491644215	0	0.534593025020303	1.13497930568218	1.27841876596878	0	0.822402863520009	0	0	0.265609451217416	1.11685078494268	1.11447927374041	0.561482927852111	0.619131574861251	0	0.979250945586752	0	0.466066456872002	0.685032039461854	0.532002557549081	0.63202940075573	0	0.848598275495883	0.456895904161866	0.337912781796355	0.429883934782018	0	0	0.818788995094444	0.476200644993978	1.21310009360316	0.276185579027404	0	0.271614379459597	0.425247643821242
PPAN_9534	5.80671296516318	5.83056311628018	6.55910879948366	5.89752003290032	5.06330228839705	5.25110623926429	5.96504320646115	5.05893704792371	6.1249030367582	5.44129067304675	5.91439883379483	5.60797846714545	5.71107693050094	6.29852635120021	5.79410865614422	5.65945422509412	4.88047090434985	6.05723686912801	5.20978311575986	5.29830631419122	5.10996016786465	5.48167526811809	5.88397286011551	5.8856554019424	5.18452531918104	5.28577982083824	5.61573415480204	5.45616810078507	5.54363514385616	5.83590698430702	5.03826897527742	5.53488963998757	5.74809446543396	6.10309113488641	5.93051314656407
DSCC1_8498	0	0	0	0.484105168533292	0	0.268893031773287	0	0	0	0	0.66390496334429	0	0	0	0	0.40470027374863	0	0.817767441522578	0	0.532002557549081	0	0.26349567572579	0.263259948563399	0	0.337912781796355	0	0.273631618553182	0.340805192006071	0	0.257659639195129	0	0.276185579027404	0.339202342471892	0	0
CENPK_8288	0.480786491644215	0	0.534593025020303	0.484105168533292	0.439817162040278	0	0.253489769400563	0.303701008642638	0.330710091153041	0	0	0	0	0.619131574861251	0.365465522399675	0.40470027374863	0.694746844358689	0.817767441522578	0.204058587846758	0	0.450480845409488	0	0.263259948563399	0.456895904161866	0.611506093504431	0.23089479742117	0.50354610136268	0.340805192006071	0	0.66595039885119	0	0.276185579027404	0.339202342471892	0	1.0203485380293
PPAP2B_32335	9.35919170706947	9.5284246120692	9.7969234778179	9.20726500460263	9.97103244482975	9.2441953974337	9.17164052144045	9.74931899175278	9.36073059206756	9.1549060021593	9.35385332760916	9.32869246904752	9.05908439807367	9.53309500500919	8.93479826076456	9.71202212261715	9.60642110242959	9.12644018745876	9.2352012422283	9.55021698109868	9.51529039527689	9.47930523783449	9.49920269461363	9.54011669613821	9.29240008784015	9.25273911733394	9.24721651963124	9.34156800023919	9.20919934684354	9.42158743640094	9.39899524056792	9.06058199601597	9.49523519238407	9.40512437215147	9.64584241434415
IGSF6_8886	1.75404315939382	1.17399898777889	1.48240115888282	2.06686221067902	1.27841876596878	1.79018638145687	1.2293482053973	0	1.93883320993552	1.77640947092837	1.60657411267411	1.96824603319704	1.27938579331215	1.87960842642001	1.72525171992759	0.979250945586752	2.32794671186378	1.33648467047098	1.41753046861725	2.04318489829551	0.938277565326911	2.13964089657164	1.26382365117284	1.69399418094322	2.05905072352044	1.77815657592051	2.37209941006601	1.22176336461557	1.80022913453754	1.90208437554136	1.34373652149142	1.30854839958177	1.64175671409681	2.03821430792026	1.52877952695831
SDS_9798	4.07212029385107	4.48272993081215	4.52219013359725	4.75042817809532	4.79350217293671	4.56937019387611	3.62446879973662	4.62439247104417	4.48436210850722	4.05007245469109	4.95860191248822	5.09623237069416	3.02445810529204	4.09411023346489	3.77453192496018	4.56480309469778	3.74114418720701	2.82810534777344	4.6176414422242	3.3101506318037	3.29217732513464	5.20432419391798	5.05442333794771	4.67754408504622	4.0039458762191	3.65863355219756	3.68977741646458	4.40947278019867	4.38280852993651	4.24712769795139	4.21552613457515	3.42027852090341	3.28494042587146	3.95429421930885	5.65921189787895
COPA_8359	7.80522072105844	7.52199901333738	7.69575305495571	7.56068589904703	7.57457114513245	7.42519409551004	7.28553509866955	7.66180536803164	7.59774646709678	7.55135223996419	7.88212230280208	7.81193556218613	7.67691716153853	7.62320716478457	7.42834823820222	7.58776992328917	7.32175044422632	7.41528074486522	7.55948424561135	7.63981829633018	7.63728338024673	7.63356462270249	7.48998873925189	7.80008839871974	7.99377325126201	7.46329374050013	7.72890199005965	7.7044214450192	7.47450559413767	7.60857972432763	7.54941649143551	7.78278473861963	7.73501821878097	7.84881655866822	7.8614803387655
SUOX_9974	8.53909273442968	8.33653793701985	8.40023323604502	8.40562185339159	8.40773848800455	8.59312962043662	8.74279451903247	8.69459174217358	8.2106544494393	8.63152401760057	8.34572774170941	8.1912670935501	8.35904820363019	8.53556198921775	8.30427789035957	7.79968629502401	8.25724634861859	8.42871863490475	8.4852245751156	8.37840555972432	8.0300885331375	8.26860585531025	8.29228881314685	8.45627336350144	8.32351098671958	8.46558940794081	8.41010138751527	8.31691791715677	8.52232206881117	8.45135461606794	8.60782512920845	8.46926052096577	8.34502665757203	8.52145242735392	8.44188685000181
TLR8_33238	3.21809742433129	2.43222970567424	3.18167546672054	2.71853755231123	2.39976963519879	2.79526954425222	2.33165682943979	2.24759593591465	2.62120664008609	2.69106106415237	2.07519335129173	1.96824603319704	3.18401862417252	2.60680422092744	2.06048666727501	2.46816464045077	2.41419039762857	2.1479717791775	2.21612146705477	2.94280027000441	2.57232969590168	2.48769880234682	2.37960430956192	1.92386813442285	2.92565144690811	2.67365603809776	2.9019299697878	1.97493142680467	2.66618236921866	2.93513575774128	2.37149855844784	2.12955390959003	2.65561267218472	3.08026263463826	2.84206439411824
CPSF4L_32833	0	0	0	0	0	0	0	0.303701008642638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23089479742117	0	0	0	0	0	0	0	0	0.228235634632942
RT1-DMB_32359	4.50796790164994	3.7616711020537	3.94045537325292	4.44183787976238	4.48452129429454	4.38361089740634	4.13088961899828	3.9996062431995	4.04071129816354	4.44763267457887	3.93705701185279	4.53220477080219	4.25397750074386	4.11657148592063	3.80460880921617	3.46443687669687	3.83793398969592	4.32674613401378	3.48279747009779	5.06838037766962	4.27238019422837	4.10694143496158	4.30871296379041	3.99126474529074	4.43204283520466	4.35325348187172	4.57072517476947	3.57591644961916	4.2587610272283	4.37499138156	4.03393232794314	4.24291128886678	4.52354486450112	4.55950462862901	4.2477115827313
PLA2G4A_9494	2.30889735704243	2.25371342664109	2.56897288872606	1.92258846220335	2.19040124010303	3.06622477757258	2.62908947372862	2.72756384922205	2.28228659782129	2.93936662340603	2.07519335129173	2.50097379412869	1.9466231773869	2.47393699514962	2.56097253711536	0.979250945586752	2.57259942368027	2.66419451842188	2.21612146705477	2.66703335695134	2.33097477742312	2.00207455409145	1.8489740038289	2.18255285459145	3.02254900512703	2.36890865962625	2.42915698514812	2.3210473386577	2.62210850430085	2.40649032088951	2.10295431917855	2.549113052716	2.82706904201221	2.10920212489658	2.03041618187816
HELLS_32936	6.25816662849872	6.86524292043289	6.76351825862139	6.50954189720921	6.29833326188233	6.6983748256485	6.52433534730733	6.61475408784668	6.43519350307247	6.26690006811753	6.84854039765633	6.53084676349616	6.26021153872589	6.63440287072641	6.40269159793014	6.31039379504137	6.12874588415113	6.52575256827783	6.58890771526974	6.7432523444196	6.71792322310025	6.23154726294126	6.23399550448721	6.46550557895304	6.67733694644451	6.51727059230013	6.39080945896449	6.31481710359246	6.21970589151066	6.28255695158013	6.51265613831511	6.49245078935365	6.81831420835638	6.63216404500755	6.84741310228131
CAMK2B_33102	0	1.17399898777889	0	0	0	0	0.253489769400563	0	0	0.265609451217416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23089479742117	0	0	0	0.257659639195129	0	0	0	0	0
CD86_32871	3.89167657930549	2.98367674717729	4.06166143598437	4.14943479331429	3.93142743714358	3.4100018129745	3.77375955734775	3.74612560730463	4.10692031125396	3.90187288949699	3.05390470770031	3.90516038759069	4.21754551673042	3.87447571657025	3.47124004900477	3.69834213406866	3.86880611113924	3.44821246898403	3.48279747009779	3.88986099263585	3.53957737998586	3.68062145799079	3.9081531809859	3.64963236965238	3.88011613507571	3.80912575765619	3.96525675220379	3.3682393682947	4.00786943664354	3.55515037003836	3.58331121774878	3.83716593533914	4.40219886046095	3.60721498684677	3.99203689585906
BBS10_32397	3.15543911180124	2.73414210018061	2.95009549073826	3.10024481355217	2.95832596029193	2.99385931605074	2.21712422246738	2.91849877186977	2.49502483561828	2.82054931825755	3.05390470770031	3.44677654671957	2.26492160809618	2.60680422092744	2.7582915112666	3.07856178406635	3.31755090218107	3.17122278230054	2.58828550345989	2.66703335695134	2.65859690208727	2.76789381048945	2.72361387500828	2.76023660904831	2.97491357986848	1.84937441093191	2.86104401349147	2.53514176351369	3.04566747998745	3.14102537863805	2.54447551028946	2.32446158090232	2.52882764215867	2.62736102775533	2.97380587465046
NDN_32953	1.36849844212152	0	0.534593025020303	0.845940469607074	0.439817162040278	1.15658938751432	0.971174538685197	0.554454818874315	1.02185556340699	1.3879967247199	0.908081096336332	0.662282283733851	0.561482927852111	0.342526496099085	0.899091923417893	0	0	0.817767441522578	0.81530662587249	0	0.793264377344044	1.00138336746902	1.26382365117284	0.246460011486006	0.611506093504431	0.760647105094292	0.50354610136268	0.340805192006071	0.818788995094444	0.476200644993978	1.06944596906619	0.707495232829932	1.51369220685398	1.02558834164327	0.425247643821242
ADAM10_7983	2.9492681852281	2.43222970567424	2.45557966560779	3.10024481355217	3.30900301208726	2.87801357792545	3.0192084211604	2.91849877186977	2.99205598739722	3.01346800033732	3.10379105707859	2.99837799079613	2.84503030766532	2.89363482476589	3.03693082358986	2.08343074741922	1.91979836735711	2.57468161972414	3.10378649772787	2.85660490538428	2.77903485430554	3.03805235803825	3.03681173859992	3.39244484946744	3.02254900512703	3.22203242944595	3.12554163163759	2.93764208619092	2.70894961021111	2.60501553241768	2.9244350923499	2.87374734715184	3.28494042587146	2.93150385658259	2.49258137212007
ANXA1_33262	3.77147733947358	3.09392792708865	2.86383314754066	2.53222131708425	3.02301545447327	3.73259250043058	3.92737053053587	2.96252987025408	3.1677752279657	3.86231578808562	3.15200990641444	3.44677654671957	3.97722008446005	2.54189964430108	3.35410124211476	2.18965139039375	3.70738205168134	4.29906627239962	3.381274252531	3.60269102070196	2.99338759757326	3.26551199925069	2.84916183130697	3.23007560144607	4.41429486856702	3.42216644749735	3.71293952654417	3.3682393682947	3.59417928983622	3.3211682807025	3.63525798474238	3.79392913732759	3.80609623449353	3.50562347911267	3.70022932451747
SYPL1_9979	8.44562827782419	8.22586362018934	8.5968879035314	8.31279604250762	8.21526765300395	8.2816649899057	8.25301558651459	8.20598532506357	8.47684679214602	8.17419034883064	8.34183530524735	8.12958103040816	8.28835590049578	8.27476203327889	8.17640887126922	8.4987639902143	8.17780360717144	8.19151473787793	8.15694887332201	8.37453381074197	8.28865632122672	8.15046939029583	8.22534987991782	8.14869169371904	8.39764296469115	8.23155262195832	8.18634843601226	8.14288123223175	8.11158351094518	8.35297636586194	8.15979021212754	8.18123034311214	8.36835715953317	8.26876327668869	8.28583544478073
SPAG7_9922	5.19358962887448	5.22629727598319	5.0376403693361	5.15738613297842	5.01640949908533	5.06054507096673	5.2866322494823	5.05893704792371	4.51719626085897	5.22442156876308	5.16066741754674	5.40474920529997	5.46911981254953	4.76879657591662	5.28744418080056	4.23340968571619	5.29840992460019	5.39864151850696	4.85578710539343	4.98957071517142	4.63356000682741	5.02060204480492	5.06308844294827	5.41716268229308	5.17401681416912	5.22012030663369	5.63405137654814	5.12270710129676	5.22794917934533	5.2162405300928	5.11345026369418	5.276757330291	5.08181096618617	5.25100936236427	4.88869692748318
PPARG_32510	2.8734328101267	2.73414210018061	3.98199916827369	3.10024481355217	3.08492836919218	3.03049572993372	2.98461471190604	2.6756027529413	2.68038664197503	2.73552774543932	2.7747665045534	2.77100707759762	2.64007464752811	3.33787601987293	3.08673772618766	3.07856178406635	2.96432547760842	3.10881907830884	2.91325902540989	2.7649306296487	2.43241095901587	2.43521310385744	3.07158108314418	3.17162091757472	3.31810093483391	3.22203242944595	3.15965900825469	2.98696496987312	3.11090561275118	3.20360585424977	3.44462010489579	2.87374734715184	3.1621630968248	2.2414869177621	2.97380587465046
PTPRB_32629	2.30889735704243	0.703261395098898	1.48240115888282	1.5818767450264	1.94540517524009	1.60825559549418	1.34295153839167	1.93042750515764	1.19418864843121	1.49533392001407	0.908081096336332	2.50097379412869	1.27938579331215	1.38286145955985	1.845861492897	0.979250945586752	1.16169473288253	0.817767441522578	1.14761628918716	1.47702417573359	1.40557328120961	1.58680669606355	1.00067652243617	1.31634362828019	1.21389683340916	2.10356120790567	1.52587979474945	1.87366845265718	1.9503630418457	0.983815253352676	1.77272181694427	1.53550538306929	1.37314244787179	1.71314006553995	1.24562460511917
PRKCB_9566	4.03779201841941	3.54585508349723	4.20889220590156	4.30303166442904	3.8265992495225	4.10314133658951	4.26665791738304	4.12113763947582	4.23086575561447	4.05007245469109	4.23443541556089	4.41889478996871	4.45513364270513	4.55519738171074	3.80460880921617	2.83844017373935	4.21956436431833	4.24206050770951	3.40215848695135	4.67391915405951	3.84569983799002	3.8505704451226	4.18714498031039	3.92203080962778	4.39632584502308	4.05490349418055	4.40994453525374	3.60779849327494	4.13876227962691	4.45434274078643	3.91288256221546	3.83716593533914	4.05644137838617	4.083311854785	4.2214404543556
CISD1_8322	8.10580341433391	8.28516991803922	8.22532680491705	8.0255019637348	7.96044775464283	8.06919284742139	8.03050294648089	8.02056154504534	8.21691408351744	8.11651387432202	8.34702289026396	8.07452325104902	8.20474408208984	7.96857973775362	7.95125067929395	7.90088601828837	7.81136852405805	8.12606839236047	7.98073025850894	8.0327174052942	7.74102170876327	8.17568332632467	8.09410491596646	8.10640816956046	8.14938846735958	8.00370177148507	8.13368134248345	7.97121307891994	8.04637672843305	8.15342647878837	8.05283673521831	8.07912611135286	8.12023569015681	8.31360286141489	8.15401234101894
SLC25A14_9851	0	0	0	0	0	0.268893031773287	0.253489769400563	0	0	0.265609451217416	0.66390496334429	0.662282283733851	0	0	0	0	0	0	0.204058587846758	0	0	0.26349567572579	0	0	0.337912781796355	0	0	0	0	0	0	0	0	0	0
GNB5_8733	4.10565069187087	4.31073567147672	3.50032658935041	3.455222131564	3.86239501321686	3.43754507113127	3.55543372991031	3.58645473695973	3.76807621843803	3.64641558878694	3.82254845987084	3.28373859569024	3.63445957416021	3.87447571657025	3.50826402892929	2.28858484052966	3.12639553413243	3.39690639596441	3.59588705116127	3.02413484871899	3.39628094562944	3.29526521702102	3.67931899669741	3.25843811673582	3.59513611151639	3.51270170630963	3.90619281120649	3.60779849327494	3.26215546914389	3.50633519369364	3.52942392679535	4.09044295156413	3.53633622811931	3.97344686987754	3.84491950600364
ADAT1_7986	0	0	0	0	0	0	0	0	0	0.265609451217416	0	0	0	0.342526496099085	0	0	0	0	0	0	0	0	0.4858134502645	0	0	0	0	0	0	0	0	0	0	0	0.228235634632942
DLGAP5_8475	1.36849844212152	1.81259079455533	1.229957269895	0.845940469607074	1.47620645615445	0.863567347768762	0.469025724372832	1.52328804965979	1.19418864843121	1.68866447079395	0.908081096336332	1.11447927374041	1.5376148988755	1.05095485105655	1.44878658093941	0.40470027374863	0	0.466066456872002	0.81530662587249	1.69138867727869	1.19076320045894	0.486217485285477	1.26382365117284	1.60844007735356	1.36936045169877	1.1472664367233	1.52587979474945	1.37783416619142	1.10157416560083	1.24413446063335	1.34373652149142	0.882803754525628	1.51369220685398	1.29284369237917	1.44042864116882
GLRX_8715	5.95204580376427	5.86206704657533	6.40728067944291	5.98185298459222	5.95303103296756	6.24378875914095	6.03433235396989	5.6631463806095	5.88184202911913	5.72106654492379	6.19891234327007	6.09971116798192	5.83649666187715	5.93768368697692	5.97691145929895	5.70494356855778	5.88626812251946	5.81490980127476	5.65908601634481	6.06605385389563	5.54314648383752	5.92871938742156	5.99228632868362	5.85347854024809	6.10494795923097	5.9684300053076	5.7279992458533	5.76974818963282	5.88872523602345	5.89872383825321	5.81124211853387	5.81992530568654	6.03141374191204	6.0180249539323	6.00940431134448
SKP2_32453	0.840772142995116	0	0.534593025020303	0	0.439817162040278	0.268893031773287	0	0	0	0.48983838076859	1.11685078494268	0.662282283733851	0	0	0	0	0	0	0	0	0.450480845409488	0.26349567572579	0.263259948563399	0	0.337912781796355	0.23089479742117	0.701807099093828	0	0	0	0.286556454534777	0.276185579027404	1.04280388810716	0.271614379459597	0.228235634632942
WARS_33156	4.65109519745195	4.83995854071724	4.70696559388443	4.44183787976238	4.50731114976061	4.43916968592889	3.98100452616922	4.35384990901404	4.48436210850722	4.99675017040979	4.94498152470384	5.09623237069416	4.63164382080284	4.09411023346489	4.65632304309198	3.69834213406866	4.5015036987066	4.43244209284914	4.1953888662228	4.62261106458678	4.31284846862709	4.56336329330945	4.2029131037195	5.02163364954914	4.84359709598873	4.75672388254116	4.85725914317386	4.59587962678675	4.56844323558771	4.21710614947458	4.6536218659544	4.74096205871668	4.34689719109251	4.77130729630605	4.54115509341377
AMBP_33085	12.9331206786547	12.9264433440038	12.7730295184958	12.9217025463133	12.9437728594279	12.8579635480616	12.9677385488582	12.9596442121294	12.8876435729812	12.8622803941886	13.0045294415557	12.9254922432514	12.9691949657908	12.6973352637275	12.9659055550904	11.9701354509321	12.9032829721217	13.1793315934689	12.8512452165413	12.84702677102	12.4652929587682	12.9832974050742	12.8845303965602	13.1415592886423	12.790671054127	13.0603314772919	13.0241052598145	12.867554505853	13.0946643017305	12.9453747985542	13.1888999725893	13.0172505047618	12.8073297813052	12.9844887735671	12.7979372117644
ST6GALNAC2_9951	3.0899354122198	2.25371342664109	2.45557966560779	2.31822439525398	1.47620645615445	2.4613780669164	3.406585636979	2.31707687804015	2.49502483561828	2.69106106415237	2.89297726128611	2.34428584784551	2.74618903488349	2.47393699514962	2.41263493653661	2.38116709313916	2.32794671186378	3.04359358913742	2.01388685139751	2.04318489829551	3.08969481309472	1.58680669606355	2.3230103785617	2.45181106542322	3.42831492497973	2.67365603809776	2.18599287160709	2.15834413763757	3.04566747998745	2.17622025388943	3.11942109025535	2.69726452632641	3.20426057646257	2.52722835108781	2.35434940223123
POLR2H_32522	6.64206694814888	6.95563298209836	7.26210782940831	6.80018675499795	6.58747681540482	6.64915906047855	6.79277568792612	6.93235181983235	6.90099747646272	6.8070577550818	7.15692819448895	7.03890655763627	7.00039100948223	6.9789324096934	6.78482671099472	7.17442177118164	6.86639211658308	7.02117176806103	6.84105412998899	7.03085518334749	6.93439918097184	6.71973004190823	6.79575641305314	7.01519944922037	6.87842611725119	6.96890659047884	6.90740471434142	6.7168142943082	6.90206529779344	6.82322260326482	6.87325666667066	6.77965692492083	6.99957482612779	7.04582453271513	7.15386844495105
SCN3B_33222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOD2_32976	8.61381956534355	8.68810614282958	8.55620912603648	8.58409557161905	8.72456833544484	8.78960802158611	8.66709761460459	8.77472822441337	8.38421591814594	8.78683623527346	8.7212193927889	8.96825571589874	8.81575851772354	8.60968072882347	8.71289709451844	7.78281465191519	8.70820779508178	8.77357474705713	8.55507255909256	8.64103956655068	8.20063628973105	8.61525829678744	8.80612608226673	8.76939498171608	8.51989690752487	8.78059307034935	8.86126671729482	8.69633259218148	8.65332312958215	8.51134026940949	8.75008144035569	8.78710494956986	8.42730765053324	8.91419054107809	8.62213829271698
IL4_8895	0	0	0	0	0.776411299458273	0	0	0	0	0.48983838076859	0.369809981077279	0	0.9646357713337	0.342526496099085	0.365465522399675	0	0.3887959124717	0	0.38279875515694	0	0	0	0	0.246460011486006	0	0	0.876084974408006	0	0.466718324396731	0	0	0.276185579027404	0.339202342471892	0.870764408518882	0.228235634632942
CEBPB_8280	6.95421741293282	6.70942742708889	6.36079545721597	7.34766144859411	6.95797974815849	6.87496328357056	6.94672554312022	6.35052431682905	6.64285713448719	7.12797135667713	6.63612494845157	6.96682773027802	6.95685136985776	6.45654260973259	6.46992452352645	5.80860012909474	6.64796722893436	7.30479655727194	6.45290211696523	6.99094992400761	6.49864872743461	6.63500577454639	7.2282375153295	6.74648918198491	6.85887661613808	6.80391072703635	7.07989645966147	7.06858069783224	6.7048832904135	6.73593321814372	6.65156310723532	6.84466155299045	6.27801190704118	7.09911349269079	6.54777068261668
CYP4A2_8426	4.37679123966154	3.54585508349723	4.13715416671714	4.18149027625373	3.93142743714358	3.06622477757258	3.60182218297679	3.88987259509024	3.87327262489779	3.27682154543062	4.73941992643179	4.53220477080219	4.18016963840724	5.01583182976133	4.02500708447211	2.62784532032944	3.86880611113924	4.32674613401378	2.82321474240321	4.16555219266015	3.58434548176622	3.46194584641025	4.36585952296139	4.29493458093431	4.07344332910507	3.99334679059468	4.22897196496985	3.16894635020998	4.28726354184	4.60104202969605	3.58331121774878	4.85052581231783	4.48990341056864	4.86658520728307	3.97641204305973
PEBP1_33087	9.28063538303274	9.459298257585	9.0370956320233	9.14461609605438	9.0832687775866	9.06540150507358	9.29676264334898	9.55359973898424	9.27932828175408	9.38473788006285	9.23576584226927	9.24389993818651	9.57503315909246	9.46306390681969	9.17391326660865	8.50392067611128	9.34272629933592	9.44410517023548	9.36851328605108	9.28739579700977	8.83753429291514	9.3056283964695	9.15920252980843	9.6105684605283	9.20154743498006	9.35875213651206	9.69718036258721	9.23140167655171	9.21198964797292	9.33250688247715	9.41719217525519	9.41333388485463	9.31485882528588	9.63750569724575	9.25264058464204
PCK1_9439	12.5042654702672	11.0893873998977	10.5644848199414	12.0190550598413	11.9389878166034	12.1786858767591	11.4719927011263	12.0530605719265	12.3069389167546	11.8984791872732	11.8099543987288	11.081903296879	10.9459226630866	10.6324618243817	10.3719392358096	11.3855273596527	12.6442299325566	10.6713985962958	10.6122389573666	11.8675089903275	11.014300781249	10.5374555060655	10.9999424966774	10.1623345577899	12.6930793464948	12.3030902776661	12.1833183089974	11.5848320664437	10.646170025343	10.7171678560869	12.1522005185468	10.326218454388	11.3851233618857	10.1981461285566	10.5659078280466
UCP1_32389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LEF1_32825	0.480786491644215	2.04994670756729	1.69718104309438	1.92258846220335	1.47620645615445	1.15658938751432	1.8833161280322	1.63633970174659	1.19418864843121	1.59523521960833	1.60657411267411	2.16848330556441	1.27938579331215	1.98102218429806	1.845861492897	0.40470027374863	0.947030653986434	2.01817288569009	1.572961185015	2.19139805238508	0.793264377344044	1.3802140410816	1.26382365117284	1.08253649379483	1.75503290503377	0.901350015949816	1.72129243060589	0.847507663922209	1.54092585135741	1.35856600873038	1.67683362010737	0.707495232829932	1.21740742185783	2.10920212489658	2.2542411200028
UNG_32960	4.67362776053385	4.96128551491016	5.4316947131321	5.42174151189438	5.09373822968125	5.04272068313945	5.32861348352859	5.09894005297774	5.33691641207071	5.27048192996062	5.53257588620644	5.16812265637344	5.67122159795202	5.2774082676831	5.26598606809856	4.28224627063381	5.03816924536011	5.41162454885275	4.97208991767916	5.21415292382366	4.775455435515	5.31739251760967	5.11401378214446	5.50855396907509	5.16343120385685	5.24013381957691	5.51390918006658	5.11163093687312	5.07286820174086	4.96847535984987	5.32593075603016	5.24500303156113	5.2419514000268	5.50245114112965	5.42027904546635
IGFALS_8880	8.31017367890693	8.47541916655774	7.80973386064086	8.31279604250762	8.30904677163183	7.85227095285117	8.3402536679373	8.44685817732499	8.334419224212	8.41706938690297	8.40039518243088	8.17390998819952	8.42444124753862	7.9701223449977	8.11021647496982	7.11500085320185	7.89997223059409	8.52445774959571	8.23686673332604	8.43526845854498	7.86299983298667	7.97774254091208	7.93680695231538	8.29449084551237	8.19946927751192	8.09444572363589	8.36877058752833	8.10289010139538	8.07322341025087	8.28224680143817	8.31615937364953	8.24080594242794	8.28376788009054	8.39220706953171	7.73603009505068
CNKSR3_32548	3.0899354122198	3.09392792708865	3.25128523799203	3.28862388124241	3.3599768862335	3.23269176129565	3.149840608492	3.30796142320755	3.28680659870002	3.7584006250752	3.00223138360534	3.66125758407664	3.18401862417252	3.17620389652316	3.64753217295345	1.84418911381988	2.71532309055727	3.80379476618368	3.17832015031639	3.02413484871899	2.69987017155269	3.23513222583197	3.43418693575373	3.41781473818157	2.76688919956277	3.39861618369329	3.8654292058759	2.8336297620212	3.14245075874375	3.00708023105532	3.2911641848073	3.65585400825965	3.0740934673091	3.11517339998992	3.17885325268345
SMC1A_9897	6.94034650177955	7.04755912358072	7.11582165590966	6.89022563011638	6.67059071287095	6.61337911922193	6.79277568792612	6.88737532751375	6.87273192670343	6.6358126913599	6.95429968022105	6.85510633342957	6.68395004166662	7.04189876391453	6.51609933918994	6.98458678966051	6.64796722893436	6.4205001398204	6.74009498862131	6.93421313257911	6.90160711373907	6.77884418990859	6.7100788427544	6.77376361693539	7.07479258412561	6.65284398696271	6.73992115260656	6.74575940931647	6.61216756146881	6.89608748042562	6.84320234362684	6.77688378823314	7.08373390753648	6.91076793437508	7.15560384224301
ST3GAL5_9948	4.45691939845977	4.06216780137356	4.57744134981694	5.05728395763507	4.83011817057102	4.50573823551973	4.87916197548328	4.12113763947582	4.53333729739959	4.43420553558173	4.44260957119503	4.53220477080219	4.71241007147042	4.38060220260284	4.75203958098698	2.08343074741922	4.44115895096212	5.27621634914236	4.43716655880788	3.43437027036929	3.95201454973228	4.43559690573292	4.21851074895419	4.54566716463901	4.34103559141703	4.25175772960172	4.66874858107144	4.59587962678675	4.81349019737602	3.93302991879684	4.29841373178058	4.96215128907759	4.36556761149011	3.9923485850901	4.23463581658037
TJP1_10025	6.90745279494298	6.78533546779096	6.96341908649392	6.9749737430955	6.94968373972668	6.88999460259374	6.41491824800007	6.82016158800112	6.77769322719012	6.74859231360007	7.12708377396599	6.82576980444624	6.62257904176319	6.61481306828971	6.49780637211936	6.78300172882405	6.58428847252955	6.65147134879332	6.94077055891329	6.97057559288753	7.11116293936192	6.56345109737062	6.7238059482754	6.66142853208166	6.89131348033138	6.9221845298424	6.60714235828882	6.41282184159169	6.37383830833701	6.73857738631461	6.79833803505426	6.65229626667717	6.90701771767726	6.61701995729619	6.67663808646143
C1QC_8170	7.90143135915349	7.26348580722106	8.29290978291698	8.22900397505003	7.80587447837606	7.86880441341179	7.96102513109432	7.80169428965887	8.03615552661492	7.99717390739188	7.16869521569042	7.87057242094026	8.008139041261	8.09555921522447	7.57515800744219	7.21900324131357	7.55556016955665	7.54761163018464	7.42181591872491	8.16412375737448	6.9916096440863	7.72794817037014	8.14396559873917	7.42014149082216	8.10996399158296	7.84286535650764	8.09122328112564	7.22836605623427	8.1215110149192	8.06980487427708	7.48717335821801	7.83304187002586	7.86043350829961	7.79465930554076	8.01179882401807
