ID	S1P3_G06	S1P3_A07	S1P3_H06	S1P3_F06	S1P3_D07	S1P3_C07	S1P3_E07	S1P3_B07	S1P3_H07	S1P3_F07	S1P3_A08	S1P3_G07	S1P3_B08	S1P3_D08	S1P3_E08	S1P3_C08	S1P3_A09	S1P3_F08	S1P3_H08	S1P3_C09	S1P3_B09	S1P3_E09	S1P3_D09	S1P3_A10	S1P3_H09	S1P3_F09	S1P3_G09	S1P3_D10	S1P3_C10	S1P3_E10	S1P3_B10	S1P3_G10	S1P3_H10	S1P3_A11	S1P3_F10
HSPA5_8844	10.4849382522424	10.1492245051355	10.2555126977711	7.73894618830728	9.42946810985815	9.83828902095038	9.91117796820048	10.5222071561514	10.6931630688711	9.71047425681463	10.0868243092443	9.97806565516943	10.2383026664383	9.64814776701625	9.9590240809852	10.0104801493772	8.16676145557491	9.09522553006366	9.28645159004922	10.0859985028744	9.7648349969858	10.2083519861693	9.83930344440299	9.10365752982487	9.21057251107166	9.82309415844688	9.92388321128181	10.021007504715	7.99569476756506	9.01652226914714	10.0917790960395	9.74656294892472	9.70758712836286	10.502655732692	9.59925824347337
HEXA_8797	9.80139816917839	9.75459514662765	9.86968103044323	8.69733971529786	9.71820366726984	9.5862031207453	9.6547299849895	9.93131076070725	10.0644915814999	9.63474199141163	9.9112051656695	9.7635035073837	9.97148183766785	9.96344064500227	9.71947924569275	9.84930845461982	9.01565900119972	9.72346246149264	9.56826147428724	9.98279508748069	9.5758488237752	9.61883159076175	9.96028471893618	9.78289907871823	9.5410334142642	9.85023251547738	9.74996342730388	9.79102676440237	8.94481411142488	9.27233319303519	9.93726257467214	9.19136892630975	9.74348555512194	9.56201154038468	9.65129869296779
IKBIP_32492	3.48868624017866	3.48058202871327	3.1190022977178	3.87949334064377	3.20331731684682	3.1541926529928	2.97404220473596	2.59940795991141	5.39198156808638	2.65723893441132	3.59209503712592	4.52066489656648	3.85883488804621	2.89883514882783	2.01320126137907	2.72402351890723	2.12731928477152	3.05759733324417	2.93660835226652	5.51662117583302	2.86888510401754	1.52648038741933	3.39216995024491	3.65459654747423	3.67653019978075	3.97198171094475	3.68710549330176	3.3677146557304	3.53232151130503	3.58915063122282	3.67379842424455	4.06619738100797	3.93499333660136	3.10210779364246	4.61561003746377
SULT1C2_33309	10.1669735450342	9.25597921810862	9.60799174539169	9.62529859065274	9.2659259502585	10.0861549719207	9.67261969436953	10.2617660299758	8.13467125656302	9.58004640165591	9.28105824459688	9.12625954899416	9.02505589201527	9.56982438447717	9.98024694609207	9.66673472490006	8.87090345362962	9.83332002071082	9.85418740082888	7.57978138585705	9.90871543093267	9.75538363470278	9.29277824914551	9.2509315833426	9.3153864366926	9.48506614110898	9.44821792202109	8.92731423688697	9.32865392235545	9.5115219873582	9.31835648012207	8.82012576793408	8.90767337381409	8.44489872962957	8.85819975993749
POLE_32719	1.71030327845716	1.85701284392475	1.28775322915411	2.9743304008583	1.97541290696677	2.84980324471026	2.21947880162089	2.49535760491541	2.15118574146739	2.1415779339657	1.99604409873772	3.11279814621368	3.4837257091785	1.26541597231322	2.29408197630111	2.24430439064437	1.08611546970916	2.44869278187467	1.53691868206733	2.38843003772088	2.44641272215624	2.73171876291811	1.78057141603751	2.49502024934033	1.28015217155177	3.31595717305643	4.06169844695134	4.60324920538336	1.07904382227755	2.49729760825843	3.8195977461753	2.93208155984697	3.93499333660136	4.47526824098936	5.21635289619533
CSK_8392	6.53075614879224	6.54098363402251	6.75046150505099	6.28841041486456	5.9877820771809	6.01755615329539	6.0525326452631	6.37905174775068	7.23726048182843	6.48130509062924	6.22553444603102	6.4888579031964	6.88174739544179	6.23668685497084	6.08340341896957	6.13885743379294	6.60850477461361	6.25716326698363	6.5815031902381	7.39503686290967	6.01773949522999	6.03161893004071	6.42222718034879	6.7451416130216	6.19974654955247	6.63728681434634	6.41676713410871	6.68913814695034	6.36145932889701	6.19016353305018	6.94421782505167	6.48710753107739	6.89629960677776	6.47583063205066	6.69562215022237
CBLB_8207	4.03015933803244	4.06483191293473	4.55968234093786	4.95455736475215	4.0222364185563	3.97047329152521	3.73803537919663	3.97814418497546	5.61099758237227	3.49022760132701	3.82291432401239	4.19353370629718	5.24726367485826	4.22419162995349	3.06609125491319	3.87836392639788	3.85561063960393	3.84575464640401	4.25297101371418	5.34467465336848	3.72673595840853	4.16409400930718	4.39039958890492	4.50086726230174	5.00328959530001	4.80095655870431	4.29786637686196	4.18671382870653	3.89800928077211	4.29168252732931	4.35422440710606	4.20236154292167	4.25224237177357	4.52365598764399	4.5334786584416
ITGB1_8925	8.50779184379354	9.20880372184793	8.56844081877547	7.95871715367495	8.56377160364944	8.42231955801044	8.6848414695514	8.09050234314155	11.0218809677187	8.04099661572285	8.75495618960957	9.44405868779367	10.2945859036746	8.03572456522024	8.57047196622743	9.24156351911961	7.8319361221936	7.67392857729713	8.25846902027657	10.5837301432483	8.97385277130029	8.33159017537242	8.96314100691502	8.06002267704785	8.06115678033241	9.71221308198577	9.76058789691382	10.2145367011154	8.14492880885878	8.05754807091554	9.2243751552192	9.7971791197855	9.86718666825229	9.92945865721133	9.97611035866886
LOC100912247_9104	4.84978046988577	5.39154873746939	4.26743752759995	6.4097596353832	5.80312431205181	5.4185196800106	5.45853639375185	4.7848697639475	6.05982073103133	4.86085714935176	5.51839992864557	5.40076492549327	5.72300739091035	5.34311700794838	5.19273023124747	5.17793014718934	5.62321436166257	5.4904126290546	5.45250217325777	6.1289576217567	5.20850213061394	5.48314199407603	5.29422626752193	4.94281507516068	5.30646057116892	5.70718666091837	5.17859115994587	5.33775278967386	5.5768452179309	5.11625840600256	4.58927758048189	5.71146285586749	5.84367855679624	5.31078695183422	5.94479048962418
PTPLAD1_9615	6.56578316951348	7.0493718930868	7.39824463185765	6.24013714174936	6.41210575995512	6.4206922642323	6.33989234293146	6.52492274062719	8.81883636963586	6.16798007831635	6.71860463170073	7.16357378072716	7.57580047769228	6.59619605138552	6.24890655369458	6.18899735841011	5.33290737766746	6.14475652160833	6.37663443967672	8.19462221980999	6.19617634068858	6.49727755355653	7.09962431124397	6.79117466574952	7.06077059639774	6.87165553074598	6.42391426924158	6.9498404750279	6.55313095811324	6.6059988841009	7.20529834370743	6.93116261457839	7.02688703028555	7.65312817496334	7.07043290967676
HTR2C_32686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAD51C_9650	5.55501837539323	5.90707775175449	5.41963279804557	5.75906531413614	5.67649794075798	5.75646030835433	5.62814899492713	5.26795305614888	5.87987622108323	5.18038341932237	5.48989579420239	5.28245107965949	5.6485341891439	5.43961472940092	5.55413966906934	5.76202254495887	5.68750124066466	5.43837656661625	5.44202161429739	5.33389254033358	5.58802768198546	5.85536329826352	5.59975320629714	5.71142415882992	5.71235512415469	5.53947483886244	5.8543996664965	6.20529249343432	5.72075856597582	5.67093608045505	6.18844075512258	6.56496530238847	6.03790777451729	6.71339499216385	6.04699889159166
UTP14A_10144	5.86729048723853	5.44680980648212	5.78909206653582	5.97108934717872	5.85521009152839	5.64696062341431	5.96020964488629	6.09743627853367	6.39092824199179	5.79698968434441	5.48026787789446	5.90391224678399	6.21959706604438	5.679816505626	6.07414377233787	5.79477336200068	5.41114162046147	5.81817663534923	5.62919315685866	6.53883224949676	5.89722713314166	5.90148670995834	5.50234093941082	5.71142415882992	5.93923340124422	6.04135197189083	6.09726735881654	5.96146334822202	5.93268278302846	5.92649052795739	6.0176322949265	6.25626015531324	6.48831916645553	6.34729842926516	6.26627085709781
UGT2B15_33121	3.48868624017866	0.988021535177454	3.1966637688924	3.96117853379603	2.58137369022139	3.32643703685722	3.34243084024357	3.63062122971624	2.58651005076253	3.38943063253507	3.85306859380104	1.99772893461121	2.31792331857642	3.31981687783131	3.80887173976098	3.32678293616786	1.69867751745527	3.3557125721955	3.73999015670401	4.28216567703481	3.46124436825389	4.27336757522086	1.8793860115919	2.2822821686784	2.74729795387097	2.89729130450424	2.79497723978873	3.3677146557304	2.29108012538323	2.49729760825843	2.05891567050323	2.36318997958999	2.463158846547	2.82158350374257	2.6840569896963
SERPINA3C_32925	0	0.409060698740151	1.54693996962324	1.83676990076958	1.11966366484504	0	2.21947880162089	2.38321553691474	2.65977434677451	1.33149984885893	1.76181184568485	1.87226692524286	1.0753690421406	1.69881597931097	1.84917679144852	1.16737634542093	1.08611546970916	1.5415599149927	3.51848159646311	2.21124527408307	2.63048850940539	2.51148178492528	1.2994635047089	0.8261060295439	1.28015217155177	1.28296857972453	0.886433088939554	1.81142687033822	1.07904382227755	1.11207755497962	1.4903442549519	1.80200309826175	0	0.814486754004629	1.70535238348457
ACE_32504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.398914157748963	0	0	0	0	0	0	0	0	0	0	0	0.66063979362005	0	0	0.809308480424951	0	0.538257198472394
ACTG2_32972	0	0.409060698740151	0	0.893257002513148	0	0	0	0	0	0	0.92350221690166	0	0	0.643012073658695	0	0	0	1.18527072247237	5.377487207749	0	0	1.93403807649545	0	0.471392306349304	5.64186744484256	0	0	0	6.22863123450999	0	0	5.43561818029501	0	0.814486754004629	0
LPGAT1_9154	9.51031098758317	9.85146200286017	9.55552699705189	6.6503953304869	8.14814149814653	8.05993368035564	8.64090741249198	9.25449871225281	7.81000835418571	8.32135957838753	8.53079019294397	9.29006436291686	9.50081074424417	8.17679367937654	9.00256919251332	9.29261936369723	7.80320916890048	7.99714340949673	7.91250798548247	7.26201419629442	9.21081194849121	8.77883759192988	9.53653275872288	7.27431612911963	7.47116934038513	9.57660602146231	9.30749979451574	9.20571065805558	6.61993528249159	7.37453973821617	9.81361923666737	9.13291895380256	8.82152773586159	8.56247207253073	8.68831189466818
TLR7_33092	1.09501162344481	1.40004881359499	2.65200679165262	0.893257002513148	1.46437793484801	1.42941201374057	0.543155774352543	1.63621447001619	2.04580105160847	1.53396304304965	1.76181184568485	1.87226692524286	2.11162667670596	0	1.20255733141916	1.5205695955388	1.69867751745527	0.967571086415485	0.96411795998836	2.81787837687876	0.455105026989063	0.556017757855779	1.2994635047089	0.8261060295439	1.65212798896161	1.48116440613	1.64223946687297	1.05357587271321	1.41627397158557	0	1.89310593209897	2.7661911029926	2.81125939704892	2.26103787395096	1.70535238348457
CRAT_8375	8.70134841186689	8.62346170306736	8.45449681630814	7.79571535163565	8.23916062679006	8.0811380661435	8.18633386007809	8.40958346543971	8.00360964939573	8.12569117252448	8.42560903336312	8.80754950531123	8.28400253388342	7.9790521990827	8.41962177859491	8.38774028008661	8.17799349847533	8.05357892494427	8.05343142854665	7.39503686290967	8.37267528645664	8.01498330638634	8.70812545524984	8.01977384488242	8.30873906221692	8.504976880205	8.49508112076647	8.19232286809489	7.13581952088228	7.88751370153765	8.21145364060271	8.20198063825705	8.074658219968	8.24294355686879	7.87248436041812
TCAP_32842	0	0.409060698740151	0	1.44080823710855	0.37099089591832	0.645661457962653	0	0	0.392759749349789	0.463790289997229	0	0	0.528975733440656	0	0.519868181825311	1.16737634542093	0	0.711081040547255	1.18131073919278	0	0	0.556017757855779	0	0.471392306349304	0.777638924224748	1.05314178229961	1.184534212683	0	1.07904382227755	0	0	0.871065709694685	0	0	0
CYP4A2_8425	9.86253997569277	10.4326566946787	10.2566464102158	8.16240338485577	9.40284148340338	9.84184295860082	10.19110204715	9.87021824549492	8.62436160730218	9.60062487580278	9.86848037626716	10.0826676562968	10.0887812164181	9.07263602823889	10.2116133340748	10.6959600251279	8.61813842371463	9.15529029603943	8.58571664521848	7.43594499414817	10.7658506007664	9.66468578697645	10.0932885764758	8.58484536636299	8.33291077602562	10.1970603414941	10.3346043647344	10.256583384112	7.9477387816562	8.92984002492473	10.1944926351252	9.60169023918134	9.8030208896692	10.299661545845	9.44493659930263
TRPC3_10090	1.71030327845716	2.30271452010902	2.41262604093684	2.14713023904983	2.26667562407052	2.30777672390625	2.0704219903228	1.81974557863391	1.67369991554356	2.01195480260696	1.76181184568485	1.87226692524286	1.58162595960891	2.45751245812167	0.901222934644343	0.951976766316218	3.9634012767958	2.44869278187467	2.52465350859015	0.931824498402129	1.07905227622036	2.2514595998564	1.67448777760091	1.34811193363649	1.94758830507715	1.95113396836786	1.184534212683	1.81142687033822	1.07904382227755	2.16501180260307	1.89310593209897	1.80200309826175	2.25152412430471	2.26103787395096	0.538257198472394
VARS2_32745	4.9326210090885	4.62076900210266	5.31903386081036	3.79290408744109	3.99596195982654	4.8690235142837	4.6829354888894	4.51905798513999	4.28253215954513	3.58443973521677	4.14882535699434	4.73405040974798	5.25565069737144	3.61255550881134	4.61037576511638	4.79647401860483	2.72575896601887	4.32990642464418	3.20802978128586	3.86940806064399	4.58464514672482	4.12574946095018	4.43980855220287	3.89841022224397	2.89314989764127	5.10124487019347	4.94021374457655	4.89163724800122	3.0412658073116	4.73088304762367	5.08850085113787	5.12885231940792	5.1233644121754	4.14492676902562	4.94702704483896
CYP2A1_32717	0	0	0	0	0	0	0.543155774352543	0	0.392759749349789	0	0.37729557777861	0	0	0	0	0	0	0	0	0	0.455105026989063	0	0	0.471392306349304	0.440592388661762	0.441853061799312	0	0	0	0	0	0	0	0	1.23673840427067
YWHAZ_10194	12.6345579565871	12.4916467626809	12.601138981558	12.9596246677352	12.6798485922965	12.6530428001844	12.432308842854	12.8256925512628	12.6604446393309	12.8244776470833	12.7227080816434	12.2932187959868	12.295631838515	12.9013126085944	12.5281242415569	12.3999196342893	13.6123795838697	12.7852434876913	12.9598345275126	12.7910845490197	12.3503630839495	12.69294072372	12.5020122085641	13.060465362995	12.7639692821102	12.3159583467784	12.2213525752209	12.2895702054111	12.9211099020728	12.943750565521	12.1304845665001	12.6192007578289	12.6943331358781	12.8683820305178	12.4607073416181
IARS_33171	6.95074818747131	6.37426148227133	6.42705378289997	6.92941703592493	6.83159476342094	6.75063679355222	6.69213483012662	6.66340409359746	7.03182000820052	6.90756821275298	6.83271250361614	6.51532950203357	6.58167580419734	6.75839561181619	6.93629383728804	6.21947235889345	6.85234430655524	7.01881356685419	7.05713602205322	6.89480942933609	6.68119388292865	6.73235084321159	6.36795363709993	6.72946497094761	6.60104927195472	6.60578459162542	6.24177918193647	6.41380863748413	6.73742130186134	6.8213430607595	6.41184218160004	6.62678357413765	6.42656593350745	6.11437774021222	6.52900670077704
POLR3D_9526	4.03015933803244	3.88444973277949	3.64752209428785	3.38280695340185	2.07917275844784	2.13314868648558	3.5815627051258	3.30095289921568	4.13617751657196	2.56780963141109	3.18117042554054	3.36649832304539	3.69581783449926	3.05321887395663	2.82243225547107	3.78364459040804	3.7391114115111	2.68139477227694	2.93660835226652	3.49660545615961	3.87996607639913	2.9227451423848	2.82559344616467	2.39256892425338	2.96089496880366	3.31595717305643	3.9473108169754	3.55540910179905	2.71439436494099	3.27973165596067	3.39234359113324	4.06619738100797	4.55894954345244	3.10210779364246	3.56720611020602
PIK3R1_32562	9.42822957047394	9.55214394398201	9.79517656002446	10.1368146540734	9.62162148859072	9.68051899601343	9.63744398310087	9.18093693542361	10.2371216542091	9.23263707610302	9.41469094633298	10.3585517254131	10.5569199433431	9.62781031865014	9.38699011963359	9.47797149156148	9.64895729680443	9.27731526285809	9.23045830106052	10.6149609330084	9.42522365382323	9.19228084740124	9.8564622201366	9.53942499422192	9.38870749194353	9.98336112794923	10.0029679966257	10.5703876638471	9.89696190669118	10.022397889868	10.0803705851831	10.9905082533087	11.2948592754317	11.0637025467964	11.0477538002411
TOMM34_10055	8.61827929369912	8.51128354488392	8.33292722760727	8.192312277259	8.6473879503994	8.56245949587299	8.57671604952574	8.74916147022267	8.58610991385709	8.43635823275394	8.52611879940972	8.65519010550059	8.58870762508563	8.65799003920526	8.46991344571655	8.66740371788515	8.06758433420544	8.55661860039734	8.38832937590972	8.7268298171821	8.68498363505413	8.68635887078025	8.72897876500722	8.77756527910481	8.53117794592255	8.66764329564752	8.70912242337664	8.65955210312421	8.38471602181964	8.75469164678638	8.58731524898815	8.48837772664155	8.30145594360499	8.36415716998836	8.59691073168084
PRPF4_9578	6.94410777796187	7.03862018430538	6.78229895633168	6.61297453165528	7.13527430326766	7.10432041083029	7.2422639812396	6.34951322357836	7.77333783766897	6.74368892783119	7.07264604583278	7.1055175457489	7.62194346192309	6.65767312244954	7.03504396956895	7.13499313538285	6.5052765512309	6.68097600577618	6.81059528233402	7.3123161229462	7.145315774009	7.10674383514522	7.26410020277807	6.72420133906249	6.95676191783493	7.38915193830049	7.20343121103076	7.46509682488821	6.81074567513534	6.53548990656882	7.23592898846196	6.88130856293993	7.24292882104729	7.82225659387069	7.269609350088
SEC11C_9799	7.02184391976737	7.58339749491744	7.45860357442028	6.49451022255675	6.76313749643927	7.08045114157201	7.12903112236025	6.85951759965408	7.54825912936343	6.86596744722912	6.87741090128476	7.69279401109781	7.48776351575216	6.5708524548386	7.15846351437985	7.4471617059717	6.72028556483071	6.39459056256997	6.15713289696272	6.86890125988218	7.57099508646703	7.13114503583252	7.44033447794946	6.43303876722093	6.31425287809224	7.8318407662966	7.60976530413166	7.84397617874123	5.83764278683729	6.37313439939672	7.62451964123105	7.78043845088412	7.46805280563424	7.41736827884812	7.20916650089299
AATF_32691	6.19269522695049	6.49453270798155	6.31832866569876	6.28841041486456	6.46094743813238	6.52163940335386	6.66639327479707	6.41514421883298	7.17614555781707	6.76898781847386	6.72269337822092	6.54646730758669	6.41571289479916	6.27903471299817	6.57197797994522	6.39527558686289	6.0473409220168	6.41088380968516	6.38212718400529	6.61205680417953	6.41888536619239	6.37183318031028	6.35513361286249	6.0511440385065	6.64289980050957	6.52948868495551	6.55988944944492	6.56896987169328	6.58691975945478	6.07058938103757	5.77700966844065	6.34721045137278	6.42656593350745	7.17381783235588	6.65087616884038
KRT7_33211	9.4576670919422	9.24042482690917	9.49148380383292	10.2334788269097	9.44533272149471	8.98995162567901	9.08530657433672	9.23039249053688	10.1689597293513	9.06607672953229	9.256591521933	10.0653043863455	10.2658107721647	9.53420795511653	9.11294006142808	9.06738278911247	10.5193014159938	9.32466542028057	10.0630962098225	10.4235600762435	9.01683709960181	9.37501696550426	9.46574369623997	9.42647965645925	9.81144983798843	9.71713530045666	9.51416231413898	9.68504500364272	10.6636557713012	9.62198159206605	9.07868800395311	10.2736652094798	9.84611358656099	9.94841508447784	10.1013599065489
HYOU1_8857	8.56084130231879	7.78769303562417	8.25338094971474	7.97846915457728	8.16297790982141	8.24040841036424	8.31409181822232	8.37518330283783	8.92944584944818	8.41568291234843	8.45416968816679	8.293132223596	8.34619229390079	8.35067013990181	8.02232934761664	8.09082300733867	6.82402484701775	8.3664365717687	8.47569949481818	8.7278597214122	8.09396062189231	8.18078608717234	8.03931912104951	8.39584388492278	7.98997622773824	8.05430107079288	8.13025856876394	8.24100909615151	7.71545041540623	8.3160034872994	7.93301683685095	7.71363669231669	7.91292788918491	7.87449633794596	8.1223690120841
SMC3_9899	8.81852687307592	8.73754990931219	8.86900008318143	8.40794325527877	8.49155933206825	8.3764983803734	8.41028207405543	8.80599668401893	9.61391665812651	8.57190275586592	8.85613154702988	8.78922598655268	9.2995416860319	8.84667317780123	8.59333853163417	8.3441514313183	7.93483812380292	8.75791183653093	8.77714796196718	9.49041568672209	8.22848864088754	8.8214462391769	8.91299526793353	8.95430802461901	8.81248160211477	8.70899879444125	8.35814699519653	8.78915061932547	8.50668106610481	9.02297930054019	9.32243993696711	8.44785051334077	8.59044381087639	9.01584958946387	8.75325262229059
PSMB8_9591	5.81001062340211	5.96121887413231	6.3695293830014	7.18878275920359	6.27679145015296	6.03007184570059	5.47345775247295	5.00924275466501	7.54342756093522	6.00719084158177	5.98802750814084	6.81291496478058	6.77201930482654	6.3990946663725	5.19273023124747	5.42805753811701	7.45176773191747	6.40004211604874	6.09828059056609	8.25730693005043	5.59910866089768	6.04195148747928	5.85782080873843	6.70829422778783	6.1204971869464	6.39466366786487	6.26584379845416	7.44148373451221	6.75981254459044	6.03269527064352	6.66434893007251	7.41039835245073	7.47417035861208	7.00514125540737	7.36767532139013
C2_32411	3.06780427520749	3.30029473114177	2.94988694527873	3.49676585954337	3.37624935111292	3.32643703685722	3.206145561821	1.63621447001619	3.37671742178375	3.38943063253507	2.53168714802815	3.76978246284629	3.7202643946028	3.23630751400628	3.13895142977986	3.08341286988962	3.14748813544948	2.75130792952426	3.34932952953457	4.7066783074109	3.50902599382501	3.61881777741988	3.45760101436117	3.78164779337979	3.14690812322169	3.64005791741385	3.77915464190336	4.00534207877204	4.7328452233827	2.76719607153189	4.03397448918888	4.69323070470952	4.55894954345244	2.9686532392752	4.7428889021415
TXNL4B_10113	2.47108133079976	2.56494278049623	2.7582821774118	2.40240095471807	3.37624935111292	2.46353123861249	2.0704219903228	1.63621447001619	3.4611197727655	3.03633597142589	3.62741754299507	2.99735007589335	2.75654456273221	2.89883514882783	3.39836858949286	2.24430439064437	2.12731928477152	3.31011096486952	3.47801631922419	2.93666082950933	2.9403334370965	2.83039135663366	3.25167029708317	2.49502024934033	3.50559663772007	2.96506588297246	2.26864398660929	2.30571285030497	1.41627397158557	2.34070026588048	2.3424154172783	1.41035574018306	3.21351590748506	3.79674626512791	2.34197276456851
NNT_9326	8.99111978499617	9.48509125859573	9.31117876758848	9.07527840326749	9.24725145957247	8.75946748367057	8.73058568745658	8.71047221761228	8.84263073728041	8.74889594088877	9.31733550699944	10.1793680804108	10.1332685414727	9.32717372899094	8.87773756886613	9.14246317184405	8.69833318666827	9.19894817178329	8.94148530974266	8.78439156991167	9.24119131132743	8.89738534725974	10.0732063102868	8.80898169613758	8.98408657227653	9.65372484348782	9.37081685286457	9.12184554236575	8.4618591770072	8.76628393815802	8.91661924432402	8.99907633746984	8.94338938671021	9.22966286099894	8.88466656959389
NCAPD2_9284	4.7313641426247	4.65871166495295	5.1920518096807	5.68886595930904	5.84788340970408	5.34027556767928	5.3495284203814	4.621471745009	5.05436899604543	4.8795603352821	5.30592331095758	5.87149191756005	5.10598322102239	5.23969920264981	5.10452394834949	5.04811576693093	5.29213958086489	5.2459427627375	4.83669383040246	5.40772801286452	4.99019501503938	5.66794251855845	5.79592115605047	5.2070946449283	4.7587715655078	5.03970718861197	5.16158944238784	6.23992621329251	5.25826588912214	4.99011647041387	5.63975664693296	5.79999103485226	5.93521698913505	6.60512971409075	6.32441463137704
CCT2_8233	8.9285816046935	8.12577531752642	8.90848512255555	8.64268177077344	8.22650421781856	8.55164904210327	8.44665346135005	8.90957087097435	8.27971942832211	8.7703511636698	8.23696190490468	8.04137672206315	8.10527623432636	8.48562616310546	8.42327276312108	7.94342992395248	8.59737331762269	8.6916637260258	8.74660032830026	8.42924276578008	8.17209750304292	8.67478585898318	8.16216434067955	8.89112699831428	8.62552297201637	8.13191551808001	8.19016938265346	8.04537832979384	8.56718051195064	9.0051524542886	8.58901111995429	8.26165292272541	8.00030353151727	7.81255183307818	8.16618044895065
SVS5_33083	0.648993656389082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.440592388661762	0	0	0	0	0	0	0	0	0	0
BIRC2_8146	7.47306455637599	7.01687335734768	7.75662519161267	7.6616403659925	7.33452091756133	7.49583214402062	7.40287196982152	7.31794196531664	7.73994042889417	7.05059605424719	7.17168069698687	7.38069356609134	7.57412490395784	7.21623301285412	7.35858889556281	7.16034814153799	6.99888199130492	7.09137130309707	7.08097403872739	7.96233894867735	7.36895157229207	7.367211130395	7.33980218105854	7.69601200977486	7.11381685110207	7.37364862731821	7.37549737245799	7.49120761908057	7.34774053356473	7.38460315739272	7.50025415700894	7.15746118889119	7.64658312393611	7.48001736267793	7.33975476780672
LOC100912282_32604	0	0	0	1.83676990076958	0.665830736074535	0	0.543155774352543	0.882366384347421	0.701154178287412	0	0.676095310377013	0	0	0.643012073658695	0	0	0	0	0	0.68268536468181	0.455105026989063	0	0	0	0	0	0.510253053327549	0	0.638136605976403	0	0	0	0	0	0
CD74_8252	11.5846995049536	11.6856082728896	11.7998029539691	11.9111763094543	11.9521550147386	11.3246086752068	11.3302394835965	10.8765839459833	11.1303740246386	11.4474749874436	11.8102278995427	12.2076431011207	11.6369953956155	12.2547568468159	11.1214168246568	11.5216348541716	12.4270899467532	11.6059580829835	11.5972620296883	11.8676802031896	10.9604650587379	11.1814033841721	11.9215588014924	11.8770978414739	11.4501449549929	11.5598580362322	11.4475451056321	11.5023353647766	11.4823185830188	11.191104138971	11.2426359533104	10.9323297526042	11.6664422039601	10.7679116975707	12.1719646823412
PIK3R4_9484	3.25112980718338	3.64082170214206	3.47123008393626	1.44080823710855	2.89749156045099	3.405415016487	3.52539215778378	2.59940795991141	3.41953573576934	2.37037767172705	3.31717971004491	3.21968836643326	3.7202643946028	2.38180813102748	3.56628008392595	3.78364459040804	2.12731928477152	2.53050213285886	3.15767761644491	3.33297571284378	3.55527570727111	3.00954093248873	3.66573234211253	3.06047806288646	2.07534550510197	4.004556497786	3.36941064674992	3.90532077564859	2.58661089508052	2.63854921124258	4.25516841191596	2.7661911029926	3.86222156857528	2.82158350374257	2.87401790485004
ACOT3_7970	6.66603364812804	7.07415192631054	6.92604023145317	5.95123534994607	6.28223743499523	6.64067689952964	6.44203797779212	6.73939253940752	6.9611194541517	6.16798007831635	6.68965427179169	6.71124551183708	7.42221786359288	6.25801615957067	6.86828019180397	7.13179219687309	6.54051305560691	5.76000882582597	6.24416033359034	6.51038563266205	7.09532350692971	6.39619994092852	6.36795363709993	5.82396192150881	5.59998651933251	6.93217459047922	7.05941585172798	6.95401870312	5.12661694262753	5.89867111917276	6.59852428080114	6.46019236811329	6.77269680316077	6.77465728914458	6.63783248895316
COL4A1_8355	3.3347376210251	3.48058202871327	3.1966637688924	1.44080823710855	1.7424056105543	3.48029295523233	2.59185193012031	1.63621447001619	2.85958187936672	2.56780963141109	3.35980865511345	3.62170780465621	3.45487987412369	2.59795408447709	3.13895142977986	1.66927634727947	1.69867751745527	2.06527987866856	1.94583662872283	1.64059149065431	2.11701123069137	1.74460338122288	1.97186417695676	2.16286148988987	2.49648772302799	2.89729130450424	3.63878052816015	2.89801664726668	1.91899240314624	3.51779257722025	3.39234359113324	2.57871677293976	3.32602751652013	3.10210779364246	3.81908541248776
CCDC86_8215	5.36923107339836	4.86753119672818	4.98875169667094	5.75906531413614	5.21212630048182	5.34027556767928	5.06428393154478	5.08289253044417	5.51554383982355	5.23949588173066	4.96298269431602	4.93566944126196	4.75006557338795	5.03252459638408	5.25960709910002	4.79647401860483	5.71860140523272	5.23378237133688	5.23905389529284	5.50705452132948	5.29281516071701	5.14261751622132	4.51857291647002	5.29492350643489	5.30646057116892	4.72479775481355	5.09150520679616	5.23161366300191	5.65856215109399	5.11625840600256	4.18513873816072	5.54212620505453	5.76602160879425	6.11437774021222	5.18082169589716
PTGS2_9612	2.47108133079976	3.78502944391581	3.1966637688924	4.59388215074732	3.15663944246005	2.958560022361	2.35456724744572	1.81974557863391	9.01482691741404	2.65723893441132	3.82291432401239	4.82150656313326	6.39308284606925	4.63618419270728	1.66408282246213	3.23430104959637	2.72575896601887	3.05759733324417	3.34932952953457	9.18242416467283	2.23536741470124	2.83039135663366	4.43980855220287	4.17021841556712	4.36764234446343	3.72069759825114	2.70396446422907	4.94299085229612	4.60675867750613	4.90877328632584	3.32880781026339	3.4526167543515	2.00341699310807	2.4730164818654	4.5334786584416
HSD17B2_32476	0	0.409060698740151	0	0	0	0	0	0	0	0	0	0	0	0.357037358433199	0.519868181825311	0	0	0.398914157748963	1.18131073919278	0.381352420777562	0.455105026989063	0.556017757855779	0	0	0	0.779634465651413	0	0.44207412031363	3.30758639302053	0	0	0	0	0	0
