ID	S5P2_C04	S5P2_B04	S5P2_H03	S5P2_A04	S5P2_E04	S5P2_F04	S5P2_D04	S5P2_G04	S5P2_B05	S5P2_H04	S5P2_A05	S5P2_C05	S5P2_G05	S5P2_E05	S5P2_F05	S5P2_D05	S5P2_B06	S5P2_C06	S5P2_H05	S5P2_A06	S5P2_D06	S5P2_G06	S5P2_E06	S5P2_F06	S5P2_H06	S5P2_C07	S5P2_A07	S5P2_B07	S5P2_E07	S5P2_F07	S5P2_D07	S5P2_G07	S5P2_B08	S5P2_C08	S5P2_A08	S5P2_H07
PBK_32309	0	1.04617728540871	0.584714704071998	0.786106887314091	0.435397488144401	0.52514066769725	0.477691006593886	0	1.25549808163569	1.66650452303234	0	1.00298189046799	0.589748335247325	0	0.619879980955234	0	0	1.72332186506579	1.11520571793232	0.635303737823012	1.07443641941811	0.750423404666448	0	1.23517267911445	0	0	0.710843295482793	0	0.653189913378643	0	1.13733813748866	0.824056493647572	0	0	0	0
SMN1_9902	5.50920941773989	5.44632349086728	5.24720356693968	5.64091014446738	5.69289592570218	5.5975305747886	5.93202620191427	5.44643151195256	5.31650337107968	5.40307888082207	5.48903932952923	5.51362159773989	6.14338971993072	5.71375575399833	5.93347116581067	6.22285602407599	5.31384193810833	5.21939476139231	5.50200721167347	5.87133931056813	5.89754685547197	5.39015824733983	5.63364881886033	5.76783383568531	5.75514933760646	5.62973505250166	5.75090464053586	5.38538547173961	5.86453678201823	5.52200019610787	5.54196133472947	5.89599667436748	5.32690069802209	6.06036570022637	5.59929249346299	5.80745554705874
POLR1B_32822	3.21384614196161	3.62767010852197	3.58428095749611	3.91896715284946	4.10475888425256	2.83734473812267	4.22211628438571	4.01414583159944	3.07038530853295	3.14208713876806	3.35680567204748	3.39770871859114	4.18344384402406	3.85833145098956	3.79513687596069	4.56917714211123	4.10071248660689	4.14479666009748	4.70457142787572	3.83575772765269	4.26658699923289	3.39944602727968	4.40122052313717	4.16399701206205	4.41875565585655	3.57475812451564	4.23490715197227	3.96481007669886	3.57048602958254	4.12301411466333	2.80709502084824	3.96690662999614	3.71119017855313	3.97072735852124	3.51177023509657	4.11707267147504
CYP4A8_32747	4.13392640553577	4.5680980424885	5.99926810274255	4.79718677888506	4.98407216153595	3.58217627554965	5.50315763403561	4.34015754314792	4.69904745715154	4.84964404294857	5.65704368120564	5.11430974801761	5.33588220328812	4.29037601996681	4.26674227060436	4.6194724409366	4.05469958272713	4.23574055187446	4.06561504611505	4.974050182497	5.29107026682731	5.10567964678607	4.58049692834344	4.26905451169162	4.55011408663018	5.1275957349855	5.86563309893436	5.27627340391541	5.34028700934784	5.04368649703176	3.40571774567704	5.02615605635962	4.23189692064914	5.51330387211987	4.85634686180997	3.91863663469036
ADCY4_7988	1.75069319219626	1.04617728540871	1.32148203027008	1.66595870159147	0.435397488144401	1.67598274085918	1.56684730240814	1.15639594867989	2.71149104070247	1.85173280193894	2.98796186662885	2.00447052766846	2.01074588811245	1.42650111800181	1.65397228737223	1.9809855233494	1.65729526315502	0.655800189385507	2.16953281911352	1.91315698402523	1.6833813880173	1.89884524789659	1.42088635202014	1.89071534089988	2.34416863375063	1.77637746378594	2.44819369559717	2.39576166224508	1.10116809770547	0.898732706382503	1.99977258900245	2.02910207716694	1.27691581509526	1.54329967095594	1.2021347189069	1.99029564651153
LOC100909544_32732	0.479437912011934	1.04617728540871	0.999628289063894	0.4459463983004	0.435397488144401	1.212396057738	1.12269896171418	1.60801985526224	0.944856253431593	0.902867083765724	0.944461096003751	1.00298189046799	1.59451834626013	1.42650111800181	0.619879980955234	1.42457711154442	1.05458671288028	0.655800189385507	0.662779255435013	0	1.07443641941811	1.24157965561435	1.42088635202014	0.745923648144325	1.89470189792942	1.77637746378594	0	0.686106509340964	1.94979933737808	1.84530237650378	0	1.34525653103807	1.27691581509526	0.712112548902157	0.722815125497789	0
DMGDH_8476	8.07387618378645	8.00344593176809	8.04910783822964	7.83812273973531	8.0719322979648	8.38291796901835	7.62965990381285	8.3661563258839	7.94595131433811	8.15252654780553	8.19085193555398	8.13779339533248	7.76913171483784	8.02758985463326	7.97533787348214	7.71906414247864	8.05220784119085	7.93668252136257	8.14882125374083	7.77469683553874	7.90945624050137	8.04264594709989	7.88855011649582	8.34264700226905	7.70709354459206	8.07164602762445	7.99473509139815	7.98702657026892	8.16651860208719	8.55852008131262	8.3171103417756	8.17552930662179	8.20404096053072	7.94292061722508	7.97012508457499	7.77826793405924
INPP1_8904	3.88723405367837	4.52425492661827	4.78064323957714	4.59581841220566	4.91836328021651	4.86298338032416	4.66310653773843	4.31067827396148	4.6731279884643	4.8277179767707	4.93465974245757	4.29105492749881	5.10135411189517	4.91250476854755	5.09922511422556	4.73803604379904	4.31104196076201	5.12738085699295	5.36583018666305	4.89577598005061	4.63091994296356	4.92306922485851	5.15657155387334	5.09488348975321	5.5402151644725	5.05049530830867	4.95082982548882	5.1081670251609	4.86093489223548	4.38417643498408	4.80706252990471	4.59163786756198	4.65503500680293	5.43032805296403	4.64758935352023	5.28199852908187
RT1-CE5_32445	2.61461674661677	3.78456782724236	1.80682387711212	0	1.79326479430256	1.212396057738	0	0	1.25549808163569	0	3.48144991339088	2.58992889964258	1.00717281142934	1.98327477725393	2.5436755270471	1.17840776648145	0.621582155192804	2.15475730681844	3.4480024453496	0.635303737823012	2.57931210947684	3.80358281846201	0.640775025120522	0	2.34416863375063	1.14588913302114	3.3095615499008	2.01602471013794	3.4242377914677	1.44829574975365	2.925736097282	2.67641139311474	1.27691581509526	4.33242407422461	2.08814043079977	1.99029564651153
CYP51_8429	8.73453348931682	8.77487221130184	8.96648422709952	8.79199395016274	8.78464111495832	8.6331574341197	9.18272833036771	8.86282828870601	8.96988556407528	8.29716854719056	8.91206401226842	8.99036435106586	9.40553252123936	9.08883272428796	9.08225899952637	9.19760151972613	9.00026739901061	9.32535015038065	9.12081430971775	9.08680685539078	8.7484911225573	8.47210869868396	8.87866368769319	8.8392262729003	9.7562025558466	9.75779663328506	8.74450794286595	8.98937544736824	9.03608307657053	9.05228020146372	8.67141548613438	8.51024147784673	8.99377454600762	9.41489422158877	9.03499547118571	9.59207945833405
LOC100910973_9069	6.54292174991123	7.4625298230353	6.47499826955803	7.57589232811345	6.33928568620975	6.78567344838263	7.15284004007913	6.17556332553357	6.87712620506327	7.69444436188467	7.70100319157746	7.79056551269369	6.66522013597738	6.51261893187772	7.17304283874188	6.07750242577293	6.37262750497424	6.60149976079205	6.94786706131382	6.36334484257827	6.97689762354437	8.0124681236653	6.25715173773525	6.23793148300121	8.13791384532341	6.51341867940505	7.57557441401573	6.55715172456899	8.19498929603158	7.46335095162217	7.36427104980118	7.19575335049868	6.35970780719189	8.80446223163211	6.96839341796812	7.40708246014413
MMRN2_32997	3.63596452769558	3.40401170068232	4.04369567427653	3.69519709860503	4.01330006786916	3.7327108265245	4.12809164494605	3.68709690735155	3.98184837954114	3.45975270392346	3.80142547845903	3.39770871859114	3.47244668394898	3.85833145098956	4.22594289920295	3.47328665300259	3.90714065792097	3.99663535923808	3.78960913462604	3.37927444732214	3.45326645640823	3.39944602727968	4.28188333699223	3.79326173004209	3.79832470707795	4.26246095256717	4.08057360973068	3.84765436968988	3.82484487983755	3.89052842495542	3.82753715777978	3.24399581049998	4.05790450518361	4.13694855182624	4.10935912309864	3.7693520342007
HIF1A_8801	6.94025971504964	7.17064443303092	7.36558320389947	7.16701387802249	7.42506841153421	7.13120281557857	7.34620734137683	7.31407291968688	7.19659759511101	7.59085704873989	7.39514036063234	7.09867121502181	7.55726560489329	7.47420685821073	7.60161510818748	7.53805926768534	7.31593836069132	7.45901206611362	7.50133571346983	7.57149887680281	7.51507238361088	7.4340960215943	7.41301398208157	7.64423122682903	7.70239377062438	7.51987296032303	7.47072132092933	7.321316358745	7.40879055698681	7.45626698638453	7.62759692637792	7.41348329391295	7.26005218935577	7.36088662390193	7.42126218510992	7.7976758952654
MAPK13_9187	0.479437912011934	1.04617728540871	0	0	0	0	0	0.863409348347233	0	0	0	0	0	0	0	0	0	0	0	0.635303737823012	0	0	0.640775025120522	0	0.748128720599578	0	0	0	0	0	0.677958204094693	0	0	0	0	0
HOMER2_8820	4.97055129259937	4.86028439452699	5.44221707484443	4.52948695007679	4.98407216153595	4.21435452316744	4.89012873118546	4.74464433518202	4.64673431792863	4.91349105532131	5.29885990722559	5.09324559793661	5.03623974842852	4.91250476854755	5.228773239851	4.76062280241991	5.29417481219284	5.42662496356926	5.30328926226897	5.20797902014486	4.86791775687495	4.98654252534303	5.28626476489138	5.65605227240595	5.82599552353486	5.20078395708947	4.32932578139145	5.29876599130292	4.80292496516686	5.49460131422127	5.29982819873313	5.41279338042433	5.19298703173884	5.2240969342431	5.09467375097575	5.25417077750296
STRBP_33130	6.41546931504954	6.43561330119725	6.63588857732119	6.57797464138488	6.53832020514777	6.48692228975508	6.50597861149667	6.71500439494452	6.26396885165676	6.69535106154861	6.56027869443411	6.42374060740619	6.8343630818507	6.47204738584437	6.5606238031973	6.36966477899632	6.54061665802953	6.59292439564657	6.75104448574392	6.50189905613868	6.7059997384402	6.38468298697527	6.44479369172521	6.94097211062538	6.64707664633578	6.86820219049126	6.43172183819859	6.58487144412753	6.55102279568157	6.72240767151821	6.23619341768862	6.61570295191553	6.55795923025044	6.53762177988664	6.46194607479831	6.66313058597595
P4HTM_9408	0.838670042345574	0	0	0.4459463983004	0	0	0	0.495353707602863	0.944856253431593	0.520939199670416	0.548175133291146	0	0	0	0	0	0.621582155192804	0	0	0.635303737823012	1.07443641941811	0	0.640775025120522	0	0	0	0	0	0	0	0	0	0	1.18675559502562	0	0
CP_8366	12.5686305172543	12.6957701829712	12.513724112259	12.7056550361034	12.4351987949522	12.750762388023	12.6520935183202	12.5932948182158	12.5473117476028	12.4414817481853	12.4809252440807	12.699661472224	12.5447140674957	12.6033361307026	12.3564376491658	12.3806870779725	12.7871971876969	12.8376429424645	12.5842039249363	12.3159367267253	12.6367985813858	12.574583790493	12.4981058758927	12.4835114027074	12.6093359346599	12.9975083188366	12.4996126908375	12.1988665161788	12.6289958977209	12.6724899032515	12.6485487033898	12.6631205037012	12.6630751933659	12.5393682953174	12.7186265578253	12.5004060274326
GPX1_33050	6.21570321411193	6.21205351749664	6.26605268155646	5.88149791646424	6.38864744710418	6.05358946024676	6.09829050112995	6.27049037068684	6.21989002523206	6.04948612716465	6.47288801761092	6.25380691349203	6.58401584945146	5.60538512739967	6.68624828843142	6.44829556571459	6.4457572760794	5.96756940567956	6.41875960457273	6.26298308988744	6.21998743610534	6.38468298697527	5.88638721280861	6.48692730564392	5.98923850970653	6.05512039162833	5.80119511106508	6.63876249030084	5.86453678201823	6.39206048136478	5.93043908630951	5.95092959651254	6.60089806533552	5.96040315171994	6.15467891045259	6.22083888535966
LRRC17_32500	0.479437912011934	0.774024908132024	1.32148203027008	0.786106887314091	1.93291794375212	1.86173440919912	1.56684730240814	1.95146256389195	2.08320988243434	0.520939199670416	0.944461096003751	1.3255056245733	1.59451834626013	1.18011937374778	1.65397228737223	1.17840776648145	0.621582155192804	1.72332186506579	1.45911075011666	1.68394744065336	0	2.69115263275732	1.08292943663715	0	0.748128720599578	0.683842243531063	1.54115880978574	0	0.653189913378643	1.44829574975365	0	0.824056493647572	1.27691581509526	0	0.722815125497789	0
RHOC_9707	4.10116386002933	4.5018233870286	4.49114263202905	4.70001306941713	4.73966911897254	5.02738940472259	5.06946999804689	4.78807546220249	4.79830538391081	5.31125338742852	4.84469178521995	4.76062491775737	4.82115641973166	4.78581523310375	4.65269470802794	5.02599056274903	4.45968736368042	4.68627925104072	4.73648025286543	5.22941381696734	4.56504477016902	5.01726176891599	4.47562502000487	4.62624441350161	5.04184763220905	4.65858242242581	4.79410098287196	4.51864080141102	4.88908796903898	4.55306033827264	4.41924983958509	4.95627495808979	5.13573571346136	4.54454978600577	4.60965895592429	5.04272002325585
GPD1_32517	9.42893345145592	9.49380413075762	9.76163937735645	9.61421335357942	9.80646495979795	9.14376334071426	9.53004993111269	9.53623952917725	9.69016806427132	9.81990714305386	9.91747804835262	9.45199851330718	9.7624864293815	9.70170949940398	9.63356300144713	10.1181793547974	9.74548942528904	9.96917326728751	9.59444298745308	9.7951250665247	9.68903333769738	9.59242661447935	9.92604602502214	9.76989952335875	9.99974260451128	9.89551611666536	9.39263005980585	9.75262109332206	9.88635392308216	9.65888142246899	9.48994640965232	9.60420153671303	9.58516332018431	9.8771800564759	9.40251090551115	10.0860771567956
REG3G_33090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRKCD_9567	2.70460754896539	3.58562660415359	2.6998106127503	3.47791143284531	3.65825157760109	3.35340116122961	3.43467226890114	3.32375326182281	3.59693095693935	3.8561452091821	3.70244794026934	3.46484866175493	3.26073798738576	3.17276217456701	3.73824779477262	3.57873675352809	3.09421269474777	3.50574004621305	3.19594797689	3.77874358250118	3.45326645640823	3.57489878620597	4.15177731888784	3.07852849845752	4.46388384860373	3.84208087985606	3.21379633823898	3.50486236823821	3.34515014788946	3.26967280586231	3.40571774567704	3.12164018965369	3.45449538535144	3.97072735852124	2.90765850639095	3.60281796123634
SLC6A1_32594	0	0	0	0	0	0	0	0	0	0.520939199670416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.677958204094693	0	0	0	0	0
PPP1R3B_9545	8.39599980245207	8.62596011671704	9.0243974720745	8.32076685207574	8.71861523412604	8.14631160162397	8.99127264048822	9.24335766210109	8.81257389176692	8.15692971398977	8.96640087143327	8.41533108012893	9.80627089564523	9.42889961512024	9.59603347247979	9.64730056380211	8.65380136065901	9.00171841512188	9.43950045525279	9.11730871490732	9.48708174934682	8.46933410105849	9.16667743537092	9.05475442049685	8.64361356577249	8.36224661116412	7.85491403930981	8.9928283503267	9.6681375953868	9.67727641721424	9.41712783340015	9.34182330446314	8.57362994225234	8.77323686179333	8.84809807340393	9.46431688156739
NALCN_32735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13733813748866	0.824056493647572	0	0	0	0
TINAG_33073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DERA_8462	7.29557008951928	7.08646997918053	7.45869232658373	7.15972312091555	7.25582292503782	7.52429731734667	7.25276094441194	7.17375920334892	7.30183457507269	7.29177191591668	7.47602504587186	7.30054051035683	7.25262057290936	7.20799833417421	7.24627506575426	7.1288660008226	7.02519240490348	7.04041169568233	7.34970138583519	7.29481053331515	7.23166663582039	7.42839288813481	7.11431461041607	7.4287206618926	7.38219629874618	6.95537909150673	7.06698208311803	7.24807945269257	7.29766056519217	7.43480396506472	7.16761875178337	7.15734027462005	7.43041969930376	7.54470597424905	7.07662598675841	7.35563150248109
RALB_9655	2.18516985624018	0.774024908132024	1.58446686485409	2.2085404277254	2.06023773711811	1.46273059317589	1.90596405797808	1.3998083593708	0.944856253431593	1.20455842792841	2.08258154244315	1.3255056245733	2.01074588811245	1.98327477725393	1.65397228737223	1.42457711154442	0.621582155192804	0.655800189385507	1.45911075011666	1.68394744065336	1.41080178189225	1.60732294386553	0.640775025120522	0	1.23831342897601	1.14588913302114	1.18492841851128	1.14917548096981	1.94979933737808	2.15630277852457	1.99977258900245	1.72732389774405	1.64837610590874	1.18675559502562	2.08814043079977	0.801817572827406
TXNDC9_10111	7.61855716025711	7.56074522221988	7.550007234159	7.42898076080648	7.23235515476478	7.40602955718654	7.32163814970158	7.69677163063345	7.60917419899372	7.05751823365379	7.43422287153512	7.41106401733052	7.59166441160567	7.51471856496285	7.75646078717281	7.29281044419604	7.58233611224734	7.68964700789875	7.75605440073308	7.22716550159332	7.7592247868245	7.79923696687809	7.50470609978749	7.81443993295335	7.43414486930394	7.76479995234777	7.46032611288113	7.58650771018278	7.63759568499242	7.91474896316497	7.84267692995256	7.69669631989749	7.50012718883346	7.82199727572261	7.37678894511118	7.50478669501263
SRSF1_32864	6.67679622142869	6.10450934238185	6.13881838375986	6.33423990172077	6.04815817056857	6.20723430338694	6.62550119088616	6.44343969368114	6.53254622605303	6.15890305514609	6.836019556408	6.5372748154806	6.64352291791451	6.56499829885535	6.5523968776681	6.96833738912919	6.36322003056363	6.09449531535314	6.44796202170764	6.60389428905265	6.41956068188957	6.26179027971061	6.38813177055493	6.34994314986724	6.23031445816203	6.6590402038235	6.63024714002019	6.81294996108095	6.60294061792972	6.51987034643455	6.35725248020891	6.03807738710509	6.42089723419454	6.96360163940203	6.19365986525294	6.53021765432988
MARCKSL1_32320	3.1512105833108	2.66112343609322	3.08680681613993	3.52406558829763	3.2410470377865	2.92335997104287	3.43467226890114	2.91736704996138	3.07038530853295	3.45975270392346	3.59617647049693	3.76040466932253	3.8206476006864	3.63152309272818	2.6707210109917	3.57873675352809	3.00023443468768	2.75593346062911	3.52310155722172	3.45401334120029	3.71862375801705	3.39944602727968	3.31421280967191	3.29302006221246	3.56971047022648	3.57475812451564	3.39936369732708	4.26813983531933	3.26147422692825	3.39351266394969	3.23238979491633	2.4911504591351	3.35766818379907	3.56674457077761	3.51177023509657	3.84592439899566
FERMT3_32542	2.61461674661677	2.66112343609322	1.58446686485409	2.97855095505121	3.18626557381219	3.08138327794354	3.08027406353532	3.20058697140321	3.1477096746484	2.63660576967627	3.22036539841206	2.58992889964258	1.33053119908401	2.78822447452137	3.08991548507481	2.38153121274357	2.79164260363039	2.87388899205136	2.89033467582317	2.82495355974967	3.21633758263915	3.30300977340734	2.45241943043511	2.68175978716086	3.29792019648221	2.69102286156409	3.21379633823898	3.05436684511185	3.07798478233899	2.98466591964956	3.03535766888252	3.12164018965369	2.39769667210453	3.00364057158977	2.29348698873488	2.63298291504246
KRT19_33154	0.838670042345574	1.04617728540871	0.584714704071998	1.66595870159147	0.769405070128764	1.212396057738	0.835945416547603	0.495353707602863	0.944856253431593	1.20455842792841	1.25502015486473	1.00298189046799	2.01074588811245	0	0	1.17840776648145	0	0	0.662779255435013	1.07486809526498	0	0.750423404666448	1.42088635202014	0.745923648144325	0	1.14588913302114	1.18492841851128	0.686106509340964	0	2.41200579884175	0	1.34525653103807	1.64837610590874	2.06729657251275	2.08814043079977	0.801817572827406
CCR1_32800	0	0	0	0	0.435397488144401	0.52514066769725	0	0	0	0	0	0	0	0.882815317966341	0	0.506997428465067	0	0	0	0.635303737823012	0	0	0.640775025120522	0.745923648144325	0	0	0.710843295482793	0	0	0	0	0.824056493647572	0	0	0	0
ETFDH_8575	7.27735569285832	7.08269641760035	7.53841929187119	7.04964486291022	7.11260120813458	7.28533824308258	7.0625261033142	7.55311350318291	7.3476168340647	7.153186639241	7.14013637150992	7.18582571745398	7.50207084083697	7.41479518771898	7.5405374753385	7.27330766863009	7.24087403899864	7.66121761126163	7.77921739620678	6.84514545447636	7.43896050561689	7.81680608348585	7.45499800960748	7.4951964096575	7.20746705561719	7.25936188641736	6.85320851710422	6.99614678685697	7.05210681114459	7.49825822736158	7.53730510101989	7.31222274725974	7.34459457737881	7.16949480308592	7.01266548226125	7.36216411658006
FOSL1_8659	0	0.438310887425759	0	0	0.435397488144401	0	0	0	0	0	0	0.586951112346528	0	0	0	1.17840776648145	0	0	0	0.635303737823012	0	0	0	0	0.748128720599578	3.6463739963831	0	1.14917548096981	0	0	1.76532071347527	0	0	0	0	0
ANGPTL3_8045	3.99816064765743	3.54232098073321	4.08676307052421	4.25628389045695	3.98147833609824	3.52829291775529	4.06182182114696	4.01414583159944	3.93898717373468	4.09515606832237	4.77333133765771	3.91245181514456	4.18344384402406	4.12576831826896	3.08991548507481	4.12287899588901	3.79965484981389	3.17900996337529	3.4480024453496	4.34796788390867	3.29971268533284	4.37756162010936	3.23074068467054	3.92770684843041	4.67050398729551	3.57475812451564	4.18527471153623	4.22180982136919	3.57048602958254	4.7512936759137	3.23238979491633	4.10248294092997	3.99490923694858	4.18835599197122	3.24110661154358	3.98785932422902
HGD_8799	9.50838839359046	9.43508260806928	9.75997728709879	9.49109052285983	9.5052234837399	9.19977487063246	9.62633701195914	9.35677499132807	9.75646837009591	9.69073038047955	9.72760468661419	9.33237785683836	9.46137296310778	9.33963433025106	9.65773152996797	9.51738115227098	9.51854241984675	9.58736228168001	9.36490764493356	9.57420043919853	9.63487576882721	9.62644909454912	9.8068177498246	9.74393435998545	9.62576455029167	9.19968984060349	9.56140495081951	9.71339375123167	9.35651653744105	9.46251949421415	9.48633113515336	9.61841122303335	9.53207229669271	9.36270488485762	9.61605469906209	9.78431714345517
CYP3A23/3A1_33326	6.20031733933099	5.8171791916631	6.07608309725586	5.94224798199585	5.8242783241591	5.87082530476731	5.93202620191427	6.19988704732122	6.26396885165676	5.57086148821515	6.2631570792924	6.46532168671207	5.95659308912673	6.00669663573902	5.92074476077217	5.73376374917886	6.13902819016167	5.82839006627397	5.89027517636154	5.63480513952064	5.78631049780014	6.19618144914176	5.47945658690564	6.32579241426187	5.31244488203055	5.87305452351709	5.29298909174027	6.35734832631534	5.86453678201823	6.28418185802114	5.7652370982534	5.60772577647064	6.40886520855646	6.1011736575462	5.72878975697402	5.55717582139871
MAOB_9179	8.96595065827089	9.16222083832911	9.2835034249584	8.88887379681694	9.02798086326223	9.15602954629595	8.77564223967556	9.27040703613051	9.06887446730815	9.1838261512893	9.04172311349161	8.87938906622494	8.91212574103391	8.96760191903082	9.26453396457915	8.60765102761668	9.01084930148516	9.27798997677921	9.35080387502297	8.52500307713948	9.08745364817409	9.43495384524069	9.10501983261241	9.21290162166128	9.02675423874689	9.11859664672684	8.76998402174421	8.62341458030227	8.87649687807994	9.14330964833969	9.19593055520931	9.23151777515673	9.17164214949565	8.88456947408934	8.91571774815011	8.99899757263824
ECI1_8520	8.34793623376031	8.12950617714531	8.44012779011155	8.69571853798603	8.23600321460355	8.11237904282455	8.41161233636709	8.03994138536179	8.51717270262684	8.02344322390679	8.19313228769177	8.5392713158078	8.98726158600243	8.39074580144113	8.64508201546517	8.18343481921043	8.43104133285171	8.25199588939365	8.61573953779169	8.77139903896931	8.8728145550376	8.69985065543359	8.39206299960132	8.66969496024726	8.74764150348628	9.33859274911257	8.21167858668559	9.01677000931908	8.57236437619847	7.98534577682736	7.99291943490522	8.22836762844323	9.21892459036893	8.53340172883782	8.38091143932072	8.79443026812512
WDR43_10168	7.24772571546055	7.33192587205518	7.06535122284809	7.17426797597646	7.46301025059974	7.20604417610962	7.84691767922734	7.88104543729158	6.83098595880827	7.09471520635025	7.48721852012371	6.94842379879075	8.07765198623334	7.75630541209044	7.92205687710283	8.36022220772521	7.32080646703982	7.68158132739467	8.01537730817854	7.42126990843107	8.23747097052834	7.55417820141991	7.72278441239101	7.85719249422027	8.01821619723126	7.74861922575109	7.84695586895647	7.56347144028093	7.87429144660649	7.82410324357618	7.74116518084753	7.80004912959948	7.30618961448285	7.5148113977232	7.38803644111126	7.94854819983305
CST7_32653	0.479437912011934	0.438310887425759	0.584714704071998	0.786106887314091	0.435397488144401	0	0	0	0	0.520939199670416	0	0.586951112346528	0.589748335247325	0	0	0.506997428465067	0.621582155192804	0.655800189385507	0	0.635303737823012	0.635011033663424	0	0	0	0.748128720599578	1.14588913302114	0	0.686106509340964	1.10116809770547	1.44829574975365	0.677958204094693	0	0	0.712112548902157	0.722815125497789	0.801817572827406
LOC500013_9124	0.479437912011934	0	0	0.786106887314091	0.435397488144401	0	0.477691006593886	0	0.944856253431593	1.20455842792841	0.944461096003751	0	0	0	0	0	0	1.10499351301446	0.662779255435013	0.635303737823012	0	0	0	0.745923648144325	0.748128720599578	0	1.18492841851128	0	1.10116809770547	0.898732706382503	0.677958204094693	0.824056493647572	0	0	0	0.801817572827406
PNKD_32906	0	0	0.584714704071998	0	0	0.52514066769725	0	0	0	0	0.944461096003751	0.586951112346528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.722815125497789	0
SCD_9786	0.479437912011934	0.438310887425759	0.999628289063894	1.49110250072618	0	2.02627500498544	0.835945416547603	0.495353707602863	0.548435181850709	1.45394222500976	0.548175133291146	1.00298189046799	0.589748335247325	1.63687998624594	1.05206433545177	0.881413267272786	0.621582155192804	1.44703357414768	2.34536979427073	1.07486809526498	0	1.24157965561435	0	0.745923648144325	0	1.14588913302114	0.710843295482793	0	1.71833591649142	1.44829574975365	0.677958204094693	1.34525653103807	1.94351173925249	0.712112548902157	0	0
PNPLA2_32913	4.64652111762502	4.08540445391875	4.67171098907868	4.73967137211605	4.93507319638691	4.90587441672709	4.98258430888082	4.39736829556055	4.06393001603482	4.50744283964108	4.59166428784822	4.64957598673115	4.87180003508563	4.93257883694243	4.30641949849386	4.90954157287813	4.77555185227071	3.99663535923808	4.42018134332282	5.14169490941928	5.02317233416876	4.51305909224703	4.93714784561357	4.36697823764758	5.26223416816006	4.69281244563136	5.68100179770127	4.88849824661685	4.74248441772064	4.32318307213116	3.99971573065159	4.44626781307087	4.73431241123853	4.65830548527941	5.17478841061704	4.44706925487225
AMY1A_8041	11.0972308989314	10.8410197759961	11.0020718603701	10.7868913265518	10.8744136641011	10.8301366110916	10.7660348482309	10.8345211938701	10.9849478674677	10.7850233936965	10.9870857354831	10.9724601111249	10.9800873022735	10.9092496241393	10.983759048734	10.7646050716824	10.8728242797936	10.7970638374881	10.9347224535889	10.9709240384493	10.8307609207995	11.0420580495179	10.9870196331372	11.0407130641301	10.5031238895496	10.5337826309341	10.6620293264643	10.9007458196396	10.851121618333	10.9062627720963	10.7758009383757	10.9167043967133	10.9144994287146	10.8035863860811	10.624675514865	10.9805218455968
IL18_32962	3.0857317510441	3.35479635073994	3.80666452550365	3.65427942959512	3.12932158439184	3.58217627554965	3.08027406353532	3.20058697140321	3.1477096746484	3.89883231941826	3.42047348228324	3.09272084954815	3.47244668394898	3.52977437158123	3.33980791900328	2.69469382957445	2.67482567501413	3.35160470890912	3.10109252956616	3.03429346917527	3.59203747784517	3.30300977340734	3.04774163489294	3.29302006221246	3.86713111517212	3.84208087985606	4.02522849591687	3.42532076462283	3.17264468309962	2.81782636217039	3.82753715777978	3.5589136332347	2.39769667210453	3.48687125486923	2.77686069141865	2.94292060708644
SLC34A3_32462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAK1_9416	3.49175172320729	4.02376352480662	4.08676307052421	4.08211723457416	3.65825157760109	3.68425714059623	3.48611494221771	3.59227651267605	3.93898717373468	4.09515606832237	4.10250889980893	3.81288782236286	3.0125291134271	4.258922782875	4.22594289920295	3.52697493951486	4.14530311294624	4.47852621643023	4.60437853039224	3.45401334120029	3.94267310373583	4.27960017545299	3.79294176169037	4.05068409728538	4.11359283601357	4.21614110353229	3.77980720960476	3.5802467296816	3.98992748981364	4.7512936759137	3.82753715777978	3.65026513413165	3.86001298821195	4.02828877178814	3.24110661154358	3.68848659791553
LOC502894_33269	0	0.774024908132024	0	0.4459463983004	0.435397488144401	0	0	0	0	0.520939199670416	0.548175133291146	0	0	0	0.619879980955234	0.506997428465067	0.621582155192804	0	0	0	0	0.750423404666448	0	0	0.748128720599578	0	0	0	0	0	0.677958204094693	0	0.775347234733848	0.712112548902157	1.2021347189069	0
