ID	S3P1_G05	S3P1_H05	S3P1_F05	S3P1_A06	S3P1_E06	S3P1_C06	S3P1_B06	S3P1_G06	S3P1_H06	S3P1_F06	S3P1_B07	S3P1_E07	S3P1_C07	S3P1_H07	S3P1_G07	S3P1_F07	S3P1_E08	S3P1_C08	S3P1_D08	S3P1_F08	S3P1_G08	S3P1_A09	S3P1_H08	S3P1_E09	S3P1_D09	S3P1_B09	S3P1_C09	S3P1_H09	S3P1_F09	S3P1_G09	S3P1_A10
MBNL2_9202	8.79400266541287	9.10134326897809	8.79018012831695	9.0314220518234	8.62196797044252	8.89083828361574	8.6525562802328	8.89383123710365	8.79764980706043	8.82966873072257	8.37200099516662	8.62968577585133	8.588881563232	8.62261828061681	8.7741761394009	8.57093124575592	8.95512614141432	8.64331874724196	8.51505636336477	8.56553616500858	8.85301514483464	8.55921978926878	8.97775955545587	8.98306858378897	8.83960104891847	8.74884776857767	8.57436110861526	9.31164359545339	9.3648611680186	9.23871758655461	8.98788701456731
CYP24A1_32574	0	0	0	0	0	0	0	0.401094716879497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGR1_8533	7.24150395162337	6.98360917451262	7.4556441639791	7.69787446018642	6.65157160087866	5.78928458638842	6.10726700041825	6.64439631691739	6.2817836128095	4.25375808311157	5.27095452655613	7.0867921941395	7.0612222192708	4.68093059318262	5.83465727258096	6.8977466703048	6.45570412629641	5.94296722281812	7.15153389834598	5.60817091243938	6.13205660047681	4.46594476595809	5.58560573668278	5.89299980295837	6.55760514423322	5.96397088081473	4.68316528323348	6.08150497242393	6.5874646184488	5.82881980074474	5.42031546243081
PLCB3_9496	1.48557940920293	0.685716613662611	1.67104991608977	1.21997330315124	0.925047643148037	1.25844860294208	1.54290165554448	0.97197837051783	1.34919530259357	1.37948479477243	2.03938981967702	1.4411106627753	1.51948314142176	0.58791898594128	1.71065886125046	1.89865637096811	1.44949837224404	0.971312768149609	1.91683282705269	1.20726668184383	0.936345467548665	1.37429863207621	0.82443608265712	1.83620818000829	0.823929439392117	0.323920426702002	1.50025589396356	1.15852517072818	1.10577092984732	1.56524509522541	1.21457726863552
CYP2W1_32938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GJC1_32338	1.88769847073023	1.77989130903734	1.06504234368981	2.26253974019434	2.05158589916385	2.02263180497935	1.28412894659241	2.17811062717273	1.64528075351146	1.24667097970828	1.7059067717343	2.05127235297097	1.04739209776115	1.81368284536717	1.86866824782213	1.14583183513077	1.05794006811178	1.34312246105777	1.25578232982488	0.905092897919746	1.90343303954486	0.483472325458167	1.64146162889452	0.55326274423751	0.97289567148479	1.46576132953887	1.37868515062753	0.769066161625138	1.50762803219982	1.20550834052708	1.07080588657345
CRP_8385	13.9597050308087	14.074560508471	14.1232323597021	14.03004316662	13.8838008396628	13.9069002357807	13.9862496132847	13.6858556831124	13.9326605301142	13.8392173424331	13.8951579238329	13.8537853106096	13.7993882513482	13.8045606550045	13.8252331571287	13.769126661768	13.9961830641429	14.1080685497233	13.7176555859557	13.989683545778	14.1838700459978	14.2945727126237	14.1214587578267	14.0659344468339	14.1276697138432	14.197691734389	14.2441763427311	13.8027836708693	14.2497724895078	13.874738965752	14.1905192981905
GNAS_8728	9.10745398812417	8.38305585529224	8.85966820388902	8.78600557752813	8.78663128397073	8.90011831637029	8.84571797240499	9.01318262393706	8.54985975965098	8.77117919241174	9.18170986070161	9.07192949789253	9.16322965428088	8.50168146670029	9.12192834080803	9.08747049979103	8.67712222015428	8.99580921038162	9.00326343261141	8.78477015917976	8.63714597534181	8.25432468861721	8.19738780193462	8.67197333451749	8.41385023215019	8.43617023380226	8.56568256055363	8.07958967281718	8.4955675370164	8.66155635581387	8.37626666303186
GPNMB_32856	1.48557940920293	1.01018396924344	1.33863765895398	1.71326148336347	0.925047643148037	1.80994536200977	1.13496000655341	1.1903228993159	0.976226059036832	0.937561527835902	2.03938981967702	1.7167996811308	1.22248805933206	1.46507057027553	1.53319065746555	1.49523729104559	0	1.54658468009111	1.57667143155964	1.45697965691366	1.64704146038273	0.675506078195412	1.45122225494081	1.11669838035602	0.823929439392117	1.00497568019991	1.24591948891028	1.26803469670318	1.38570376237217	1.56524509522541	0.91110491154816
PDS5A_9454	4.24815236554392	3.25081162513775	4.06420431901078	3.79850733611029	3.53110401195673	4.05265011356323	3.46564121914518	3.82180110631142	3.76288677816489	4.25375808311157	4.18985112225293	3.87993958179807	4.01807893988329	3.7630850478362	4.20375874492343	4.11868749869374	3.56310528641914	3.66898262301811	4.02393187828507	4.08118089738072	4.14980395989474	3.95706198429818	3.21514416306005	3.97481541392366	3.89374827469601	4.38449649638894	4.02832860767759	3.36879684212177	4.01865449498099	4.08752801877671	4.03637058193168
CHRM3_32786	0	0.685716613662611	0	0	0.29241276798639	0	0	0	0	0	0	1.09999005812571	0	0.323702712959707	0.463465987109794	0.382041008749072	0.282607451723525	0.253535235660062	0.260966101282418	0.284711061744162	0.383561274919417	0.261894601649713	0	0	0.254056090652111	0	0.297034201722536	0.233939075284409	0	0.407675015627573	0.526311818848718
GULO_8772	10.2971533610842	10.557112992011	10.1856971136536	10.3926266037909	10.244049295668	10.1540746196274	10.3498508944964	10.3787663617854	10.3910886147975	10.2061159430845	9.87892071688529	10.2319008520281	10.0338655014253	10.3037521981753	9.96527893119086	10.1160119602844	9.72563442459301	9.91651688525804	9.71718093609163	9.55486981170564	9.79569401050995	9.6470760273188	9.70904749441752	9.42691995967218	9.53668000289759	9.43303574775045	8.9170139277311	8.94709439875147	9.25380322364296	8.98067503609607	9.12956140071867
EIF4EBP1_8550	4.47919850554792	3.94496941178171	3.54891332679816	4.27962129342561	4.17601887668591	4.33734649834986	4.10997032123811	4.6274729191999	3.97298192422146	4.009190925808	4.91301463918368	4.84451896474188	4.56494490986048	3.81557582268433	5.1487466653113	4.62342016192284	4.19466288742293	4.83156525163713	5.04103350740333	5.6957917729083	5.55422916590607	4.70490467392065	5.10984771345212	5.48978866110529	5.02587302240737	5.19948755567715	5.57403142377716	4.85751388701184	5.40076191800164	5.82050751984409	5.30455576740385
CYB561_8412	1.88769847073023	1.01018396924344	1.76676849959967	1.3330468610039	1.69904844990684	1.92020439880217	0	1.54747806058514	1.45478774806546	0.754003388826817	1.27140294749858	2.23771039680022	1.37861461775564	1.59086942488556	1.53319065746555	2.01143907483836	1.05794006811178	0.971312768149609	2.19189599044848	1.45697965691366	1.33502060533752	0.844955425322777	0.82443608265712	0.55326274423751	0.97289567148479	0	0.297034201722536	1.26803469670318	1.38570376237217	1.20550834052708	0.91110491154816
AKAP8_8008	5.22133470565418	4.75289300906589	4.74290402323889	5.02353668403067	4.89529788143822	5.20646706901747	4.99367519846524	4.80337175297376	4.79170062316365	4.88765966811625	5.44024991173256	4.90082754089316	4.98505518511233	4.74998841190558	5.08576407995924	5.08945903743488	4.91708947116737	5.08122606949924	5.35940642701388	5.46587396970931	4.62967935410221	4.6487719972499	4.88367851502246	5.14379915690898	4.77505409563546	5.12859040749284	5.29200461250989	5.33747258876808	5.28616297484077	5.64333507991933	5.27205081983275
ALDH6A1_8027	9.35228040549424	9.34579547199517	9.39339859863517	9.59258029423241	9.32548959716759	9.2072390758096	9.28249921392894	9.60108933087331	9.50017013830928	9.22730231527169	9.55097192720659	9.36561057248652	9.406584735541	9.5658245841652	9.70012587911488	9.40838541273816	9.45064967171098	9.2450045003748	9.28034715186858	9.43630602873927	9.50049466181113	9.31958781401606	9.39359793265431	9.18771678835734	9.26548321932589	9.38115143789904	9.24678460548292	8.94142297547371	9.13170089052281	9.39663024518337	9.50048051042391
SLPI_9890	6.25384538440246	6.48277477763658	6.10720213368362	6.25185954296285	6.68345914049558	6.28280233887951	6.45678408565994	6.71651903816431	6.23066663365134	6.34141156458628	6.79081697589081	6.47193679046543	6.58412589899473	6.46818268116252	5.34976499552668	6.60603608797505	4.4008380995828	5.52221885824166	7.02984692126552	5.64007843392037	5.83386927805677	5.12262687941275	5.54449871382421	5.33133429710389	4.34024347992795	4.13865144289935	4.86392760653535	5.49781792694091	5.16166936438852	5.05866640456407	4.98170923813084
CBR1_8208	4.96832051266639	3.47789478505325	4.29041938089062	4.67239062498355	4.51062103630157	4.64090975113901	4.12982054834092	4.60864343710824	4.07586829138678	4.50703953332923	4.8578042291014	4.92817856468361	4.77626524263215	4.66671330691116	5.17923600138366	4.80649899989851	5.64109636236974	5.55206405763616	4.79534704287805	5.43710307472975	5.49700343860211	5.4128469936267	5.2769169541432	6.31330562405789	5.37283371630952	6.03768852124531	5.71883395572808	6.29061342677094	5.09514756050869	6.66177396482253	6.16749952375991
TNFRSF12A_10049	0.678160913259496	0.491255037867865	0.905955448693975	1.79449089908455	0.535429394182184	1.07991170805648	0.968569885256038	1.1903228993159	0.826883943936987	0.543638533707948	0	0.652386519767124	0.848071292210536	0.323702712959707	0.463465987109794	0.683802780001511	0.282607451723525	1.22951001604408	1.13072347011144	0.522389798623532	0.686268637209777	0.261894601649713	0.973466833439146	0.952185283177862	0.470001047451296	0.588281526847293	0.936940853287847	1.55407672694389	0.758118173125767	0.725167517595866	0.91110491154816
MYL12B_32708	7.71928272042912	7.16990173334332	7.57283590796454	7.68461753644349	7.5882131589781	7.89133836518107	7.51420876856615	7.91325828610257	7.28327343054597	7.5646872532126	8.13424389229147	7.69034658363159	7.80537306958742	7.33297682159401	7.758662314037	7.84107805197256	7.42038121890983	7.86115109469207	7.76633666262076	7.51186597562496	7.37300405600306	7.11006087101396	7.23218851333678	7.49196863395805	7.18595555065049	7.3870852383277	7.62149516452006	7.1569777615861	7.32396033730112	7.3883497653958	7.2500456190199
GNGT2_33125	2.74436301659861	1.86268411111632	2.16836608632763	1.71326148336347	2.05158589916385	2.447744966071	2.27130590204426	1.95776077690516	1.81352969853167	2.14806559435861	2.79465297330742	2.86580538230812	1.97587726818039	2.76243095557682	2.25957514706127	1.89865637096811	1.75715331905722	1.54658468009111	2.75491851272533	2.235367588235	2.69644949413032	0.483472325458167	1.96001498456268	1.73855290451269	1.72712009433736	1.9141824002144	0.936940853287847	1.55407672694389	1.38570376237217	2.39097075285651	1.57584069672817
DCP1B_33178	3.2781976236254	3.01777504511677	3.07504869925628	2.823212766055	3.32011918442166	3.26795176510534	3.33493263295564	2.88951066365046	2.76635649166352	2.88889278432022	3.24546095148211	3.12413654106033	3.51111460147983	2.65129496090089	3.22260517585172	3.19943257190062	3.23867411477019	3.4327407336275	3.36725931765349	3.24921541485226	2.76269009483619	2.92005053617204	3.05710464935338	3.37128162512445	3.1838548745459	3.62383570230659	3.17017564539425	3.75477556098991	3.53601238822271	3.38816780803921	3.35686132279511
SEPW1_32392	3.82803965446586	3.45138860009605	4.65807060946933	3.36540817849532	3.94297901238508	3.69760671540965	3.49654835469242	3.61091659932749	3.12738550628248	3.6891590393517	3.5884332173659	3.42223613708591	3.57707851995655	3.25584968799341	4.04726513611519	2.99516544727312	3.17096330760613	3.11852430315594	3.25188224127132	3.14632704002312	3.20524713911334	2.53038429615654	2.4918675410834	3.00198386520473	2.27831332830369	2.40036470831169	3.13306165601802	2.1765882120707	2.07928860936698	2.71177832321749	2.65143311720456
IKBKB_8889	3.97291488064535	3.36881651984723	3.60178672637835	3.6316937491928	3.96390297058025	3.3879424546789	3.49654835469242	3.53316643995685	3.15897704366443	3.13421273410091	3.99891729093657	4.0389351450114	3.54447353397375	3.09527566268627	3.90856954249996	3.33564414082813	3.33463067402891	3.29832682395767	3.7750479464739	3.40589923895096	3.78570152293872	3.25689734311476	3.02330772837202	3.55461499913804	2.80099561264943	2.9155042323278	3.55396952810602	2.47951028042671	2.8055236476543	3.29524543615278	3.15774973429404
HCST_32698	1.13763298833009	0.266437056116874	0.522952146390275	0.464496228626372	0.535429394182184	0.354425841883103	0.309438095456017	0.401094716879497	0	0.297276021639686	0.646701643023919	0.362759423683123	0.616729575635642	0	0	0	0.282607451723525	0.469104036945354	0.260966101282418	0	0	0	0	0	0	0	0.297034201722536	0.435183898639301	0	0	0
TNFSF10_32297	0	0.685716613662611	0.285042618703022	0.250861822687575	0	0.354425841883103	0.309438095456017	0.401094716879497	0.471889726647492	0.754003388826817	0.359287704704912	0.362759423683123	0	0.323702712959707	0	0.382041008749072	0.282607451723525	0	0.260966101282418	0.522389798623532	0	0	0	0	0.97289567148479	0.323920426702002	0.297034201722536	0.233939075284409	0	0.407675015627573	0.731499435666892
ECHS1_8519	10.9188768820887	10.3347506802017	10.7349005007149	10.5423396818235	10.5629028982616	10.55986283909	10.5027745510592	10.8191817460955	10.4811268274027	10.5366053748145	11.0624696431998	10.92894674519	10.8643018177437	10.58721826161	11.0365783173265	10.8787132961862	10.5856473816746	10.6169781191249	10.7800174719938	10.6952046339916	10.6685705214931	10.1723162277763	10.1234047794272	10.5389660436422	10.4074051319196	10.7243885552305	10.6499742322077	9.62349030751531	10.3282647618362	10.6225879997647	10.4659732228813
DSG2_8499	5.47596544070412	5.25242118815433	5.75124931130193	5.4443215279938	5.10761772803429	5.13965903917981	5.03636786154493	5.44717475946479	5.17832307933041	4.88765966811625	5.57472959762537	5.33813410996932	5.69875306233044	5.12753845680009	5.06957923333334	5.44114437441636	5.3586915689473	4.61112643136613	5.28798662256058	4.66872175492194	4.98915604863732	4.55415359857503	4.49720333064646	4.83676405020033	4.75461801246445	5.09710589029537	4.78238069506675	4.81303228960247	4.86355095048526	5.10046139757202	5.21334304463544
WNT1_32877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VCAM1_32349	3.40620731336453	2.86549151183342	3.5217317532342	3.00485295030754	3.18407752531272	2.83319105375209	2.94453962824878	3.40807133574832	2.33991042319344	2.79688293776702	3.3690684485529	3.1706822295804	2.77975292195932	2.65129496090089	2.96704094315698	2.9392364007132	2.22609317097096	2.2173456866336	2.95262234082624	2.78460642522943	3.34152257282461	2.37297954528585	2.09628937054553	2.8229763179799	2.09539753826863	1.81445779460073	2.64574095382056	2.33598523646684	2.60155614570085	2.78195411915719	2.49122382183797
CPT1B_8373	0.37856639814782	0	0.522952146390275	0.815305632267184	0	0	0.309438095456017	0.401094716879497	0	0.297276021639686	0.359287704704912	0	0.848071292210536	0.58791898594128	1.09528398418917	0.683802780001511	2.15777504821721	1.80637437065878	1.66952097070569	4.76447101726234	4.57542505127765	3.42674288326758	4.08703730557729	6.00748204591566	5.78922262310545	6.07048186629492	6.32786318230887	7.07270140252782	6.44210636795876	7.0112959696304	7.05368320400246
DAK_8436	1.13763298833009	1.59852521355678	1.20831594506302	1.43789859305428	1.971194991583	1.56039055036179	2.34108175661554	1.37992458701309	1.45478774806546	1.90529880129714	2.03938981967702	2.40278917434693	2.07051684381005	2.00664359206537	2.47150103572658	2.39082688154865	0.518819805021034	2.15647616408377	1.37086002304004	1.66978089316859	1.14941070355403	1.37429863207621	0.65821791855102	1.63380434953653	1.10790972687576	0.811620840581843	1.09968606514743	0.769066161625138	1.38570376237217	0.725167517595866	0.731499435666892
CASP8_32959	3.32214170521495	3.42438629603137	2.95825508210265	2.56994327777355	2.77438755869347	2.99311581782873	3.55644446462291	3.11972614977179	2.68188759893077	3.17133048301184	3.06222573722593	3.46020605188756	2.98807343500848	3.40032811520745	2.89539135030733	2.99516544727312	2.7281762777284	2.9130793696841	2.98910816960953	2.95664296930247	3.00087218927297	3.02960893753762	2.76156620972092	3.00198386520473	2.84031569981641	2.9155042323278	3.37479750751215	3.03873554057117	2.42710364334899	3.29524543615278	3.08476566464087
CSRP1_8396	4.05333438265854	4.03697382299641	4.27422330919176	4.08347624698663	4.19384101336037	3.95240692926298	4.22517050799384	3.85413535992782	3.99064730221566	4.67151760064444	4.16732128453413	4.27026837087855	3.84145794050112	4.43470560785885	4.23311889212928	3.7145057485812	3.7602952392318	2.98486120850923	3.49960419454847	2.95664296930247	3.25211719965885	2.71665398509681	3.18489097897545	3.27006697037282	2.53950152294979	2.65220555694114	2.74747390875891	2.47951028042671	2.15588375771146	2.47810411840244	2.1049469257477
ATP11B_8102	1.88769847073023	1.39103556521779	1.76676849959967	2.20427745106216	2.39754231876484	1.41730438848973	0.780456963651258	2.0721385077236	1.11154876214998	1.90529880129714	2.22536783222268	1.94816363115152	2.15932848968914	1.59086942488556	1.53319065746555	1.33108659925271	1.55950261577817	1.54658468009111	1.99066918888951	2.235367588235	1.90343303954486	1.84305123828525	1.34578549282158	1.52085078351121	1.72712009433736	1.46576132953887	1.81343322962849	1.93231270006651	1.6200464426975	1.97779886262551	1.94919003773253
MAD2L1_9171	3.44647179979852	2.6493103835567	2.59078497467336	2.65939857910325	2.77438755869347	2.58798422881815	3.07313015036837	3.40807133574832	2.68188759893077	2.93278682749082	3.28785112436837	3.2594971460007	3.21219977969813	3.70861211190208	3.388363306381	3.24627998351627	3.02519082410412	2.98486120850923	3.62082206878719	3.77121409326939	3.38422989272115	3.90049606242813	2.4918675410834	2.91525468764089	3.35651730859873	2.86654907158433	3.13306165601802	3.29308781283298	2.75717103763006	3.29524543615278	3.04684068459501
IL1B_8892	3.59715287161142	3.12228776720541	2.73976229217692	2.78396982288168	3.92174711437181	3.75824458747989	3.46564121914518	3.64827481941181	2.92176463746424	3.5551580636992	3.74876877461637	3.79334831670242	3.40614393393793	3.73610566161704	3.388363306381	3.93070489054975	3.33463067402891	2.98486120850923	3.7957935660022	3.43529282830766	3.05474362630042	2.42737845107251	3.30227390177273	3.30460021536027	2.71898665735336	2.65220555694114	2.4178406431262	2.38543049764988	2.70714150151639	1.97779886262551	2.49122382183797
HMOX1_8815	7.96255404622108	6.77766696014864	7.06880210193829	6.89867686148596	7.00447194689633	6.49810744117754	6.1993810221503	6.34780546981322	6.04869076793332	6.75301482220995	6.71905189057589	6.68333660109207	6.29171967175772	5.93351858275679	6.52237135383242	6.23419715748386	5.62853041633703	5.51010573036454	5.99224167427223	5.95113056316949	5.70503161833486	5.15522716000999	5.13380147673054	5.98103691055407	5.29005339382263	5.63178504634717	6.03275639043339	6.25779966054216	6.1176332808524	6.11370412155496	6.19809931049079
RNH1_9718	5.24435702429695	4.54298196296929	5.03010240771657	5.16771362717606	4.77021316007783	4.93161346139401	4.73319539622362	5.11492920786681	4.43965538631535	5.17031669120241	5.31261282716722	5.26493713339087	5.10170051443748	4.93929933057897	4.98581398965537	5.20068225675999	4.97779183374708	4.61112643136613	5.49244134217042	5.06638088952133	4.93272936298673	4.51700819109452	4.52161724279085	5.46710181060217	4.72341064039052	5.25760121892017	5.34976165866799	4.73887975998867	4.97344856567252	5.14107959801721	5.08823460496462
LAMC2_8982	0	0.266437056116874	0.522952146390275	0.250861822687575	0	0	0	0.97197837051783	0.471889726647492	0.297276021639686	0.646701643023919	0	0.341072153623698	0.323702712959707	0.463465987109794	0	0.518819805021034	0	0.673414043068129	0.726394251052768	0	0	0.254244125875928	0.55326274423751	0.470001047451296	0.323920426702002	0.936940853287847	0.611762329462401	0.299159889163882	0.407675015627573	0.526311818848718
LRPAP1_9158	6.94392236656141	6.52469496358661	6.92837956535848	6.83530467621791	7.00699435933018	7.26308342405346	6.83785024603105	7.15972729437896	6.61644832714064	6.99219941320242	7.27198837101386	7.25553749292665	7.43479462261213	6.80643354613678	7.13746063944663	7.18003336725515	6.9096726611645	6.99993768353343	7.16355570275731	7.16672287375689	6.90787903695527	6.41949224882869	6.43568762591172	7.24097523329295	6.838132829328	6.94354392883433	6.97526784216764	6.45016240022974	6.92770823192765	7.10667174660827	6.76632258409866
NENF_9296	3.82803965446586	3.42438629603137	3.65279067786541	4.23666604066602	3.47390418277326	4.07665918609117	2.94453962824878	4.26821304615913	3.58824824575639	3.85803089937004	3.9469565175167	4.06381069977875	3.72988877269247	3.98557088672022	4.31777598790232	4.284975688545	4.29349227366049	4.59974011600696	4.51165115887882	4.53934243591216	4.39922847297064	3.95706198429818	4.24199978917915	4.96103688704152	4.97378241558281	4.57937295919542	5.14128629057833	5.4049634783406	5.12403328366485	5.08666383089677	4.97162344979494
ARFIP2_8077	2.80755836118198	2.98118445704421	2.23682516502053	3.00485295030754	3.18407752531272	2.447744966071	3.11356688736246	2.75897928959979	2.76635649166352	2.79688293776702	2.85228508294191	3.1706822295804	3.03577086306163	2.09423639449509	3.10047462280501	2.69093450797002	2.15777504821721	2.71624867629735	2.95262234082624	2.87318752695168	2.21868757961262	2.31644880355412	1.727932718986	2.77452501458857	2.71898665735336	2.65220555694114	2.74747390875891	2.38543049764988	2.22861653696695	3.03280937144679	3.00789177080133
MAT2A_9199	4.86812567931453	5.01061748698036	4.8118478856879	4.84438503436191	4.99014177022437	4.74944475076185	4.98280166767446	4.4694711544191	4.64324130806169	4.68441383703551	4.87180617097705	4.84451896474188	4.23792613924758	4.36597283096465	5.54969701496764	4.75882764781399	4.7646514765701	5.16859019819075	4.90443623168238	5.30002351318735	4.53808780357513	5.00234970829446	4.75573907128324	4.93922355780707	4.68072213023622	5.41909223184573	5.77412247822212	5.79173203420652	5.35275825508206	6.26838357695876	5.35197994726735
IDI1_8863	6.88654160019284	6.25652184678685	6.49736517734999	6.18187741123656	5.83722888142402	6.45296183558369	5.55981039587716	6.2898860485277	5.04094978454251	6.18232095002173	5.98217965735529	6.23514477164611	6.08621263940395	5.46808239520434	6.42395627457296	5.52902270317223	5.55074568731809	4.9528676611357	4.86571510431594	4.33618565704653	5.04345859271791	4.30092301414087	4.08703730557729	4.97182110519505	3.91231763241332	4.6388908180468	3.55396952810602	3.06931490678702	3.59222136331779	3.67306635729805	3.12171917143175
CYP2D1_32660	6.66982876277219	6.2793059036866	6.44406778566907	6.72307611498856	6.78982218425736	6.5590280749037	6.69526314282347	6.81425967068386	6.61929013079263	6.43976063149792	7.38857461789095	7.29546717837912	7.05544853954218	6.72301281630985	7.29541432495944	7.25353642472519	6.63601638870969	6.65134780076097	6.93016165595941	6.71813522339694	6.67402715067114	6.22205789793918	6.08880554852856	6.5367400488979	6.28581082749507	6.48960359273945	6.41933594727571	5.47515855828749	5.82689173808005	6.33409078833737	6.19809931049079
MFAP2_33232	1.63242900041018	2.55287035708498	0.905955448693975	1.87138953561579	2.26893572063358	1.25844860294208	0.56408535481257	3.00920557105995	1.73185651333255	1.81436283715446	1.7059067717343	1.83711465308918	1.87459083790117	2.59234238472262	2.36942597640553	2.11604068344993	1.84667226272643	1.80637437065878	2.12788901655501	1.20726668184383	1.64704146038273	1.48102546884757	1.54947538559525	1.11669838035602	0.97289567148479	1.32789685517453	0.54323079257017	1.46488562320255	0.758118173125767	0.98523726703535	1.21457726863552
CISD1_8322	7.79919402509242	7.68837333137575	7.66733322993354	7.98094488571479	7.828197068421	7.95424757398317	7.9024839510455	8.06945223928357	7.65134021212121	7.76160458622517	8.0241458108043	7.82376029566075	7.92101572494167	7.7469022691865	8.08077233000812	8.24303806476236	8.04629603223355	8.32937585173938	8.08772771476399	8.37485790927683	8.38975982854844	8.23729622510307	8.24856282195417	8.49731630183943	8.371699253894	8.51472599189571	8.69386780934646	8.44431111802	8.53374255717633	8.6333608957287	8.45348713926577
NIP7_9316	4.57311703967367	4.08948571276254	4.08292197258469	4.57229105986586	4.85105714539185	4.43344517236298	4.63937659595937	4.03425600838362	4.77140478890917	4.12723610148616	4.66221381140083	4.52437678311209	3.91981419542847	4.38346544538787	4.93311628678353	4.5318459188413	4.47290046826597	4.364343142578	4.72136996609713	4.95916481511272	4.84372227943225	4.76950227579203	4.84550700781442	4.83676405020033	4.74429038009489	5.11817172667491	5.1598571404669	5.33117756156927	5.09514756050869	5.90155072629717	5.26380884856408
GC_32893	13.3021192865096	12.9708499045709	13.3672222690054	13.3393796410885	13.2184251826766	13.4463885405938	13.2007423470584	13.1785243758619	13.0325771734332	13.1662858408586	13.3809160312125	13.2551422716769	13.3948354625498	12.8127289577459	13.0480515528999	13.2515287392244	12.7067827431065	12.9726832347056	13.0329312052315	12.3920731157286	12.208514908094	12.0051452198857	12.1244283661069	12.2938594149993	12.1775849502474	11.9918557986628	12.1273826715569	11.7111643873109	11.9846357278593	11.7635272156531	11.8253718653813
RGD1305347_32873	6.01369592892227	5.58058444378317	5.99308728928411	5.9265707600173	6.15182354579088	6.08985571101275	5.89748519367348	6.54390947876456	5.81087507706427	6.07867856188664	6.55083765615184	6.2782943411228	6.84732768069669	6.34859239899729	6.93794452698188	6.73892024380329	6.42696575210044	6.58649094518367	6.65726207824239	6.91615751573464	6.70804618483254	6.13892209513104	6.05992503214061	6.90069829660977	6.77358231297017	6.63919087410629	6.7332462047287	6.14029657632937	6.63171838610743	6.84094289038923	6.69455317729657
PAK4_9418	0.92611184898695	1.01018396924344	0.905955448693975	1.3330468610039	1.23150639493977	1.07991170805648	0.56408535481257	1.54747806058514	0.660278278311255	0.297276021639686	1.27140294749858	1.5855304590821	1.04739209776115	1.17484911624048	1.33078886064663	0.933234642394245	1.33040889581113	1.34312246105777	0.842474824734608	1.45697965691366	0.686268637209777	1.5803978709762	1.34578549282158	1.63380434953653	0.823929439392117	0.588281526847293	1.50025589396356	1.0400153360983	1.10577092984732	1.20550834052708	0.731499435666892
SRXN1_9943	3.08767226344411	3.47789478505325	2.91712384304231	3.03858955749281	3.21930937283126	2.83319105375209	3.1529010716268	2.88951066365046	3.24980164732739	3.05698332501502	3.11026211006274	3.46020605188756	3.608962887514	3.6520014189785	3.90856954249996	2.99516544727312	2.15777504821721	3.15009096204738	3.15885962015698	3.62581355851103	2.82602233964584	2.67229236404586	2.87959843040104	2.91525468764089	2.58650924034298	3.9634917094778	3.40624773234041	3.44073016716349	2.29785784493992	3.67306635729805	3.55899529563027
TOR1A_10061	7.37788027417583	7.42787050211995	7.14203042329244	7.39341274220083	7.30429225320886	7.47888804844455	7.29877850704599	7.4750951188632	7.5176036768455	7.31393550183929	7.1364728028037	7.27697076477155	7.28000897893667	7.6198310013149	7.48734614015945	7.40831780790613	7.52747589014051	7.59911889184656	7.14750426528867	7.43573847656046	7.53338964093935	7.64279729325603	7.76685693111872	7.51611382025223	7.64181336282171	7.53735760464601	7.7280066494469	8.04538928997004	7.90383769688484	8.02571706600034	7.70441810158843
H2AFZ_33045	6.02038025920936	5.82212853443077	5.73949985265324	6.00971711025261	5.89284152805692	5.81805443353753	5.68584106013686	5.85924148206639	5.707843809389	5.90775815534875	6.10580742812185	6.36591410887015	6.2669517296145	5.90957045583808	6.19693029407412	6.38834944438209	5.6222061597985	5.83542975714811	6.20881684873012	5.88343087633423	5.49700343860211	5.61387363890231	5.40710784603612	5.76244620313518	5.77407307403936	5.53328097854354	5.53188012958761	5.16415205912723	5.25167592227982	5.54585967206147	5.34418338678209
LIPC_9005	8.60349215716036	8.16488357750252	8.57235763411113	8.45071168267791	8.63833032810444	8.61361554862299	8.72693502162191	8.70286828324509	8.60752651359519	8.62999657834273	8.90789144165208	9.069628545849	8.85045803693871	8.51265277009094	8.74262372464398	8.7754180342431	8.1695989473638	8.35669065776689	8.77808511961178	8.33447552375994	8.1416562988712	7.79924454494439	7.72935498631537	7.74079912461129	7.9722862799975	7.39573746464715	7.55113716861593	5.66731790191399	6.92497502463131	6.78223109622976	6.85677797907536
DHDDS_8467	3.91669827043122	3.08828454482447	3.67763202960408	3.81806550827439	3.58612221023389	3.69760671540965	3.52680722433613	2.88951066365046	3.38952019688522	3.78806292030563	4.47310043209967	4.33300600531067	4.1539632965475	3.73610566161704	4.56870261909939	4.43406271741692	4.61980363487132	4.66674781384471	4.86571510431594	5.64637612155025	5.49700343860211	4.68271299160519	4.78628655891372	5.63932938791226	5.29005339382263	6.30901655576832	6.36034176279475	5.70675435201968	5.70473227199017	6.27448216860251	6.03332469759374
